apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Доступні нові {} версії для наступних додатків
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Зміна властивостей полів (приховати, тільки для читання, дозвіл і т.д.)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Вдячний
DocType: Workflow State,lock,замкнути
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,"Налаштування для сторінки ""Контакти"""
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Адміністратор Записаний У
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Варіанти контаків, типу ""Звернення з питань продажу, звернення з питань підтримки"" і т.д. кожен з нового рядка або через кому."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Додати тег ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Портрет
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Вставити
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Дозволити доступ до Google Диска
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Виберіть {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,"Будь ласка, введіть базову URL-адресу"
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Якщо цей параметр включений, документ позначається як проглядається, коли користувач вперше відкриває його"
DocType: Auto Repeat,Repeat on Day,Повторіть день
DocType: DocField,Color,Колір
DocType: Data Migration Run,Log,Ввійти
DocType: Workflow State,indent-right,абзац правом
DocType: Has Role,Has Role,має роль
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,"Час в секундах, щоб зберегти зображення QR-коду на сервері. Мінін .: <strong>240</strong>"
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Тип поля {1} для {2} не можна індексувати
DocType: Dashboard Chart,Timespan,Проміжок часу
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Веб посилання
DocType: Deleted Document,Restored,відновлена
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 хвилину тому
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Крім System Manager, з безліччю ролей доступу користувачів право може встановити дозволи для інших користувачів для даного типу документа."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Налаштування теми
DocType: Company History,Company History,Історія компанії
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,скидання
DocType: Workflow State,volume-up,Обсяг до
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks викликає запити API до веб-додатків
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Показати відстеження
DocType: DocType,Default Print Format,За замовчуванням для друку Формат
DocType: Workflow State,Tags,Ключові слова
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Нічого: Кінець робочого процесу
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","Поле {0} не може бути встановлений як унікальний в {1}, так як не є унікальними існуючі значення"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Типи документів
DocType: Address,Jammu and Kashmir,Джамму і Кашмір
DocType: Workflow,Workflow State Field,Поле стану робочого процесу
DocType: Language,Guest,Гість
DocType: DocType,Title Field,Назва Область
DocType: Error Log,Error Log,Журнал помилок
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,Недійсна URL-адреса
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Останні 7 днів
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""","Повтори на кшталт ""абвабвабв"" вгадати лише трохи важче, ніж ""абв"""
DocType: Notification,Channel,Канал
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Якщо ви думаєте, що це несанкціоноване, будь ласка, змініть пароль адміністратора."
DocType: Data Import Beta,Data Import Beta,Бета-імпорт даних
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} є обов&#39;язковим
DocType: Assignment Rule,Assignment Rules,Правила призначення
DocType: Workflow State,eject,Витяг
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Поле {0} не найден.
DocType: Chat Room,Owner,Власник
DocType: Assignment Rule,Rule,Правило
DocType: Communication,Visit,Візит
DocType: LDAP Settings,LDAP Search String,LDAP Рядок пошуку
DocType: Translation,Translation,переклад
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Містер
DocType: OAuth Authorization Code,Client,Клієнт
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Виберіть стовпчик
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Ця форма була змінена після завантаження його
DocType: Address,Himachal Pradesh,Хімачал-Прадеш
DocType: System Settings,"If not set, the currency precision will depend on number format","Якщо не встановлено, то точність валюти буде залежати від формату чисел"
DocType: System Settings,"If not set, the currency precision will depend on number format","Якщо не встановлено, то точність валюти буде залежати від формату чисел"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Відкрийте Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Здається, існує проблема з конфігурацією смуги сервера. У випадку невдачі сума повернеться на ваш рахунок."
DocType: Data Import,Import Log,Імпорт Ввійти
DocType: User Permission,Apply To All Document Types,Застосувати до всіх типів документів
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Код для вставки слайд-шоу зображень на веб-сторінках в.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Послати
DocType: Workflow Action Master,Workflow Action Name,Назва дії робочого процесу
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType не можуть бути об&#39;єднані
DocType: Web Form Field,Fieldtype,FieldType
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Чи не поштовий файл
DocType: Global Search DocType,Global Search DocType,Глобальний пошук DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Щоб додати динамічний предмет, використовуйте теги jinja, такі як <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Обов&#39;язкові поля, необхідні в таблиці {0}, рядок {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Капіталізація не надто допоможе.
DocType: Error Snapshot,Friendly Title,Дружній Назва
DocType: Newsletter,Email Sent?,Листа відправлено?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Переключити діаграму
apps/frappe/frappe/desk/form/save.py,Did not cancel,Чи не скасувати
DocType: Social Login Key,Client Information,Інформація клієнта
DocType: Workflow State,plus,плюс
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Ви увійшли як Гість або Administrator
DocType: Email Account,UNSEEN,UNSEEN
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Файловий менеджер
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML заголовки, роботи та перенаправлення"
DocType: GCalendar Account,Refresh Token,Поновити токен
DocType: Address,Goa,Гоа
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,На цьому веб-сайті немає очікуваних чи поточних завдань
DocType: Webhook,Doc Event,Doc Event
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Ви
DocType: Braintree Settings,Braintree Settings,Налаштування Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Створено {0} записів успішно.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Зберегти фільтр
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Неможливо видалити {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Посилання для підтвердження
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Не предки
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Розсилка вже відправлено
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Час сесії входу закінчився, оновіть сторінку, щоб повторити спробу"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Причина
DocType: Email Unsubscribe,Email Unsubscribe,E-mail Відписатися
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Виберіть зображення шириною до 150 пікселів з прозорим фоном для досягнення найкращих результатів.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Немає активності
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Сторонні програми
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Перший користувач стане System Manager (ви можете змінити це пізніше).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Ви не можете давати оглядові бали собі
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType має бути Submittable для вибраної події Doc
DocType: Workflow State,circle-arrow-up,Круг-стрілка вгору
DocType: Email Domain,Email Domain,домен Email
DocType: Workflow State,italic,курсив
DocType: LDAP Group Mapping,ERPNext Role,Роль ERPNext
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: Неможливо встановити Імпорт без Створення
DocType: SMS Settings,Enter url parameter for message,Введіть URL параметр для повідомлення
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,"Автоматичне повторення, створене для цього документа"
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Перегляньте звіт у своєму веб-переглядачі
apps/frappe/frappe/config/desk.py,Event and other calendars.,Подія та інші календарі.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 ряд обов&#39;язковий)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Всі поля необхідно надати коментар.
DocType: Custom Script,Adds a client custom script to a DocType,Додає користувацький сценарій клієнта до DocType
DocType: Print Settings,Printer Name,Ім&#39;я принтера
DocType: Webhook,Form URL-Encoded,URL-форма форми - закодована
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Ширина може бути у рх або%.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Початок
DocType: Contact,First Name,Ім&#39;я
DocType: LDAP Settings,LDAP Username Field,LDAP Ім&#39;я користувача Поле
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP не ввімкнено.
DocType: Portal Settings,Standard Sidebar Menu,Стандартне меню Бічна панель
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Автоматичне повторення відмови створення документа
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,"Не вдається видалити теки ""Головна"" та ""Долучення"""
apps/frappe/frappe/config/desk.py,Files,Файли
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,"Дозволи бути застосована на користувачів, заснованих на тому, що ролі, які вони призначені."
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,"Ви не можете відправляти повідомлення електронної пошти, пов&#39;язані з цим документом"
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,"Будь ласка, виберіть принаймні 1 стовпець {0} для сортування / груп"
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Не дозволено для {0}: {1}. Поле з обмеженням: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,"Перевірте це, якщо ви перевіряєте ваш платіж за допомогою API Пісочниця"
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Ви не можете видалити стандартну тему веб-сайту
DocType: Data Import,Log Details,Деталі журналу
DocType: Workflow Transition,Example,Приклад
DocType: Webhook Header,Webhook Header,Заголовок Webhook
DocType: Access Log,Report Information,Інформація про звіт
DocType: Print Settings,Print Server,Сервер друку
DocType: Workflow State,gift,подарунок
DocType: Communication,Timeline Links,Посилання часової шкали
DocType: Workflow Action,Completed By,Завершено
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Неможливо знайти додаток {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Неможливо видалити
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,"Ресурс, який ви шукаєте не доступний"
DocType: Chat Profile,Chat Background,Фонова бесіда
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Відзначити як прочитане
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Оновлення {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Відключити звіт
DocType: Translation,Contributed Translation Doctype Name,Назва доктрипу перекладу
DocType: PayPal Settings,Redirect To,перенаправити
DocType: Data Migration Mapping,Pull,Витягніть
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Формат: frappe.query_reports [&#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,Масове оновлення
DocType: Workflow State,chevron-up,шеврона до
DocType: DocType,Allow Guest to View,"Дозволити для гостей, щоб подивитися"
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},"{0} не повинен бути таким, як {1}"
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Видалити {0} елементи назавжди?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Не дозволено
DocType: DocShare,Internal record of document shares,Внутрішній запис оприлюднення документів
DocType: Energy Point Settings,Review Levels,Перегляньте рівні
DocType: Workflow State,Comment,Коментар
DocType: Data Migration Plan,Postprocess Method,Метод постпроцесу
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Сфотографувати
DocType: Assignment Rule,Round Robin,Кругової
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Ви можете змінити проведені документи, якщо скасуєте їх, а потім відновите."
DocType: Data Import,Update records,Оновити записи
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Недійсний шлях модуля
DocType: DocField,Display,Дисплей
DocType: Email Group,Total Subscribers,Всього Передплатники
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Вгору {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Номер рядка
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Якщо роль не має доступу на рівні 0, то більш високі рівні сенсу."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Зберегти як
DocType: Comment,Seen,Відвідування
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Показати більше інформації
DocType: System Settings,Run scheduled jobs only if checked,Запускати заплановані завдання тільки якщо позначено
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,"Буде показано, тільки якщо заголовки розділів включені"
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,архів
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Завантаження файлу
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Введіть значення за замовчуванням поля (Keys) і значення. Якщо ви додасте кілька значень для поля, перший буде обраний. Ці значення за замовчуванням також використовується для установки &quot;Матч&quot; дозволяють правила. Щоб побачити список полів, перейдіть в розділ &quot;Налаштування форми&quot;."
DocType: Auto Repeat,Message,повідомлення
DocType: Communication,Rating,рейтинг
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Ширина друку поля, якщо поле являє собою стовпець в таблиці"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox ключ доступу
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Неправильне ім'я поля <b>{0}</b> у add_fetch конфігурації користувацького скрипту
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,"Виберіть контакти Google, до яких слід синхронізувати контакт."
DocType: Web Page,Main Section (HTML),Основний розділ (HTML)
DocType: Workflow State,headphones,навушники
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Пароль потрібно або вибрати Надалі пароль
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,наприклад replies@yourcomany.com. Всі відповіді будуть приходити до цього поштову скриньку.
DocType: Slack Webhook URL,Slack Webhook URL,URL-адреса Slack Webhook
DocType: Data Migration Run,Current Mapping,Поточне відображення
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Дійсно електронна пошта та ім&#39;я потрібно
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Зробіть усі вкладення приватними
DocType: User,Send Notifications for documents followed by me,"Надсилайте сповіщення за документами, за якими я йду"
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Додати дозволи користувача
DocType: Session Default Settings,Session Default Settings,Налаштування сеансу за замовчуванням
DocType: Address,Current,ток
DocType: Address,Current,ток
apps/frappe/frappe/config/core.py,Groups of DocTypes,Групи DOCTYPES
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Скинути пароль
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Показати вихідні
DocType: Workflow State,remove-circle,видалити круг-
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Мій профіль
DocType: Help Article,Beginner,початківець
DocType: Contact,Is Primary Contact,Основний контакт
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,Javascript прикласти до головної частини сторінки.
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Додати / оновити
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,Не дозволено друкувати чернетки документів
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,Відновити значення за замовчуванням
DocType: Workflow,Transition Rules,Перехідні правила
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,Показано лише перші {0} рядки в попередньому перегляді
apps/frappe/frappe/core/doctype/report/report.js,Example:,Приклад:
DocType: Workflow,Defines workflow states and rules for a document.,Визначає стани робочого процесу і правила для документу.
DocType: Workflow State,Filter,Фільтр
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},Перевірте Журнал помилок для отримання додаткової інформації: {0}
apps/frappe/frappe/database/schema.py,Fieldname {0} cannot have special characters like {1},"Fieldname {0} не може мати спеціальні символи, такі як {1}"
apps/frappe/frappe/model/workflow.py,Applying: {0},Застосування: {0}
apps/frappe/frappe/public/js/frappe/request.js,Internal Server Error,Внутрішня помилка сервера
apps/frappe/frappe/config/settings.py,Update many values at one time.,Оновлення багато значень в один час.
