apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Uued {} järgmised rakendused on saadaval
DocType: Print Format,Print Format Builder,Prindi Formaat Builder
DocType: GCalendar Account,Calendar Name,Kalendri nimi
DocType: Report,Report Manager,Report Manager
DocType: Workflow,Document States,Dokumendi Ühendriigid
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,"Sorry! Ma ei suutnud leida, mida sa olid otsivad."
DocType: Data Migration Run,Logs,Palgid
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,Filtrite salvestamisel ilmnes viga
DocType: Custom DocPerm,This role update User Permissions for a user,See roll uuendada kasutaja Õigused kasutaja
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},Nimeta {0}
DocType: Workflow State,zoom-out,zoom-out
DocType: Data Import Beta,Import Options,Impordi valikud
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,"Ei saa avada {0}, kui selle näiteks on avatud"
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabel {0} ei saa olla tühi
DocType: SMS Parameter,Parameter,Parameeter
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,images
DocType: Activity Log,Reference Owner,viide Omanik
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Väikseim ringleva murdosa üksus (münt). Sest näiteks 1 sent USD ja see tuleb kanda 0,01"
DocType: Social Login Key,GitHub,Github
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, rida {1}"
DocType: DocField,Markdown Editor,Markdown Editor
apps/frappe/frappe/model/document.py,Beginning with,Algus
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Andmed Import Mall
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Seansi vaikesätete seadmisel ilmnes viga
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Lapsevanem
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},"Oleme saanud teielt taotluse teie {0} andmete allalaadimiseks, mis on seotud: {1}"
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Kui see on lubatud, paroolide tugevust jõustatakse põhineb Minimaalne Parooliskoor väärtus. Väärtus 2 on keskmise tugevusega ja 4 on väga tugev."
DocType: About Us Settings,"""Team Members"" or ""Management""","Meeskonna liikmed"" või ""Management"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Vaikimisi &quot;Check&quot; tüüpi valdkonnas peab olema kas &quot;0&quot; või &quot;1&quot;
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Eile
DocType: Contact,Designation,Määramine
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Automaatse linkimise saab aktiveerida ainult ühe e-posti konto jaoks.
DocType: Test Runner,Test Runner,Test Runner
DocType: Auto Repeat,Monthly,Kuu
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Luba Saabuva
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Oht
DocType: Address,Email Address,E-posti aadress
DocType: Workflow State,th-large,th-suur
DocType: Communication,Unread Notification Sent,Lugemata saadetud teates
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Ekspordi ole lubatud. Peate {0} rolli ekspordi.
DocType: Assignment Rule,Automatically Assign Documents to Users,Dokumentide automaatne määramine kasutajatele
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Vabastage
DocType: System Settings,In seconds,Sekundites
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Tühista {0} dokumendid?
DocType: DocType,Is Published Field,Kas Avaldatud Field
DocType: GCalendar Settings,GCalendar Settings,GCalendari seaded
DocType: Email Group,Email Group,E Group
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google&#39;i kalender - sündmust {0} ei saanud Google&#39;i kalendrist kustutada, veakood {1}."
DocType: Event,Pulled from Google Calendar,Tõmmatud Google&#39;i kalendrist
DocType: Note,Seen By,näinud
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Lisa mitu
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Saite mõned energiapunktid
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Ei ole kehtiv kasutaja pilt.
DocType: Energy Point Log,Reverted,Tagastatud
DocType: Success Action,First Success Message,Esimene edukus
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Mitte nagu
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Vale väärtus: {0} peab olema {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Muuda valdkonnas omadused (peida, readonly luba jne)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Hindan
DocType: Workflow State,lock,lukk
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Seaded Kontakt Page.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrator sisse logitud
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Kontakt võimalusi, nagu &quot;Sales Query, Support Query&quot; jne iga uue liini või komadega eraldatult."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Lisage silt ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Sisesta
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Luba Google Drive&#39;i juurdepääs
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Vali {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Palun sisestage Base URL
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Kui see on lubatud, märgistatakse dokument nähtavana, kui kasutaja selle esimest korda avab"
DocType: Auto Repeat,Repeat on Day,Korrake päeval
DocType: DocField,Color,Värvus
DocType: Data Migration Run,Log,Logi
DocType: Workflow State,indent-right,indent-paremale
DocType: Has Role,Has Role,Kas Role
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Aeg sekundites säilitada QR-koodi pilt serveris. Min: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: {2} väljatüüpi {1} ei saa indekseerida
DocType: Dashboard Chart,Timespan,Ajavahemik
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Veebilink
DocType: Deleted Document,Restored,taastatud
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 minut tagasi
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Peale System Manager, rollide Set User reeglid õigust saab seada õigusi teistele kasutajatele, et Dokumendi liik."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Teema seadistamine
DocType: Company History,Company History,Firma ajalugu
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,lähtestama
DocType: Workflow State,volume-up,mahu-up
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,"Webhooksid, mis kutsuvad API-taotlusi veebirakendusi"
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Kuva jälgimisvõimalus
DocType: DocType,Default Print Format,Vaikimisi Prindi Formaat
DocType: Workflow State,Tags,Sildid
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Puudub: End of töökorraldus
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} välja ei saa seada ainulaadne {1}, sest on mitte-unikaalne olemasolevate väärtuste"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Dokumendi liigid
DocType: Address,Jammu and Kashmir,Jammu ja Kashmiri
DocType: Workflow,Workflow State Field,Töövoo riik Field
DocType: Language,Guest,Külaline
DocType: DocType,Title Field,Pealkiri Field
DocType: Error Log,Error Log,Viga Logi
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,vigane URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Viimased 7 päeva
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Kordab nagu &quot;abcabcabc&quot; on vaid veidi raskem ära arvata kui &quot;abc&quot;
DocType: Notification,Channel,Kanal
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Kui arvad, et see on lubamatu, palun muuta administraatori parool."
DocType: Data Import Beta,Data Import Beta,Andmete impordi beetaversioon
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} on kohustuslik
DocType: Assignment Rule,Assignment Rules,Loovutamisreeglid
DocType: Workflow State,eject,väljutada
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Väli {0} ei leitud.
DocType: Chat Room,Owner,Omanik
DocType: Assignment Rule,Rule,Reegel
DocType: Communication,Visit,Külastus
DocType: LDAP Settings,LDAP Search String,LDAP otsisõna
DocType: Translation,Translation,tõlkimine
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,härra
DocType: OAuth Authorization Code,Client,Klient
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Valige veerg
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,See vorm on muudetud pärast olete laaditud
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Kui ei ole määratud, valuuta täpsus sõltub arvuvorming"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Avage hämmastav riba
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Tundub, et serveri riba konfiguratsiooniga on probleem. Ebaõnnestumise korral tagastatakse summa teie kontole."
DocType: Data Import,Import Log,Import Logi
DocType: User Permission,Apply To All Document Types,Rakenda kõigile dokumenditüüpidele
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Kinnistada pilti esitlusi veebilehe lehekülge.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Saatma
DocType: Workflow Action Master,Workflow Action Name,Töövoo Action nimi
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType ei saa liita
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Ei zip faili
DocType: Global Search DocType,Global Search DocType,Globaalne otsing DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Dünaamilise teema lisamiseks kasutage jinja silte, näiteks <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Kohustuslikud väljad on kohustuslikud tabelis {0}, Row {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Kapitaliseeritus ei aita väga palju.
DocType: Error Snapshot,Friendly Title,Friendly Pealkiri
DocType: Newsletter,Email Sent?,E-mail saadetud?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Lülita diagramm sisse
apps/frappe/frappe/desk/form/save.py,Did not cancel,Ei tühistada
DocType: Social Login Key,Client Information,Kliendiinfo
DocType: Workflow State,plus,pluss
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Sisenenud külalisena või administraator
DocType: Email Account,UNSEEN,UUENDUSLIK
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Failihaldur
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML-päis, robotid ja ümbersuunamised"
DocType: GCalendar Account,Refresh Token,Värskenda žetooni
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Sellel saidil pole ühtegi ootel ega praegust tööd
DocType: Webhook,Doc Event,Doc sündmus
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Sa
DocType: Braintree Settings,Braintree Settings,Braintree seaded
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,{0} kirjed on edukalt loodud.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Salvesta filter
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},{0} ei saa kustutada
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Kinnituse link
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Mitte esivanemad
DocType: Address,Jharkhand,Jhārkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Ajakiri on juba saadetud
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Sisselogimise seanss aegus, värskenda lehte uuesti proovimiseks"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Põhjus
DocType: Email Unsubscribe,Email Unsubscribe,E-tellimine
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Valige pilt umbes laius 150px läbipaistva tausta parima tulemuse.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Tegevust pole
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Kolmanda osapoole rakendused
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Esimene kasutaja saab Süsteemihaldur (võid seda hiljem muuta).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Te ei saa endale ülevaatuspunkte anda
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType peab olema valitud dokumendiürituse esitamiseks
DocType: Workflow State,circle-arrow-up,Ringi Nool üles
DocType: Email Domain,Email Domain,E-Domain
DocType: Workflow State,italic,kald-
DocType: LDAP Group Mapping,ERPNext Role,ERPNext roll
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,"{0}: Ei saa määrata ""Import"" ilma ""Loo"""
DocType: SMS Settings,Enter url parameter for message,Sisesta url parameeter sõnum
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Selle dokumendi jaoks loodud automaatne kordus
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Vaadake aruannet oma brauseris
apps/frappe/frappe/config/desk.py,Event and other calendars.,Sündmus ja teiste kalendreid.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 rida kohustuslik)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Kõik väljad on vajalik esitada kommentaari.
DocType: Custom Script,Adds a client custom script to a DocType,Lisab kliendi kohandatud skripti DocType&#39;i
DocType: Print Settings,Printer Name,Printeri nimi
DocType: Webhook,Form URL-Encoded,Vormi URL-i kodeering
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Laiused saab määrata px või%.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Start
DocType: Contact,First Name,Eesnimi
DocType: LDAP Settings,LDAP Username Field,LDAP kasutajanime Field
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP pole lubatud.
DocType: Portal Settings,Standard Sidebar Menu,Standard Külgriba menüü
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Automaatne dokumendi loomise tõrge
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Ei saa kustutada Kodu ja failid kaustadesse
apps/frappe/frappe/config/desk.py,Files,faile
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Õigused saada kohaldatakse Kasutajad põhineb milliseid rolle nad on määratud.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,"Teil ei ole lubatud saata e-kirju, mis on seotud käesoleva dokumendi"
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Pane valima vähemalt 1 veeru {0} sorteerima / rühmas
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Pole lubatud {0} jaoks: {1}. Piiratud väli: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,"Märgi see, kui olete katsetamise makse kasutades Liivakasti API"
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Teil ei ole lubatud kustutada standard veebilehe teema
DocType: Data Import,Log Details,Logi üksikasjad
DocType: Workflow Transition,Example,Näide
DocType: Webhook Header,Webhook Header,Webhooki päis
DocType: Access Log,Report Information,Teata teavet
DocType: Print Settings,Print Server,Prindiserver
DocType: Workflow State,gift,kingitus
DocType: Communication,Timeline Links,Ajaskaala lingid
DocType: Workflow Action,Completed By,Lõpule jõudnud
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Ei leia manusena {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Ei Eemalda
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Ressurss otsite ei ole kättesaadav
DocType: Chat Profile,Chat Background,Vestluse taust
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Märgi loetuks
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},{0} värskendamine
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Keela teated
DocType: Translation,Contributed Translation Doctype Name,Kaasatud tõlkedoktüübi nimi
DocType: PayPal Settings,Redirect To,Suuna
DocType: Data Migration Mapping,Pull,Tõmba
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Formaat: frappe.query_reports [&#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,hulgivärskendamine
DocType: Workflow State,chevron-up,Chevron-up
DocType: DocType,Allow Guest to View,Luba külastajana Vaata
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} ei tohiks olla sama kui {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Kustuta {0} üksuse jäädavalt?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Ei ole lubatud
DocType: DocShare,Internal record of document shares,Sisemine rekord dokumendi aktsiaid
DocType: Energy Point Settings,Review Levels,Tasemete ülevaatamine
DocType: Workflow State,Comment,Kommentaar
DocType: Data Migration Plan,Postprocess Method,Postprotsessimeetod
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Pildistama
DocType: Assignment Rule,Round Robin,Ümar Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Sa saad muuta esitatud dokumendid, tühistades neist ja siis neid muuta."
DocType: Data Import,Update records,Uuenda kirjeid
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Kehtetu mooduli tee
DocType: DocField,Display,Display
DocType: Email Group,Total Subscribers,Kokku Tellijaid
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Üles {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Rida number
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Kui Role ei ole juurdepääsu tasemel 0, siis kõrgem tase on mõttetu."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Salvesta kui
DocType: Comment,Seen,Seen
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Näita rohkem üksikasju
DocType: System Settings,Run scheduled jobs only if checked,"Plaanitud töökohti ainult siis, kui kontrollida"
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,"Kuvatakse ainult siis, kui pealkirjad on lubatud"
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Arhiiv
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Faili üleslaadimine
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Sisesta vaikeväärtus väljad (võtmed) ja väärtusi. Kui lisate mitme väärtuse valdkond, esimene korjatakse. Need vaikimisi kasutatakse ka seatud &quot;mängu&quot; luba reeglid. Et näha nimekirja valdkondadest, minna &quot;Customize vorm&quot;."
DocType: Auto Repeat,Message,Sõnum
DocType: Communication,Rating,Hinnang
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Trüki laius alal, kui väli on veerg tabelis"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox Access Key
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Kohandatud skripti konfigureerimine add_fetchis vale väljanime <b>{0}</b>
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,"Valige Google&#39;i kontaktid, kellega kontakt tuleks sünkroonida."
DocType: Web Page,Main Section (HTML),Peaosa (HTML)
DocType: Workflow State,headphones,kõrvaklapid
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Parooli on vaja või valige Ootan salasõna
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,nt replies@yourcomany.com. Kõik vastuseid tulevad seda postkasti.
DocType: Slack Webhook URL,Slack Webhook URL,Slack Webhooki URL
DocType: Data Migration Run,Current Mapping,Praegune kaardistamine
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Kehtib e-posti ja nime vaja
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Muutke kõik manused privaatseks
DocType: User,Send Notifications for documents followed by me,Saada teatisi minu järgitud dokumentide kohta
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Lisage kasutaja õigused
DocType: Session Default Settings,Session Default Settings,Seansi vaikesätted
DocType: Address,Current,praegune
apps/frappe/frappe/config/core.py,Groups of DocTypes,Grupid doctypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Taasta oma salasõna
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Kuva nädalavahetused
DocType: Workflow State,remove-circle,kustutada ringi
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Minu profiil
DocType: Help Article,Beginner,algaja
DocType: Contact,Is Primary Contact,Kas Esmane Kontakt
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,"Javascript lisama, et pea osa lehel."
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Lisamine / värskendamine
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,Ei ole lubatud trükkida dokumentide eelnõud
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,Taasta vaikeseaded
DocType: Workflow,Transition Rules,Üleminek reeglid
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,Kuvatakse eelvaates ainult esimesed {0} rida
apps/frappe/frappe/core/doctype/report/report.js,Example:,Näide:
DocType: Workflow,Defines workflow states and rules for a document.,Määrab töökorraldust riikide ja reeglid dokument.
DocType: Workflow State,Filter,Filter
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},Lisateavet leiate vea logist: {0}
apps/frappe/frappe/database/schema.py,Fieldname {0} cannot have special characters like {1},"Fieldname {0} ei ole erisümboleid, näiteks {1}"
apps/frappe/frappe/model/workflow.py,Applying: {0},Kandideerimine: {0}
apps/frappe/frappe/public/js/frappe/request.js,Internal Server Error,Sisemine serveri viga
apps/frappe/frappe/config/settings.py,Update many values at one time.,Uuenda paljud väärtused korraga.
apps/frappe/frappe/model/document.py,Error: Document has been modified after you have opened it,Viga: Dokumendi on muudetud pärast olete avanud
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Job,Töö
apps/frappe/frappe/core/doctype/activity_log/feed.py,{0} logged out: {1},{0} loginud: {1}
