apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Dostupna su nova {} izdanja za sljedeće aplikacije
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,Slike
DocType: Activity Log,Reference Owner,Referentni vlasnika
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Najmanji kruži dio jedinica (kovanice). Za npr 1 posto za USD i to bi trebalo biti upisana kao 0,01"
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}",{0} {1} Row
DocType: DocField,Markdown Editor,Markdown Editor
apps/frappe/frappe/model/document.py,Beginning with,počevši
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Uvoz podataka predloška
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Došlo je do pogreške prilikom postavljanja zadanih sesija
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Nadređen
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},Primili smo vaš zahtjev za preuzimanje vaših {0} podataka povezanih sa: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Ako je omogućeno, snaga lozinke bit će izvršena na temelju minimalne vrijednosti lozinke. Vrijednost 2 je srednje jaka i 4 vrlo jaka."
DocType: About Us Settings,"""Team Members"" or ""Management""","""Članovi tima"" ili ""uprave"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',"Zadana za ""Check"" vrsti terena mora biti ili '0' ili '1'"
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Jučer
DocType: Contact,Designation,Oznaka
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Automatsko povezivanje može se aktivirati samo za jedan račun e-pošte.
DocType: Test Runner,Test Runner,Test Runner
DocType: Auto Repeat,Monthly,Mjesečno
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Omogućiti dolazne
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Opasnost
DocType: Address,Email Address,Email adresa
DocType: Workflow State,th-large,og veliki
DocType: Communication,Unread Notification Sent,Nepročitana Obavijest Poslano
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Izvoz nisu dopušteni . Trebate {0} ulogu za izvoz .
DocType: Assignment Rule,Automatically Assign Documents to Users,Automatski dodijeli dokumente korisnicima
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Raskovati
DocType: System Settings,In seconds,Za nekoliko sekundi
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Otkazivanje {0} dokumenata?
DocType: DocType,Is Published Field,Je Objavljeno polje
DocType: GCalendar Settings,GCalendar Settings,GCalendar postavke
DocType: Email Group,Email Group,E-mail Group
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google kalendar - Ne mogu se izbrisati događaj {0} iz Google kalendara, kod pogreške {1}."
DocType: Event,Pulled from Google Calendar,Preuzeto iz Google kalendara
DocType: Note,Seen By,vide
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Dodaj više stavki
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Stekli ste neke energetske bodove
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Nije važeća Korisnička slika.
DocType: Energy Point Log,Reverted,Vraćeno
DocType: Success Action,First Success Message,Prva poruka o uspjehu
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Ne kao
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Netočna vrijednost: {0} mora biti {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Promjeni svojstva polja (sakrij, samo čitanje, dozvola i sl.)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Cijeniti
DocType: Workflow State,lock,zaključati
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Postavke za Kontaktirajte nas stranicu.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrator prijavljeni
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Kontakt opcije, poput &quot;Sales Query, Podrška upit&quot; itd jedni na novoj liniji ili odvojene zarezima."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Dodavanje oznake ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portret
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Insert
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Dopusti pristup Google Drive
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Odaberite {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Unesite osnovni URL
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Ako je omogućen, dokument je označen kao vidljiv, prvi put kada ga korisnik otvori"
DocType: Auto Repeat,Repeat on Day,Ponovite dan
DocType: DocField,Color,Boja
DocType: Data Migration Run,Log,Prijava
DocType: Workflow State,indent-right,alineje-desno
DocType: Has Role,Has Role,ima ulogu
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Vrijeme u sekundama za zadržavanje slike QR koda na poslužitelju. Min: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Vrsta polja {1} za {2} ne može se indeksirati
DocType: Dashboard Chart,Timespan,Vremenski raspon
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Web Link
DocType: Deleted Document,Restored,obnovljena
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,Prije 1 minutu
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Osim System Manager, uloge s postavite korisnički Dozvole pravo može postaviti dozvole za ostale korisnike za tu vrstu dokumenta."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Konfiguriraj temu
DocType: Company History,Company History,Povijest tvrtke
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Reset
DocType: Workflow State,volume-up,glasnoće prema gore
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhookovi zovu API zahtjeve u web aplikacije
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Prikaži Traceback
DocType: DocType,Default Print Format,Zadani oblik ispisa
DocType: Workflow State,Tags,oznake
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Ništa: Kraj Workflow
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} polje ne može se postaviti kao jedinstvena po {1}, kao što su non-jedinstveni postojeće vrijednosti"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Vrste dokumenata
DocType: Address,Jammu and Kashmir,Jammu i Kašmir
DocType: Workflow,Workflow State Field,Workflow Državna polja
DocType: Language,Guest,Gost
DocType: DocType,Title Field,Naslov Field
DocType: Error Log,Error Log,Greška Prijava
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,Neispravan URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Zadnjih 7 dana
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Ponavlja poput &quot;abcabcabc&quot; su samo malo teže pogoditi nego &quot;ABC&quot;
DocType: Notification,Channel,Kanal
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Ako mislite da je to neovlašteno, molimo promijenite lozinku administratora."
DocType: Data Import Beta,Data Import Beta,Beta uvoza podataka
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} je obavezno
DocType: Assignment Rule,Assignment Rules,Pravila dodjele
DocType: Workflow State,eject,izbaciti
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Polje {0} nije pronađeno.
DocType: Chat Room,Owner,vlasnik
DocType: Assignment Rule,Rule,Pravilo
DocType: Communication,Visit,Posjeti
DocType: LDAP Settings,LDAP Search String,LDAP pretraživanje String
DocType: Translation,Translation,Prijevod
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,G.
DocType: OAuth Authorization Code,Client,Klijent
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Odaberite Stupac
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Ovaj oblik je izmijenjen nakon što ste ga učitava
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Ako nije postavljen, preciznost valute ovisit će o formatu brojeva"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Otvorite Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Čini se da postoji problem s konfiguracijom trake poslužitelja. U slučaju neuspjeha, iznos će biti vraćen na vaš račun."
DocType: Data Import,Import Log,Uvoz Prijavite
DocType: User Permission,Apply To All Document Types,Primijeni na sve vrste dokumenata
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Postavi slikovne prezentacije na web stranicama.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Poslati
DocType: Workflow Action Master,Workflow Action Name,Workflow Akcija Ime
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DOCTYPE se ne može spajati
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Nije zip datoteka
DocType: Global Search DocType,Global Search DocType,Global Search DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Da biste dodali dinamički predmet, upotrijebite oznake jinja poput <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Obavezna polja potrebne u tablici {0}, red {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Velika i mala slova ne pomaže puno.
DocType: Error Snapshot,Friendly Title,Prijateljski Naslov
DocType: Newsletter,Email Sent?,Je li e-mail poslan?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Prebaci grafikon
apps/frappe/frappe/desk/form/save.py,Did not cancel,Nije otkazano
DocType: Social Login Key,Client Information,Informacije o klijentu
DocType: Workflow State,plus,plus
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Prijavljen kao gost ili administratora
DocType: Email Account,UNSEEN,neviđen
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Upravitelj datoteka
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML zaglavlje, roboti i preusmjeravanja"
DocType: GCalendar Account,Refresh Token,Osvježi token
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Nema trenutnih ili trenutačnih poslova za ovu web lokaciju
DocType: Webhook,Doc Event,Događaj događaja
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Vi
DocType: Braintree Settings,Braintree Settings,Braintree postavke
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Izrađeno je {0} zapisa.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Spremi filtar
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Nije moguće izbrisati {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Link za potvrdu
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Nisu preci
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Bilten je već poslan
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Sesija za prijavu istekla je, osvježite stranicu za ponovni pokušaj"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Razlog
DocType: Email Unsubscribe,Email Unsubscribe,Email Odjava
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Odaberite sliku od cca 150px širine s transparentnom pozadinom za najbolje rezultate.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Nema aktivnosti
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Aplikacije treće strane
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Prvi korisnik će postati System Manager (možete promijeniti tome kasnije).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Ne možete sebi dati ocjene
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType mora biti podesiv za odabrani Doc događaj
DocType: Workflow State,circle-arrow-up,krug sa strelicom prema gore
DocType: Email Domain,Email Domain,Domena e-pošte
DocType: Workflow State,italic,kurzivan
DocType: LDAP Group Mapping,ERPNext Role,ERPNext Uloga
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0} : Ne može se uvesti bez stvaranja
DocType: SMS Settings,Enter url parameter for message,Unesite URL parametar za poruke
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Automatsko ponavljanje stvoreno za ovaj dokument
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Pregledajte izvješće u pregledniku
apps/frappe/frappe/config/desk.py,Event and other calendars.,Događaj i druge kalendare.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 red obavezan)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Sva polja su potrebna za slanje komentara.
DocType: Custom Script,Adds a client custom script to a DocType,Dodaje prilagođenu skriptu klijenta u DocType
DocType: Print Settings,Printer Name,Naziv pisača
DocType: Webhook,Form URL-Encoded,URL obrasca-šifriran
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Širina može biti postavljena u px ili%.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,početak
DocType: Contact,First Name,Ime
DocType: LDAP Settings,LDAP Username Field,LDAP korisničko ime Polje
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP nije omogućen.
DocType: Portal Settings,Standard Sidebar Menu,Standardna Bočna Izbornik
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Automatsko ponavljanje neuspjeha stvaranja dokumenta
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Ne možete izbrisati Home i privitke mape
apps/frappe/frappe/config/desk.py,Files,Datoteke
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Prava se primjenjuju na korisnike na temelju onoga što Uloge su dodijeljeni .
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Nije Vam dopušteno slati e-poštu vezanu s ovim dokumentom
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Odaberi atleast 1 Stupac {0} sortiranje / skupini
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Nije dopušteno za {0}: {1}. Polje s ograničenjem: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Označite ovo ako ste testiranje uplatu putem pješčaniku API
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Nemate ovlasti za brisanje standardne teme web stranice
DocType: Data Import,Log Details,Pojedinosti dnevnika
DocType: Workflow Transition,Example,Primjer
DocType: Webhook Header,Webhook Header,Webhook Header
DocType: Access Log,Report Information,Informacije o izvještaju
DocType: Print Settings,Print Server,Poslužitelj ispisa
DocType: Workflow State,gift,dar
DocType: Communication,Timeline Links,Vremenske veze
DocType: Workflow Action,Completed By,Završio
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Nije moguće naći attachment {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Ne mogu ukloniti
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Resurs tražite nije dostupan
DocType: Chat Profile,Chat Background,Pozadina za chat
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Označi kao pročitano
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Ažuriranje {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Onemogući Prijavite
DocType: Translation,Contributed Translation Doctype Name,Naziv doprinosa prijevoda
DocType: PayPal Settings,Redirect To,preusmjeriti na
DocType: Data Migration Mapping,Pull,Vuci
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript format : frappe.query_reports [ ' REPORTNAME ' ] = { }
DocType: Bulk Update,Bulk Update,Skupno ažuriranje
DocType: Workflow State,chevron-up,Chevron-up
DocType: DocType,Allow Guest to View,Dopustite Ocjene se Pogledaj
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} ne smije biti isti kao {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Obriši {0} stavke trajno?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Nije dopušteno
DocType: DocShare,Internal record of document shares,Unutarnja rekord dionica dokumenata
DocType: Energy Point Settings,Review Levels,Razine pregleda
DocType: Workflow State,Comment,Komentiraj
DocType: Data Migration Plan,Postprocess Method,Postprocesna metoda
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Uslikaj
DocType: Assignment Rule,Round Robin,Razigravanje
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Možete promijeniti potvrđene dokumente tako što ih otkažete, a zatim ih izmjenite i spremite."
DocType: Data Import,Update records,Ažuriraj zapise
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Nevažeći put modula
DocType: DocField,Display,Prikaz
DocType: Email Group,Total Subscribers,Ukupno Pretplatnici
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Top {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Redak broj
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","AkoUloga nema pristup na razini 0 , onda je viša razina su besmislene ."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Spremi kao
DocType: Comment,Seen,Vidio
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Pokaži više detalja
DocType: System Settings,Run scheduled jobs only if checked,Trčanje rasporedu radnih mjesta samo ako provjeriti
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,Prikazat će se samo ako se Podnaslovi omogućeno
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Arhiva
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Prijenos datoteka
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Unesite zadanu vrijednost polja (tipke) i vrijednosti. Ako ste dodali više vrijednosti za polje, prvi će se podići. Te zadane također koristi za postavljanje &quot;Usporedi&quot; pravila dopuštenja. Da biste vidjeli popis polja, idite na &quot;Prilagodi obrascu&quot;."
DocType: Auto Repeat,Message,Poruka
DocType: Communication,Rating,Ocjena
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Ispis širina terena, ako polje je stupac u tablici"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox pristupni ključ
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Pogrešan naziv polja <b>{0}</b> u konfiguraciji prilagođene skripte add_fetch
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,Odaberite Google kontakte s kojima kontakt treba sinkronizirati.
DocType: Web Page,Main Section (HTML),Glavni odjeljak (HTML)
DocType: Workflow State,headphones,slušalice
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Lozinka je potrebna ili odaberite Očekujem lozinku
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,npr replies@yourcomany.com. Svi odgovori će doći na ovu inbox.
DocType: Slack Webhook URL,Slack Webhook URL,Slack Webhook URL
DocType: Data Migration Run,Current Mapping,Trenutna mapiranje
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Valjana email i ime potrebna
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Sve privitke učinite privatnim
DocType: User,Send Notifications for documents followed by me,Pošalji obavijesti za dokumente koji me slijede
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Dodavanje korisničkih dozvola
DocType: Session Default Settings,Session Default Settings,Zadane postavke sesije
DocType: Address,Current,struja
apps/frappe/frappe/config/core.py,Groups of DocTypes,Skupine DocTypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Vraćanje izvorne lozinke
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Prikaži vikende
DocType: Workflow State,remove-circle,uklanjanje-krug
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Moj profil
DocType: Help Article,Beginner,Početnik
DocType: Contact,Is Primary Contact,Je primarni kontakt
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,Javascript da doda glave dijelu stranice.
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Dodavanje / ažuriranje
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,Nije dopušteno za ispis nacrta dokumenata
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,Vrati na zadane postavke
DocType: Workflow,Transition Rules,Prijelazna pravila
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,Prikazivanje samo prvih {0} redaka u pregledu
apps/frappe/frappe/core/doctype/report/report.js,Example:,Primjer:
DocType: Workflow,Defines workflow states and rules for a document.,Određuje tijek rada države i pravila za dokument.
DocType: Workflow State,Filter,filter
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},Provjerite Dnevnik pogrešaka za više informacija: {0}
apps/frappe/frappe/database/schema.py,Fieldname {0} cannot have special characters like {1},Fieldname {0} ne može imati posebne znakove kao {1}
apps/frappe/frappe/model/workflow.py,Applying: {0},Primjena: {0}
apps/frappe/frappe/public/js/frappe/request.js,Internal Server Error,Interna pogreška poslužitelja
apps/frappe/frappe/config/settings.py,Update many values at one time.,Ažuriranje mnoge vrijednosti u jednom trenutku.
apps/frappe/frappe/model/document.py,Error: Document has been modified after you have opened it,Pogreška: Dokument je promijenjen nakon što ste ga otvorili
