apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,نئی {} مندرجہ ذیل ایپس کے لئے ریلیز دستیاب ہیں
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,نہیں کھول سکتا {0} اس مثال کھلا ہوا ہے جب
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,ٹیبل {0} خالی نہیں ہو سکتا
DocType: SMS Parameter,Parameter,پیرامیٹر
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,امیجز
DocType: Activity Log,Reference Owner,حوالہ مالک
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,سب سے چھوٹا حصہ گردش یونٹ (سککا). یہ 0.01 طور پر داخل کیا جانا چاہئے اور USD کے لئے مثال کے طور پر 1 فیصد کے لئے
DocType: Social Login Key,GitHub,GitHub کے
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}",{0}، صف {1}
DocType: DocField,Markdown Editor,مارک ڈاون ایڈیٹر۔
apps/frappe/frappe/model/document.py,Beginning with,کے ساتھ شروع
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,ڈیٹا درآمد سانچہ
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,سیشن ڈیفالٹس کو ترتیب دیتے وقت ایک خرابی پیش آگئی۔
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,والدین
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",فعال ہونے پر، پاس ورڈ کی طاقت کم از کم پاس ورڈ اسکور قیمت کی بنیاد پر نافذ کیا جائے گا. درمیانے درجے کے مضبوط ہونے کی وجہ سے 2 کے ایک قدر اور 4 بہت مضبوط ہے.
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",فعال ہونے پر، پاس ورڈ کی طاقت کم از کم پاس ورڈ اسکور قیمت کی بنیاد پر نافذ کیا جائے گا. درمیانے درجے کے مضبوط ہونے کی وجہ سے 2 کے ایک قدر اور 4 بہت مضبوط ہے.
DocType: About Us Settings,"""Team Members"" or ""Management""","""جماعت کے ارکان"" یا ""انتظام"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',میدان کے چیک &#39;قسم کے لئے پہلے سے طے شدہ یا تو&#39; 0 &#39;یا&#39; 1 &#39;ہونا ضروری ہے
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,کل
DocType: Contact,Designation,عہدہ
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,خودکار لنکنگ صرف ایک ای میل اکاؤنٹ کے لئے چالو کی جاسکتی ہے۔
DocType: Test Runner,Test Runner,ٹیسٹ رنر
DocType: Auto Repeat,Monthly,ماہانہ
DocType: Address,Uttarakhand,اتراکھنڈ
DocType: Email Account,Enable Incoming,موصولہ فعال
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,خطرہ
DocType: Address,Email Address,ای میل اڈریس
DocType: Workflow State,th-large,TH-بڑے
DocType: Communication,Unread Notification Sent,بھیجا بغیر پڑھے ہوئے نوٹیفکیشن
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,برآمد کی اجازت نہیں. آپ برآمد کرنے {0} کردار کی ضرورت ہے.
DocType: Assignment Rule,Automatically Assign Documents to Users,صارفین کو دستاویزات کا خود بخود تفویض کریں۔
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,انپین کریں۔
DocType: System Settings,In seconds,سیکنڈ میں
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,{0} دستاویزات کو منسوخ کریں؟
DocType: DocType,Is Published Field,میدان اشاعت
DocType: GCalendar Settings,GCalendar Settings,GCalendar ترتیبات
DocType: Email Group,Email Group,ای میل گروپ
DocType: Event,Pulled from Google Calendar,گوگل کیلنڈر سے نکالا گیا۔
DocType: Note,Seen By,کی طرف سے دیکھا
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,ایک سے زیادہ شامل
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,آپ نے کچھ انرجی پوائنٹس حاصل کیے۔
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,درست صارف کی تصویر نہیں ہے.
DocType: Energy Point Log,Reverted,واپس کردی گئی۔
DocType: Success Action,First Success Message,پہلا کامیابی پیغام
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,پسند نہیں
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},غلط قیمت: {0} ہونا ضروری ہے {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)",پیج میدان خصوصیات (چھپائیں، صرف پڑھنے، کی اجازت وغیرہ)
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,کی تعریف
DocType: Workflow State,lock,مقفل
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,ہم سے رابطہ کریں صفحہ کے لئے ترتیبات.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,ایڈمنسٹریٹر ہی میں
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",وغیرہ &quot;سیلز استفسار، سپورٹ استفسار&quot; کی طرح رابطہ اختیارات، ایک نئی سطر پر ایک یا کوما سے علیحدہ.
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,ٹیگ شامل کریں ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,پورٹریٹ
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,داخل کریں
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,گوگل ڈرائیو تک رسائی کی اجازت دیں۔
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},منتخب کریں {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,براہ مہربانی بیس یو آر ایل درج کریں
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it",اگر فعال ہوجائے تو ، دستاویز کو دیکھا ہوا کے بطور نشان زد کیا گیا ہے ، جب کوئی صارف اسے کھولتا ہے۔
DocType: Auto Repeat,Repeat on Day,دن پر دہرائیں
DocType: DocField,Color,رنگین
DocType: Data Migration Run,Log,لاگ
DocType: Workflow State,indent-right,پوٹ دائیں
DocType: Has Role,Has Role,کردار ہے
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,سرور پر QR کوڈ کی تصویر کو برقرار رکھنے کے لئے سیکنڈ میں وقت. منٹ: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: فیلڈ ٹائپ {1} کیلئے {2} انڈیکس نہیں ہوسکتی ہے۔
DocType: Dashboard Chart,Timespan,وقت کی مدت
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,ویب لنک
DocType: Deleted Document,Restored,بحال کردہ
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 منٹ پہلے
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",علاوہ سسٹم مینیجر سے، سیٹ صارف کی اجازت کے ساتھ کردار ٹھیک ہے دستاویز کی قسم کے لئے دیگر صارفین کے لئے اجازت مقرر کر سکتے ہیں.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,تھیم تشکیل دیں۔
DocType: Company History,Company History,کمپنی کی تاریخ
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,پھر سیٹ کریں
DocType: Workflow State,volume-up,آواز اونچی
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks API ایپ کی درخواستوں کو ویب ایپس میں بلا رہا ہے
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,ٹریس بیک دکھائیں۔
DocType: DocType,Default Print Format,پہلے سے طے شدہ پرنٹ کی شکل
DocType: Workflow State,Tags,ٹیگز
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,: کوئی کام کے فلو کو کے اختتام
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values",غیر منفرد موجودہ اقدار موجود ہیں کے طور {0} میدان، {1} میں کے طور پر منفرد مقرر نہیں کیا جا سکتا
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,دستاویز کی اقسام
DocType: Address,Jammu and Kashmir,جموں و کشمیر
DocType: Workflow,Workflow State Field,کام کے فلو کو ریاست کا میدان
DocType: Language,Guest,مہمان
DocType: DocType,Title Field,عنوان کے خانے
DocType: Error Log,Error Log,خرابی دلے
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,غلط URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,آخری 7 دن
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",&quot;abcabcabc&quot; &quot;اے بی سی&quot; سے اندازہ لگانا صرف تھوڑا سا مشکل ہیں کی طرح دوہراتا
DocType: Notification,Channel,چینل
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.",آپ کو اس کی اجازت نہیں ہے لگتا ہے، ایڈمنسٹریٹر پاس ورڈ تبدیل کریں.
DocType: Data Import Beta,Data Import Beta,ڈیٹا امپورٹ بیٹا۔
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} لازمی ہے
DocType: Assignment Rule,Assignment Rules,تفویض اصول
DocType: Workflow State,eject,نکالنا
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,فیلڈ {0} نہیں ملا.
DocType: Chat Room,Owner,مالک
DocType: Assignment Rule,Rule,قاعدہ۔
DocType: Communication,Visit,دورے
DocType: LDAP Settings,LDAP Search String,LDAP تلاش سٹرنگ
DocType: Translation,Translation,ترجمہ میں
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,جناب
DocType: OAuth Authorization Code,Client,کلائنٹ
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,کالم منتخب کریں
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,آپ یہ بھری ہوئی ہے کے بعد یہ فارم پر نظر ثانی کر دیا گیا ہے
DocType: Address,Himachal Pradesh,ہماچل پردیش
DocType: System Settings,"If not set, the currency precision will depend on number format",سیٹ نہیں ہے تو کرنسی کی صحت سے متعلق نمبر کی شکل پر انحصار کرے گا
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,اچھال بار۔
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.",ایسا لگتا ہے کہ سرور کی پٹی ترتیب کے ساتھ ایک مسئلہ ہے. ناکامی کی صورت میں، رقم آپ کے اکاؤنٹ میں واپس کی جائے گی.
DocType: Data Import,Import Log,درآمد لاگ ان
DocType: User Permission,Apply To All Document Types,دستاویز کی تمام اقسام پر درخواست دیں۔
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,ویب سائٹ کے صفحات میں سرایت تصویر سلائیڈ شو.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,بھیجیں
DocType: Workflow Action Master,Workflow Action Name,کام کے فلو کو ایکشن نام
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DOCTYPE ضم نہیں کیا جا سکتا
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,ایک زپ فائل نہیں
DocType: Global Search DocType,Global Search DocType,گلوبل سرچ ڈاک ٹائپ۔
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","متحرک موضوع کو شامل کرنے کے لئے، جینجا ٹیگ استعمال کریں <div style=""""><pre style=""""> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}",ٹیبل {0} میں ضرورت لازمی شعبوں، صف {1}
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,کیپٹلائزیشن بہت زیادہ مدد نہیں کرتا.
DocType: Error Snapshot,Friendly Title,چھپنے عنوان
DocType: Newsletter,Email Sent?,ای میل بھیجا ہے؟
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,چارٹ ٹوگل کریں
apps/frappe/frappe/desk/form/save.py,Did not cancel,منسوخ نہیں کیا
DocType: Social Login Key,Client Information,کلائنٹ کی معلومات
DocType: Workflow State,plus,علاوہ
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,مہمان یا ایڈمنسٹریٹر کے طور پر لاگ
DocType: Email Account,UNSEEN,غیب
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,فائل مینیجر
DocType: Website Settings,"HTML Header, Robots and Redirects",ایچ ٹی ایم ایل ہیڈر ، روبوٹ اور ری ڈائریکٹس۔
DocType: GCalendar Account,Refresh Token,تازہ کریں ٹوکن
DocType: Address,Goa,گوا
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,اس سائٹ کے لئے کوئی زیر التواء یا موجودہ ملازمتیں نہیں ہیں۔
DocType: Webhook,Doc Event,ڈاکٹر کا واقعہ
apps/frappe/frappe/public/js/frappe/utils/user.js,You,آپ
DocType: Braintree Settings,Braintree Settings,برائنٹری ترتیبات
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,کامیابی کے ساتھ {0} ریکارڈ بنائے گئے۔
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,فلٹر محفوظ کریں
DocType: Print Format,Helvetica,ہیلویٹکا
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},{0} حذف نہیں کر سکتا
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,توثیق کا لنک
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,کے باپ دادا نہیں
DocType: Address,Jharkhand,جھارکھنڈ
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,نیوز لیٹر کو پہلے ہی بھیج دیا گیا ہے
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry",لاگ ان سیشن کی مدت ختم ہوگئی، دوبارہ کوشش کرنے کیلئے صفحہ دوبارہ تازہ کریں
DocType: Communication,BCC,بی سی سی
DocType: Unhandled Email,Reason,وجہ
DocType: Email Unsubscribe,Email Unsubscribe,ای میل سبسکرائب کریں
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,بہترین نتائج کے لئے ایک شفاف پس منظر کے ساتھ تقریبا چوڑائی 150px کی ایک تصویر کو منتخب کریں.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,کوئی سرگرمی نہیں ہے۔
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,تیسری پارٹی کے اطلاقات
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,سسٹم مینیجر ہو جائے گا سب سے پہلے صارف (آپ بعد میں اس کو تبدیل کر سکتے ہیں).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,آپ خود کو جائزہ لینے کے نکات نہیں دے سکتے ہیں۔
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,منتخب ڈیک ایونٹ کے لئے ڈوکوپائپ سبٹیٹیبل ہونا ضروری ہے
DocType: Workflow State,circle-arrow-up,دائرہ تیر اپ
DocType: Email Domain,Email Domain,ای میل ڈومین
DocType: Workflow State,italic,ترچھے
DocType: LDAP Group Mapping,ERPNext Role,ERPNext کردار۔
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: بنائیں بغیر درآمد مقرر نہیں کر سکتے ہیں
DocType: SMS Settings,Enter url parameter for message,پیغام کے لئے یو آر ایل پیرامیٹر درج
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,اس دستاویز کے لئے خود کار اعادہ تیار کیا گیا ہے۔
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,اپنے براؤزر میں رپورٹ دیکھیں
apps/frappe/frappe/config/desk.py,Event and other calendars.,واقعہ اور دوسرے کیلنڈروں.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 صف لازمی)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,تمام شعبوں تبصرہ پیش کرنے کے لئے ضروری ہیں.
DocType: Custom Script,Adds a client custom script to a DocType,ڈاکٹ ٹائپ میں کلائنٹ کسٹم اسکرپٹ شامل کرتا ہے۔
DocType: Print Settings,Printer Name,پرنٹر کا نام
DocType: Webhook,Form URL-Encoded,فارم یو آر ایل انکوڈڈ۔
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,چوڑائی پکسلز یا٪ میں مقرر کئے جا سکتے.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,شروع کریں
DocType: Contact,First Name,نام
DocType: LDAP Settings,LDAP Username Field,LDAP صارف کا نام فیلڈ
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP فعال نہیں ہے۔
DocType: Portal Settings,Standard Sidebar Menu,سٹینڈرڈ سائڈبار مینو
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,خودکار اعادہ دستاویز کی تشکیل میں ناکامی۔
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,گھر اور منسلکات فولڈر حذف نہیں کر سکتے ہیں
apps/frappe/frappe/config/desk.py,Files,فائلوں
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,اجازتیں وہ تفویض کر رہے ہیں کیا کردار کی بنیاد پر صارفین پر لاگو ہو.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,آپ کو اس دستاویز سے متعلق ای میلز بھیجنے کی اجازت نہیں کر رہے ہیں
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,{0} کو الگ الگ کرنے / گروپ سے کم سے کم 1 کالم براہ مہربانی منتخب کریں
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,آپ سینڈباکس API کا استعمال کرتے ہوئے اپنی ادائیگی کی جانچ کر رہے ہیں تو یہ چیک کریں
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,آپ کو ایک معیاری ویب سائٹ تھیم خارج کرنے کی اجازت نہیں کر رہے ہیں
DocType: Data Import,Log Details,لاگ ان کی تفصیلات
DocType: Workflow Transition,Example,مثال
DocType: Webhook Header,Webhook Header,Webhook ہیڈر
DocType: Access Log,Report Information,اطلاع کی اطلاع۔
DocType: Print Settings,Print Server,پرنٹ سرور
DocType: Workflow State,gift,تحفہ
DocType: Communication,Timeline Links,ٹائم لائن لنکس
DocType: Workflow Action,Completed By,نے مکمل کیا
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},منسلکہ تلاش کرنے سے قاصر {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,نہیں ہٹا سکتے ہیں
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,آپ کے لئے تلاش کر رہے ہیں وسائل دستیاب نہیں ہے
DocType: Chat Profile,Chat Background,چیٹ پس منظر
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,پڑھیں اور مرقس
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},اپ ڈیٹ کرنا {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,غیر فعال رپورٹ
DocType: Translation,Contributed Translation Doctype Name,تعاون یافتہ ترجمہ دستاویز نام۔
DocType: PayPal Settings,Redirect To,پر ری ڈائریکٹ
DocType: Data Migration Mapping,Pull,ھیںچو
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},جاوا کی شکل: frappe.query_reports [&#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,بلک اپ ڈیٹ
DocType: Workflow State,chevron-up,شیوران اپ
DocType: DocType,Allow Guest to View,مہمان دیکھنے کے لئے اجازت
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,مستقل طور {0} اشیاء کو حذف کریں؟
apps/frappe/frappe/utils/oauth.py,Not Allowed,اجازت نہیں ہے
DocType: DocShare,Internal record of document shares,دستاویز حصص کی اندرونی ریکارڈ
DocType: Energy Point Settings,Review Levels,جائزہ لیول
DocType: Workflow State,Comment,تبصرہ
DocType: Data Migration Plan,Postprocess Method,پوسٹ پروسیسر کا طریقہ
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,تصویر لو
DocType: Assignment Rule,Round Robin,راؤنڈ رابن
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",آپ ان میں ترمیم، اس کے بعد ان کو منسوخ اور کی طرف سے پیش کی دستاویزات کو تبدیل کر سکتے ہیں.
DocType: Data Import,Update records,ریکارڈ اپ ڈیٹ کریں
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,غلط ماڈیول کا راستہ
DocType: DocField,Display,ڈسپلے
DocType: Email Group,Total Subscribers,کل والے
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},اوپر {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,صف نمبر
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.",ایک کردار لیول 0 سے تک رسائی حاصل نہیں ہے، تو اعلی سطح معنی ہیں.
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,ایسے محفوظ کریں
DocType: Comment,Seen,دیکھا
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,مزید دکھائیں تفصیلات
DocType: System Settings,Run scheduled jobs only if checked,جانچ پڑتال کی تو صرف شیڈول کے مطابق روزگار چلائیں
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,سیکشن عنوانات فعال ہیں تو صرف دکھایا جائے گا
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,محفوظ شدہ دستاویزات
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,فائل اپ لوڈ کریں
