apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,ການປ່ອຍໃຫມ່ {} ສໍາລັບແອັບຯຕໍ່ໄປນີ້ມີຢູ່
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Calendar - ບໍ່ສາມາດລຶບເຫດການ {0} ຈາກ Google Calendar, ລະຫັດຜິດພາດ {1}."
DocType: Event,Pulled from Google Calendar,ດຶງຈາກ Google Calendar
DocType: Note,Seen By,ເຫັນໂດຍ
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,ຕື່ມຫຼາຍ
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,ທ່ານໄດ້ຮັບຈຸດພະລັງງານບາງຢ່າງ
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,ບໍ່ແມ່ນຮູບພາບຜູ້ໃຊ້ທີ່ຖືກຕ້ອງ.
DocType: Energy Point Log,Reverted,ກັບມາແລ້ວ
DocType: Success Action,First Success Message,ຂໍ້ຄວາມຄວາມສໍາເລັດຄັ້ງທໍາອິດ
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,ບໍ່ຄື
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},ຄ່າບໍ່ຖືກຕ້ອງ: {0} ຕ້ອງ {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","ຄຸນສົມບັດການປ່ຽນແປງພາກສະຫນາມ (hide, ອ່ານຢ່າງດຽວ, ອະນຸຍາດແລະອື່ນໆ)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,ຮູ້ບຸນຄຸນ
DocType: Workflow State,lock,ລັອກ
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,ການຕັ້ງຄ່າສໍາລັບການຕິດຕໍ່ພວກເຮົາຫນ້າ.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrator Logged In
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","ທາງເລືອກໃນການຕິດຕໍ່, ເຊັ່ນ: &quot;ຂາຍແບບສອບຖາມ, ສະຫນັບສະຫນູນການສອບຖາມ&quot; ແລະອື່ນໆແຕ່ລະຄົນກ່ຽວກັບການອອນໄລນ໌ໃຫມ່ຫຼືຂັ້ນດ້ວຍຈໍ້າຈຸດ."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,ເພີ່ມແທັກ ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,ຮູບຄົນ
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Insert
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,ອະນຸຍາດໃຫ້ເຂົ້າເຖິງ Google Drive
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},ເລືອກ {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,ກະລຸນາໃສ່ URL ຖານ
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","ຖ້າເປີດໃຊ້, ເອກະສານຈະຖືກ ໝາຍ ເປັນທີ່ເຫັນ, ຄັ້ງ ທຳ ອິດທີ່ຜູ້ໃຊ້ເປີດມັນ"
DocType: Auto Repeat,Repeat on Day,Repeat on Day
DocType: DocField,Color,ສີ
DocType: Data Migration Run,Log,ເຂົ້າສູ່ລະບົບ
DocType: Workflow State,indent-right,indent ສິດທິ
DocType: Has Role,Has Role,ມີພາລະບົດບາດ
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,ທີ່ໃຊ້ເວລາໃນວິນາທີທີ່ຈະຮັກສາຮູບພາບລະຫັດ QR ກ່ຽວກັບເຄື່ອງແມ່ຂ່າຍຂອງ. ຕ່ໍາສຸດ: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Fieldtype {1} ສຳ ລັບ {2} ບໍ່ສາມາດຖືກດັດສະນີ
DocType: Dashboard Chart,Timespan,Timespan
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Web Link
DocType: Deleted Document,Restored,ການຟື້ນຟູ
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 ນາທີກ່ອນຫນ້ານີ້
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","ນອກຈາກຈັດການລະບົບ, ພາລະບົດບາດທີ່ມີກໍານົດການອະນຸຍາດຂອງຜູ້ໃຊ້ທີ່ຖືກຕ້ອງສາມາດກໍານົດການອະນຸຍາດສໍາລັບຜູ້ຊົມໃຊ້ອື່ນໆສໍາລັບການທີ່ປະເພດເອກະສານ."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,ຕັ້ງຄ່າຫົວຂໍ້
DocType: Company History,Company History,ປະຫວັດສາດຂອງບໍລິສັດ
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,ປັບ
DocType: Workflow State,volume-up,ປະລິມານຂຶ້ນ
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks ເອີ້ນຮ້ອງຂໍ API ໃນຫນ້າເວັບຕ່າງໆ
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,ສະແດງ Traceback
DocType: DocType,Default Print Format,ຮູບແບບພິມມາດຕະຖານ
DocType: Workflow State,Tags,Tags
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,ບໍ່ມີ: ໃນຕອນທ້າຍຂອງ Workflow
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} ພາກສະຫນາມບໍ່ສາມາດໄດ້ຮັບການກໍານົດໄວ້ເປັນເອກະລັກໃນ {1}, ເນື່ອງຈາກວ່າມີຄຸນຄ່າທີ່ມີຢູ່ແລ້ວບໍ່ແມ່ນເປັນເອກະລັກ"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,ປະເພດເອກະສານ
DocType: Address,Jammu and Kashmir,ຊໍາມູແລະກັດ
DocType: Workflow,Workflow State Field,Workflow Field State
DocType: Language,Guest,ບຸກຄົນທົ່ວໄປ
DocType: DocType,Title Field,ຫົວຂໍ້ພາກສະຫນາມ
DocType: Error Log,Error Log,Error ເຂົ້າສູ່ລະບົບ
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,URL ບໍ່ຖືກຕ້ອງ
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,7 ວັນທີ່ຜ່ານມາ
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",ຊ້ໍາເຊັ່ນ: &quot;abcabcabc&quot; ແມ່ນມີພຽງແຕ່ເລັກນ້ອຍ harder ກັບຮີດກ່ວາ &quot;abc&quot;
DocType: Notification,Channel,Channel
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","ຖ້າຫາກວ່າທ່ານຄິດວ່ານີ້ແມ່ນຮັບອະນຸຍາດ, ກະລຸນາມີການປ່ຽນແປງລະຫັດຜ່ານບໍລິຫານ."
DocType: Data Import Beta,Data Import Beta,ຂໍ້ມູນການ ນຳ ເຂົ້າ Beta
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} ເປັນການບັງຄັບ
DocType: Assignment Rule,Assignment Rules,ກົດລະບຽບການມອບ ໝາຍ
DocType: Workflow State,eject,ນໍາ
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,ພາກສະຫນາມ {0} ບໍ່ພົບ.
DocType: Chat Room,Owner,ເຈົ້າຂອງ
DocType: Assignment Rule,Rule,ກົດລະບຽບ
DocType: Communication,Visit,ການຢ້ຽມຢາມ
DocType: LDAP Settings,LDAP Search String,LDAP ຄົ້ນຫາ String
DocType: Translation,Translation,ການແປພາສາ
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,ທ້າວ
DocType: OAuth Authorization Code,Client,ລູກຄ້າ
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,ເລືອກຄໍລໍາ
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,ຮູບແບບນີ້ໄດ້ຮັບການແກ້ໄຂພາຍຫຼັງທີ່ທ່ານໄດ້ໂຫລດມັນ
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format",ຖ້າຫາກວ່າບໍ່ໄດ້ຕັ້ງຄວາມແມ່ນຍໍາສະກຸນເງິນຈະຂຶ້ນກັບຮູບແບບຈໍານວນ
DocType: System Settings,"If not set, the currency precision will depend on number format",ຖ້າຫາກວ່າບໍ່ໄດ້ຕັ້ງຄວາມແມ່ນຍໍາສະກຸນເງິນຈະຂຶ້ນກັບຮູບແບບຈໍານວນ
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,ເປີດ Aw Awbar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","ມັນເບິ່ງຄືວ່າມີບັນຫາກັບການກໍານົດເສັ້ນດ່າງຂອງເຄື່ອງແມ່ຂ່າຍ. ໃນກໍລະນີຂອງຄວາມລົ້ມເຫຼວ, ຈໍານວນເງິນຈະໄດ້ຮັບການຊໍາລະກັບບັນຊີຂອງທ່ານ."
DocType: Data Import,Import Log,ການນໍາເຂົ້າເຂົ້າສູ່ລະບົບ
DocType: User Permission,Apply To All Document Types,ໃຊ້ໄດ້ກັບທຸກປະເພດເອກະສານ
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,ຕິດ slideshows ຮູບພາບໃນຫນ້າເວັບໄຊ.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,ສົ່ງ
DocType: Workflow Action Master,Workflow Action Name,ຊື່ Workflow ປະຕິບັດ
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType ບໍ່ສາມາດລວມ
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,ບໍ່ໄດ້ເປັນເອກະສານໄປສະນີ
DocType: Global Search DocType,Global Search DocType,ເອກະສານຄົ້ນຫາທົ່ວໂລກ
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","ການເພີ່ມຫົວຂໍ້ແບບເຄື່ອນໄຫວ, ໃຫ້ໃຊ້ jinja tags ຄື <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","ໃສ່ຂໍ້ມູນທີ່ກໍານົດໄວ້ໃນຕາຕະລາງ {0}, Row {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,ມູນຄ່າບໍ່ໄດ້ຊ່ວຍໃຫ້ຫຼາຍທີ່ສຸດ.
DocType: Error Snapshot,Friendly Title,Title ມິດ
DocType: Newsletter,Email Sent?,ສົ່ງອີເມວ?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Toggle Chart
apps/frappe/frappe/desk/form/save.py,Did not cancel,ບໍ່ໄດ້ຍົກເລີກການ
DocType: Social Login Key,Client Information,ຂໍ້ມູນລູກຄ້າ
DocType: Workflow State,plus,ບວກ
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,ເຂົ້າສູ່ລະບົບໃນຖານະບຸກຄົນທົ່ວໄປຫຼືການບໍລິ
DocType: Email Account,UNSEEN,UNSEEN
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,ຈັດການໄຟລ໌
DocType: Website Settings,"HTML Header, Robots and Redirects","ຫົວ HTML, ຫຸ່ນຍົນແລະການປ່ຽນເສັ້ນທາງ"
DocType: GCalendar Account,Refresh Token,Refresh Token
DocType: Address,Goa,ກົວ
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,ບໍ່ມີວຽກທີ່ຍັງຄ້າງຫລືປະຈຸບັນ ສຳ ລັບເວບໄຊທ໌ນີ້
DocType: Webhook,Doc Event,Doc Event
apps/frappe/frappe/public/js/frappe/utils/user.js,You,ທ່ານ
DocType: Braintree Settings,Braintree Settings,Braintree Settings
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,ສ້າງບັນທຶກ {0} ສຳ ເລັດແລ້ວ.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,ບັນທຶກກັ່ນຕອງ
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},ບໍ່ສາມາດລຶບ {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,ການເຊື່ອມຕໍ່ການຢັ້ງຢືນ
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Not Ancestors Of
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,ຈົດຫມາຍຂ່າວໄດ້ຖືກສົ່ງໄປແລ້ວ
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","ກອງປະຊຸມລະບົບຫມົດອາຍຸແລ້ວ, ໂຫຼດຫນ້າຈໍຄືນຫນ້າທີ່ຈະລອງ"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,ເຫດຜົນ
DocType: Email Unsubscribe,Email Unsubscribe,ອີເມວຍົກເລີກ
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,ເລືອກເອົາຮູບພາບຂອງປະມານ width 150px ທີ່ມີຄວາມເປັນມາເປັນໂປ່ງໃສສໍາລັບຜົນໄດ້ຮັບທີ່ດີທີ່ສຸດ.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,ບໍ່ມີກິດຈະ ກຳ
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Apps ພາກສ່ວນທີສາມ
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,ຜູ້ໃຊ້ທໍາອິດທີ່ຈະກາຍເປັນລະບົບຈັດການ (ທ່ານສາມາດມີການປ່ຽນແປງນີ້ຕໍ່ມາ).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,ທ່ານບໍ່ສາມາດໃຫ້ຈຸດທົບທວນຄືນແກ່ທ່ານເອງ
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType ຕ້ອງສົ່ງຕໍ່ກັບເຫດການ Doc ທີ່ເລືອກ
DocType: Workflow State,circle-arrow-up,"ແຜ່ນປ້າຍວົງກົມ, ລູກສອນຂຶ້ນ"
DocType: Email Domain,Email Domain,Domain Email
DocType: Workflow State,italic,ໂຕຫນັງສືເນີ້ງ
DocType: LDAP Group Mapping,ERPNext Role,ພາລະບົດບາດ ERPNext
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: ບໍ່ສາມາດກໍານົດການນໍາເຂົ້າໂດຍບໍ່ມີການສ້າງ
DocType: SMS Settings,Enter url parameter for message,ກະລຸນາໃສ່ພາລາມິເຕີ url ສໍາລັບຂໍ້ຄວາມ
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Auto Repeat ສ້າງຂື້ນ ສຳ ລັບເອກະສານນີ້
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,ເບິ່ງບົດລາຍງານໃນຕົວທ່ອງເວັບຂອງທ່ານ
apps/frappe/frappe/config/desk.py,Event and other calendars.,ກໍລະນີແລະປະຕິທິນອື່ນ.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (ຈຳ ເປັນ 1 ແຖວ)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,ຂົງເຂດທັງຫມົດແມ່ນມີຄວາມຈໍາເປັນທີ່ຈະສົ່ງຄໍາຄິດເຫັນໄດ້.
DocType: Custom Script,Adds a client custom script to a DocType,ເພີ່ມສະຄິບທີ່ ກຳ ນົດເອງໃຫ້ກັບລູກຄ້າໄປທີ່ DocType
DocType: Print Settings,Printer Name,ຊື່ເຄື່ອງພິມ
DocType: Webhook,Form URL-Encoded,ແບບຟອມ URL-encoded
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,ກວ້າງສາມາດຖືກກໍານົດໃນ px ຫຼື%.
