Published,បោះពុម្ពផ្សាយ,
Purchase Manager,កម្មវិធីគ្រប់គ្រងការទិញ,
Purchase Master Manager,ការទិញកម្មវិធីគ្រប់គ្រងអនុបណ្ឌិត,
Purchase User,អ្នកប្រើប្រាស់ទិញ,
Query Options,ជម្រើសសំណួរ,
Range,ជួរ,
Rating,ការផ្តល់ចំណាត់ថ្នាក់,
Received,ទទួលបាន,
Recipients,អ្នកទទួល,
Redirect URL,ប្តូរទិស URL ដែល,
Reference,ឯកសារយោង,
Reference Date,សេចក្តីយោងកាលបរិច្ឆេទ,
Reference Document,ឯកសារជាឯកសារយោង,
Reference Document Type,សេចក្តីយោងប្រភេទឯកសារ,
Reference Owner,ម្ចាស់ឯកសារយោង,
Reference Type,ប្រភេទឯកសារយោង,
Refresh Token,ធ្វើឱ្យស្រស់ Token,
Region,តំបន់,
Rejected,ច្រានចោល,
Reopen,បើកជាថ្មី,
Replied,ឆ្លើយតបថា:,
Report,របាយការណ៏,
Report Builder,កម្មវិធីបង្កើតរបាយការណ៍,
Report Type,ប្រភេទរបាយការណ៍,
Reports,របាយការណ៍,
Response,ជាការឆ្លើយតប,
Role,តួនាទីរបស់,
Route,ផ្លូវ,
Sales Manager,ប្រធានផ្នែកលក់,
Sales Master Manager,កម្មវិធីគ្រប់គ្រងលោកគ្រូការលក់,
Sales User,ការលក់របស់អ្នកប្រើប្រាស់,
Salutation,ពាក្យសួរសុខទុក្ខ,
Sample,គំរូ,
Saturday,ថ្ងៃសៅរ៍,
Saved,ដែលបានរក្សាទុក,
Scan Barcode,ស្កេនបាកូដ។,
Scheduled,កំណត់ពេលវេលា,
Search,ស្វែងរក,
Secret Key,គន្លឹះសម្ងាត់,
Select,ជ្រើស,
Select DocType,ជ្រើសចង្អុលបង្ហាញ,
Send Now,ផ្ញើឥឡូវ,
Sent,ដែលបានផ្ញើ,
Series {0} already used in {1},កម្រងឯកសារ {0} ត្រូវបានប្រើរួចហើយនៅក្នុង {1},
Service,សេវាកម្ម,
Set as Default,កំណត់ជាលំនាំដើម,
Settings,ការកំណត់,
Shipping,ការដឹកជញ្ជូន,
Short Name,ឈ្មោះខ្លី,
Slideshow,ការបញ្ចាំងស្លាយ,
Some information is missing,ពមួយចំនួនត្រូវបានបាត់,
Source,ប្រភព,
Source Name,ឈ្មោះប្រភព,
Standard,ស្ដង់ដារ,
Start Date,ថ្ងៃចាប់ផ្តើម,
Start Import,ចាប់ផ្តើមនាំចូល,
State,រដ្ឋ,
Stopped,បញ្ឈប់,
Subject,ប្រធានបទ,
Submit,ដាក់ស្នើ,
Successful,ជោគជ័យ,
Summary,សង្ខេប,
Sunday,កាលពីថ្ងៃអាទិត្យ,
System Manager,ប្រព័ន្ធអ្នកគ្រប់គ្រង,
Target,គោលដៅ,
Task,ភារកិច្ច,
Tax Category,ប្រភេទពន្ធ។,
Test,ការធ្វើតេស្ត,
Thank you,សូមអរគុណអ្នក,
The page you are looking for is missing. This could be because it is moved or there is a typo in the link.,ទំព័រដែលអ្នកកំពុងតែស្វែងរកការត្រូវបានបាត់។ នេះអាចជាដោយសារតែវាបានផ្លាស់ប្តូរឬមានកំហុសនៃការសរសេរតំណមួយ។,
Timespan,ពេលវេលា,
To,ទៅ,
To Date,ដើម្បីកាលបរិច្ឆេទ,
Tools,ឧបករណ៍,
Traceback,Traceback,
URL,URL ដែល,
Unsubscribed,ជាវ,
Use Sandbox,ប្រើសេនបក់,
User,អ្នកប្រើ,
User ID,លេខសម្គាល់អ្នកប្រើ,
Users,អ្នកប្រើប្រាស់,
Validity,សុពលភាព,
Warning,ព្រមាន &amp; ‧;,
Website,វេបសាយ,
Website Manager,កម្មវិធីគ្រប់គ្រងវែបសាយ,
Website Settings,ការកំណត់វេបសាយ,
Wednesday,ថ្ងៃពុធ,
Week,សប្តាហ៍,
Weekdays,ថ្ងៃធ្វើការ,
Weekly,ប្រចាំសប្តាហ៍,
Welcome email sent,អ៊ីម៉ែលសូមស្វាគមន៏ដែលបានផ្ញើ,
Workflow,លំហូរការងារ,
You need to be logged in to access this page,អ្នកត្រូវតែចូលក្នុងដើម្បីចូលដំណើរការទំព័រនេះ,
old_parent,old_parent,
{0} is mandatory,{0} គឺជាការចាំបាច់,
 to your browser,ទៅកម្មវិធីអ៊ីនធឺណិតរបស់អ្នក។,
"""Company History""",&quot;ក្រុមហ៊ុនប្រវត្តិសាស្រ្ត&quot;,
"""Parent"" signifies the parent table in which this row must be added",&quot;ឪពុកម្តាយ&quot; បង្ហាញតារាងមេដែលជួរដេកនេះត្រូវតែត្រូវបានបន្ថែម,
"""Team Members"" or ""Management""",&quot;សមាជិកក្រុម&quot; ឬ &quot;ការគ្រប់គ្រង&quot;,
&lt;head&gt; HTML,&lt;ក្បាល&gt; របស់ HTML,
'In Global Search' not allowed for type {0} in row {1},"""ស្វែងរកសកល 'មិនត្រូវបានអនុញ្ញាតសម្រាប់ប្រភេទ {0} នៅក្នុងជួរដេក {1}",
'In List View' not allowed for type {0} in row {1},«នៅក្នុងទិដ្ឋភាពបញ្ជី &#39;មិនបានអនុញ្ញាតសម្រាប់ប្រភេទ {0} នៅក្នុងជួរដេក {1},
'Recipients' not specified,&#39;អ្នកទទួល&#39; មិនបានបញ្ជាក់,
(Ctrl + G),បញ្ជា (Ctrl + G),
** Failed: {0} to {1}: {2},** បរាជ័យក្នុង: {0} ទៅ {1} {2},
**Currency** Master,** រូបិយប័ណ្ណ ** អនុបណ្ឌិត,
0 - Draft; 1 - Submitted; 2 - Cancelled,0 - សេចក្តីព្រាង; 1 - ការផ្តល់ជូន; 2 - បោះបង់,
0 is highest,0 គឺខ្ពស់បំផុត,
1 Currency = [?] Fraction\nFor e.g. 1 USD = 100 Cent,1 រូបិយប័ណ្ណ = [?] ប្រភាគសម្រាប់ការឧទាហរណ៏ 1 ដុល្លារ = 100 រយ,
1 comment,1 ការផ្តល់មតិ,
1 hour ago,១ ម៉ោងមុន,
1 minute ago,១ នាទីមុន,
1 month ago,1 ខែកន្លងទៅ,
1 year ago,១ ឆ្នាំមុន,
; not allowed in condition,; មិនត្រូវបានអនុញ្ញាតក្នុងលក្ខខណ្ឌ,
"<h4>Default Template</h4>\n<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>\n<pre><code>{{ address_line1 }}&lt;br&gt;\n{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}\n{{ city }}&lt;br&gt;\n{% if state %}{{ state }}&lt;br&gt;{% endif -%}\n{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}\n{{ country }}&lt;br&gt;\n{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}\n{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}\n{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}\n</code></pre>","<h4> ទំព័រគំរូលំនាំដើម </h4><p> ប្រើ <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja ពុម្ព</a> និងវាលទាំងអស់នៃអាសយដ្ឋាន (រួមទាំងវាលផ្ទាល់ខ្លួនបើមាន) នឹងអាចរកបាន </p><pre> <code>{{ address_line1 }}&lt;br&gt; {% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%} {{ city }}&lt;br&gt; {% if state %}{{ state }}&lt;br&gt;{% endif -%} {% if pincode %} PIN: {{ pincode }}&lt;br&gt;{% endif -%} {{ country }}&lt;br&gt; {% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%} {% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%} {% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}</code> </pre>",
A Lead with this Email Address should exist,អ្នកដឹកនាំការជាមួយអាសយដ្ឋានអ៊ីមែលនេះគួរតែមាន,
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,បញ្ជីនៃធនធានដែលកម្មវិធីអតិថិជននឹងមានសិទ្ធិចូលដំណើរការទៅបន្ទាប់ពីអ្នកប្រើអនុញ្ញាតឱ្យវា។ <br> គម្រោងឧ,
A log of request errors,កំណត់ហេតុនៃកំហុសសំណើ,
A new account has been created for you at {0},គណនីថ្មីត្រូវបានបង្កើតឡើងសម្រាប់អ្នកនៅ {0},
A symbol for this currency. For e.g. $,ជានិមិត្តរូបសម្រាប់រូបិយប័ណ្ណនេះ។ ឧទាហរណ៍ៈ $,
A word by itself is easy to guess.,ពាក្យដោយខ្លួនវាគឺជាការងាយស្រួលក្នុងការទាយ។,
API Endpoint Args,ចំណុចបញ្ចប់របស់ API,
API Key cannot be  regenerated,លេខសម្គាល់ API មិនអាចបង្កើតឡើងវិញបានទេ,
API Password,ពាក្យសម្ងាត់ API របស់,
API Secret,សម្ងាត់ API របស់,
API Username,ឈ្មោះអ្នកប្រើ API របស់,
ASC,ASC,
About Us Settings,អំពីយើងការកំណត់,
About Us Team Member,អំពីយើងក្រុមការងារជាសមាជិក,
Accept Payment,ព្រមទទួលការទូទាត់,
Access Key ID,ចូលប្រើលេខសម្គាល់សោ,
Access Token URL,URL ផ្ទៀងផ្ទាត់ចូល,
Action Failed,សកម្មភាពបរាជ័យ,
Action Timeout (Seconds),អស់ពេលសកម្មភាព (វិនាទី),
"Actions for workflow (e.g. Approve, Cancel).",សកម្មភាពសម្រាប់លំហូរការងារ (ឧយល់ព្រមបោះបង់) ។,
Active Domains,ដែនសកម្ម,
Active Sessions,សម័យសកម្ម,
Activity Log,សកម្មភាពកំណត់ហេតុ,
Activity log of all users.,កំណត់ហេតុសកម្មភាពរបស់អ្នកប្រើទាំងអស់។,
Add / Manage Email Domains.,បន្ថែម / គ្រប់គ្រងដែនអ៊ីម៉ែល។,
Add / Update,បន្ថែម / ធ្វើបច្ចុប្បន្នភាព។,
Add A New Rule,បន្ថែមច្បាប់ថ្មី,
Add Another Comment,បន្ថែមសេចក្តីអធិប្បាយមួយទៀត,
Add Attachment,បន្ថែមឯកសារភ្ជាប់,
Add Column,បន្ថែមជួរឈរ,
Add Contact,បន្ថែមទំនាក់ទំនង,
Add Contacts,បន្ថែមទំនាក់ទំនង,
Add Filter,បន្ថែមតម្រង,
Add Group,បន្ថែមក្រុម។,
Add New Permission Rule,បន្ថែមវិធានសិទ្ធិថ្មី,
Add Review,បន្ថែមការពិនិត្យឡើងវិញ។,
Add Signature,បន្ថែមហត្ថលេខា,
Add Subscribers,បន្ថែមអតិថិជន,
Add Total Row,បន្ថែមសរុបជួរដេក,
Add Unsubscribe Link,បន្ថែមឈប់ជាវតំណ,
Add User Permissions,បន្ថែមសិទ្ធិអ្នកប្រើប្រាស់។,
Add a New Role,បន្ថែមតួនាទីថ្មី,
Add a column,បន្ថែមជួរឈរ,
Add a comment,បន្ថែមសេចក្តីអធិប្បាយ,
Add a new section,បន្ថែមផ្នែកថ្មី,
Add a tag ...,បន្ថែមស្លាកមួយ ...,
Add all roles,បន្ថែមតួនាទីទាំងអស់,
Add custom forms.,បន្ថែមទម្រង់បែបបទផ្ទាល់ខ្លួន។,
Add custom javascript to forms.,បន្ថែម JavaScript ផ្ទាល់ខ្លួនទៅទម្រង់។,
Add fields to forms.,បន្ថែមវាលទៅទម្រង់។,
Add meta tags to your web pages,បន្ថែមស្លាកមេតាទៅគេហទំព័ររបស់អ្នក។,
Add script for Child Table,បន្ថែមស្គ្រីបសម្រាប់តុកុមារ។,
Add to table,បន្ថែមទៅតារាង,
Add your own translations,បន្ថែមបកប្រែផ្ទាល់ខ្លួនរបស់អ្នក,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","HTML ដែលបានបន្ថែមនៅក្នុង &lt;ក្បាល&gt; ផ្នែកនៃទំព័រតំបន់បណ្ដាញ, ជាចម្បងដែលបានប្រើសម្រាប់ការផ្ទៀងផ្ទាត់វែបសាយនិង Seo",
Added {0},បានបន្ថែម {0},
Adding System Manager to this User as there must be atleast one System Manager,លោកបានបន្ថែមថាប្រព័ន្ធកម្មវិធីគ្រប់គ្រងការដល់អ្នកប្រើនេះដូចជាត្រូវតែមានយ៉ាងហោចណាស់ប្រព័ន្ធអ្នកគ្រប់គ្រងការមួយ,
Additional Permissions,សិទ្ធិបន្ថែម,
Address Template,អាសយដ្ឋានទំព័រគំរូ,
Address Title is mandatory.,អាសយដ្ឋានចំណងជើងគឺជាចាំបាច់។,
Address and other legal information you may want to put in the footer.,អាសយដ្ឋាននិងពត៌មានច្បាប់ផ្សេងទៀតដែលអ្នកប្រហែលជាចង់ទៅដាក់នៅក្នុងបាតកថា។,
Addresses And Contacts,អាសយដ្ឋាននិងទំនាក់ទំនង,
Adds a client custom script to a DocType,បន្ថែមស្គ្រីបផ្ទាល់ខ្លួនរបស់អតិថិជនទៅ DocType ។,
Adds a custom field to a DocType,បន្ថែមវាលផ្ទាល់ខ្លួនមួយដើម្បីចង្អុលបង្ហាញមួយ,
Admin,អ្នកគ្រប់គ្រង,
Administrator Logged In,អ្នកគ្រប់គ្រងចូលទេ,
Administrator accessed {0} on {1} via IP Address {2}.,អ្នកគ្រប់គ្រងបានចូលដំណើរការនៅលើ {0} {1} បានតាមរយៈអាសយដ្ឋាន IP {2} ។,
Advanced,កម្រិតខ្ពស់,
Advanced Control,ការត្រួតពិនិត្យកម្រិតខ្ពស់,
Advanced Search,ស្វែងរកកំរិតខ្ពស់,
Align Labels to the Right,តម្រៀបស្លាកទៅស្តាំ,
Align Value,តម្រឹមតម្លៃ,
All Images attached to Website Slideshow should be public,រូបភាពទាំងអស់ដែលភ្ជាប់ទៅនឹងការបញ្ចាំងស្លាយគួរតែជាសាធារណៈ,
All customizations will be removed. Please confirm.,ការប្ដូរតាមបំណងទាំងអស់នឹងត្រូវបានយកចេញ។ សូមបញ្ជាក់។,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""",ទាំងអស់លំហូរការងារអាមេរិកនិងតួនាទីរបស់ប្រព័ន្ធការងារអាចធ្វើបាន។ ជម្រើស Docstatus: 0 គឺ &quot;រក្សាទុក&quot; 1 គឺ &quot;ផ្តល់ជូន&quot; និងទី 2 គឺ &quot;ត្រូវបានលុបចោល&quot;,
All-uppercase is almost as easy to guess as all-lowercase.,ទាំងអស់អក្សរធំគឺស្ទើរតែដូចងាយនឹងទស្សន៍ទាយបានថាជាទាំងអស់ជាអក្សរតូច។,
Allocated To,បម្រុងទុកសម្រាប់,
Allow,អនុញ្ញាត,
Allow Bulk Edit,អនុញ្ញាតការកែសម្រួលជាដុំ,
Allow Comments,អនុញ្ញាតឱ្យយោបល់,
Allow Consecutive Login Attempts ,អនុញ្ញាតឱ្យព្យាយាមចូលតៗគ្នា,
Allow Dropbox Access,អនុញ្ញាតឱ្យចូលដំណើរការ Dropbox,
Allow Edit,អនុញ្ញាតឱ្យមានការកែសម្រួល,
Allow Guest to View,អនុញ្ញាតឱ្យភ្ញៀវដើម្បីមើល,
Allow Import (via Data Import Tool),អនុញ្ញាតឱ្យនាំចូល (តាមរយៈទិន្នន័យឧបករណ៍នាំចូល),
Allow Incomplete Forms,អនុញ្ញាតឱ្យសំណុំបែបបទមិនពេញលេញ,
Allow Login After Fail,អនុញ្ញាតការចូលបន្ទាប់ពីបរាជ័យ,
Allow Login using Mobile Number,អនុញ្ញាតការចូលដោយប្រើលេខទូរស័ព្ទដៃ,
Allow Login using User Name,អនុញ្ញាតការចូលប្រើឈ្មោះអ្នកប្រើប្រាស់,
Allow Modules,អនុញ្ញាតម៉ូឌុល។,
Allow Multiple,អនុញ្ញាតឱ្យច្រើន,
Allow Print,អនុញ្ញាតឱ្យបោះពុម្ព,
Allow Print for Cancelled,អនុញ្ញាតឱ្យបោះពុម្ពសម្រាប់ការលុបចោល,
Allow Print for Draft,អនុញ្ញាតឱ្យបោះពុម្ពសម្រាប់សេចក្តីព្រាង,
Allow Read On All Link Options,អនុញ្ញាតឱ្យអាននៅលើជម្រើសតំណទាំងអស់,
Allow Rename,អនុញ្ញាតឱ្យមានការប្តូរឈ្មោះ,
Allow Roles,អនុញ្ញាតឱ្យតួនាទី,
Allow Self Approval,អនុញ្ញាតិឱ្យខ្លួនឯងយល់ព្រម,
Allow approval for creator of the document,អនុញ្ញាតការអនុម័តសម្រាប់អ្នកបង្កើតឯកសារ,
Allow events in timeline,អនុញ្ញាតឱ្យព្រឹត្តិការណ៍ក្នុងបន្ទាត់ពេលវេលា,
Allow in Quick Entry,អនុញ្ញាតក្នុងការចូលរហ័ស,
Allow on Submit,អនុញ្ញាតឱ្យនៅលើដាក់ស្នើ,
Allow only one session per user,អនុញ្ញាតឱ្យបានតែមួយសម័យអ្នកប្រើ,
Allow page break inside tables,អនុញ្ញាតការបំបែកទំព័រនៅក្នុងតារាង,
Allow saving if mandatory fields are not filled,អនុញ្ញាតឱ្យមានការរក្សាទុកប្រសិនបើវាលដែលចាំបាច់មិនត្រូវបានបំពេញ,
Allow user to login only after this hour (0-24),អនុញ្ញាតឱ្យអ្នកប្រើដើម្បីចូលតែប៉ុណ្ណោះបន្ទាប់ពីម៉ោងនេះ (0-24),
Allow user to login only before this hour (0-24),អនុញ្ញាតឱ្យអ្នកប្រើដើម្បីចូលតែមុនពេលម៉ោងនេះ (0-24),
Allowed,ត្រូវបានអនុញ្ញាត,
Allowed In Mentions,អនុញ្ញាតក្នុងការនិយាយ។,
"Allowing DocType, DocType. Be careful!","អនុញ្ញាតឱ្យចង្អុលបង្ហាញ, ចង្អុលបង្ហាញ។ ចូរប្រយ័ត្ន!",
Already Registered,ចុះឈ្មោះរួចហើយ,
Also adding the dependent currency field {0},ក៏បានបន្ថែមវាលរូបិយប័ណ្ណពឹងផ្អែក {0},
"Always add ""Draft"" Heading for printing draft documents",តែងតែបន្ថែម &quot;សេចក្តីព្រាង&quot; ក្បាលសេចក្តីព្រាងបោះពុម្ពសម្រាប់ឯកសារ,
Always use Account's Email Address as Sender,តែងតែប្រើអាសយដ្ឋានអ៊ីម៉ែលរបស់លោកថាជាអ្នកផ្ញើគណនី,
Always use Account's Name as Sender's Name,តែងតែប្រើឈ្មោះគណនីជាឈ្មោះរបស់អ្នកផ្ញើ។,
Amend,វិសោធនកម្ម,
Amending,ការធ្វើវិសោធនកម្មច្បាប់,
Amount Based On Field,ចំនួនទឹកប្រាក់ដោយផ្អែកលើវាល,
Amount Field,វាលចំនួនទឹកប្រាក់,
Amount must be greater than 0.,ចំនួនទឹកប្រាក់ត្រូវតែធំជាង 0 ។,
An error occured during the payment process. Please contact us.,មានកំហុសកើតឡើងក្នុងដំណើរការទូទាត់។ សូមទាក់ទងមកយើងខ្ញុំ។,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],ឯកសាររូបតំណាងជាមួយផ្នែកបន្ថែម .ico ។ គួរជា 16 x 16 ភិចសែល។ បង្កើតដោយប្រើម៉ាស៊ីនភ្លើងឱ្យរូបតំណាងសំណព្វមួយ។ [favicon-generator.org],
Ancestors Of,បុព្វបុរសនៃ,
Another transaction is blocking this one. Please try again in a few seconds.,ប្រតិបត្តិការមួយផ្សេងទៀតត្រូវបានរារាំងមួយនេះ។ សូមព្យាយាមម្ដងទៀតនៅពីរបីវិនាទី។,
"Another {0} with name {1} exists, select another name",មួយទៀត {0} ដែលមានឈ្មោះ {1} មានជ្រើសឈ្មោះមួយទៀត,
