apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +36,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Além de System Manager, os papéis com o conjunto de permissões certas pode definir permissões para outros usuários para esse tipo de documento."
DocType: Company History,Company History,Histórico da Empresa
DocType: Workflow State,volume-up,aumentar volume
apps/frappe/frappe/core/page/data_import_tool/importer.py +45,Only allowed {0} rows in one import,Apenas permitidos {0} linhas em uma importação
apps/frappe/frappe/public/js/frappe/list/list_sidebar.js +61,Refresh Stats,Atualizar Stats
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +4,"To import or update records, you must first download the template for importing.","Para importação ou atualizar registros, você deve primeiro fazer o download do modelo para a importação."
DocType: DocType,Default Print Format,Formato de impressão padrão
DocType: Workflow State,Tags,Etiquetas
apps/frappe/frappe/public/js/frappe/form/workflow.js +33,None: End of Workflow,Nenhum: Fim do fluxo de trabalho
apps/frappe/frappe/model/db_schema.py +315,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} campo não pode ser definido como único em {1}, pois há valores duplicados existentes"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +47,Document Types,Tipos de documento
DocType: Workflow,Workflow State Field,Campo do Estado do Fluxo de Trabalho
DocType: DocType,Title Field,campo Título
apps/frappe/frappe/core/doctype/user/user.py +487,"If you think this is unauthorized, please change the Administrator password.","Se você acha que isso não é autorizado, por favor mude a senha do administrador."
DocType: Workflow State,eject,ejetar
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +16,Help for User Permissions,Ajuda para permissões de usuário
DocType: Communication,Visit,Visita
apps/frappe/frappe/desk/page/applications/application_row.html +7,Install,Instalar
apps/frappe/frappe/public/js/legacy/form.js +423,This form has been modified after you have loaded it,Este formulário foi modificado depois de ter carregado ele
DocType: Website Settings,Twitter Share via,Twitter Partilhar através do
apps/frappe/frappe/config/website.py +33,Embed image slideshows in website pages.,Incorporar apresentações de imagem em páginas do site.
DocType: Workflow Action,Workflow Action Name,Nome da Ação do Fluxo de Trabalho
apps/frappe/frappe/core/doctype/doctype/doctype.py +145,DocType can not be merged,DocType não podem ser mescladas
DocType: Web Form Field,Fieldtype,FieldType
apps/frappe/frappe/desk/form/save.py +46,Did not cancel,Não cancelou
DocType: Workflow State,plus,mais
apps/frappe/frappe/config/desktop.py +10,File Manager,Gerenciador de arquivos
DocType: Scheduler Log,Scheduler Log,Log do Agendador
apps/frappe/frappe/public/js/frappe/form/footer/timeline.html +15,You,Você
DocType: Website Theme,lowercase,minúsculas
DocType: Print Format,Helvetica,Helvetica
DocType: Note,Everyone can read,Todo mundo pode ler
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +25,Please specify user,"Por favor, especifique usuário"
DocType: Email Unsubscribe,Email Unsubscribe,Email Unsubscribe
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Selecione uma imagem de aproximadamente 150px de largura com um fundo transparente para melhores resultados.
apps/frappe/frappe/public/js/frappe/form/grid_body.html +14,Add multiple rows,Adicionar várias linhas
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +61,"Insert After field '{0}' mentioned in Custom Field '{1}', does not exist","Inserir Depois campo '{0}' mencionado no Campo personalizado '{1}' , não existe"
DocType: Workflow State,circle-arrow-up,círculo de seta para cima
apps/frappe/frappe/public/js/frappe/upload.js +84,Uploading...,Carregando...
DocType: Workflow State,italic,itálico
apps/frappe/frappe/core/doctype/doctype/doctype.py +445,{0}: Cannot set Import without Create,{0}: Não é possível definir Importação sem Criar
DocType: Comment,Post Topic,Postar Tópico
apps/frappe/frappe/config/desk.py +21,Event and other calendars.,Evento e outros calendários.
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +611,Drag to sort columns,Arraste para classificar colunas
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +2,Widths can be set in px or %.,Larguras podem ser definidas em px ou %.
apps/frappe/frappe/core/doctype/file/file.py +147,Cannot delete Home and Attachments folders,Não é possível excluir Casa e Anexos pastas
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +6,Permissions get applied on Users based on what Roles they are assigned.,As permissões são aplicadas em usuários com base no que Roles são atribuídos.
apps/frappe/frappe/public/js/frappe/views/communication.js +409,You are not allowed to send emails related to this document,Você não tem permissão para enviar e-mails relacionados a este documento
apps/frappe/frappe/website/doctype/website_theme/website_theme.py +30,You are not allowed to delete a standard Website Theme,Você não tem permissão para excluir um site Tema padrão
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +177,Example,Exemplo
DocType: Workflow State,gift,presente
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +181,Reqd,Requerido
apps/frappe/frappe/core/doctype/communication/communication.py +193,Unable to find attachment {0},Incapaz de encontrar anexo {0}
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +169,Assign a permission level to the field.,Atribuir um nível de permissão para o campo.
apps/frappe/frappe/config/setup.py +72,Show / Hide Modules,Mostrar / Ocultar Módulos
apps/frappe/frappe/core/doctype/report/report.js +37,Disable Report,Desativar Relatório
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Formato: frappe.query_reports [' REPORTNAME '] = {}
DocType: Version,Doclist JSON,DocList JSON
DocType: Workflow State,chevron-up,divisa-acima
apps/frappe/frappe/public/js/frappe/ui/toolbar/offcanvas_left_sidebar.html +27,Documentation,Documentação
DocType: DocShare,Internal record of document shares,Registro interno de ações de documentos
DocType: Workflow State,Comment,Comentário
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +17,"You can change Submitted documents by cancelling them and then, amending them.",Você pode alterar documentos cancelados
DocType: DocField,Display,exibição
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +25,"If a Role does not have access at Level 0, then higher levels are meaningless.","Se uma função não tem acesso no nível 0, então os níveis mais altos são sem sentido."
DocType: Scheduler Log,Seen,Visto
apps/frappe/frappe/public/js/frappe/form/layout.js +85,Show more details,Mostrar mais detalhes
DocType: System Settings,Run scheduled jobs only if checked,Execute as tarefas agendadas somente se verificados
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Insira campos de valor default (chaves) e valores. Se você adicionar vários valores para um campo, o primeiro vai ser escolhido. Esses padrões são também utilizados para definir &quot;match&quot; regras de permissão. Para ver a lista de campos, vá em &quot;Personalizar o formulário&quot;."
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Largura de impressão do campo, se o campo é uma coluna na tabela"
DocType: Workflow State,headphones,fones de ouvido
DocType: Bulk Email,Bulk Email records.,Registros de e-mail em massa.
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,eg replies@yourcomany.com. Todas as respostas virão a esta caixa de entrada.
apps/frappe/frappe/templates/includes/login/login.js +33,Valid email and name required,É necessário e-mail válido e nome
DocType: DocType,Hide Heading,Ocultar Título
DocType: Workflow State,remove-circle,remove-círculo
apps/frappe/frappe/config/website.py +54,Javascript to append to the head section of the page.,Javascript para acrescentar ao cabeçalho da página.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +53,Reset to defaults,Restaurar padrões
DocType: Workflow,Transition Rules,Regras de transição
apps/frappe/frappe/core/doctype/report/report.js +11,Example:,Exemplo:
DocType: Workflow,Defines workflow states and rules for a document.,Define o status de fluxo de trabalho e regras para um documento.
DocType: Workflow State,Filter,Filtro
DocType: DocType,Show this field as title,Mostrar este campo como título
apps/frappe/frappe/model/db_schema.py +521,Fieldname {0} cannot have special characters like {1},Fieldname {0} não pode ter caracteres especiais como {1}
apps/frappe/frappe/model/document.py +428,Error: Document has been modified after you have opened it,Erro: O documento foi modificado depois de abri-la
apps/frappe/frappe/core/doctype/doctype/doctype.py +466,{0}: Cannot set Assign Submit if not Submittable,{0}: Não é possível definir Atribuir Enviar se não pode ser enviado
DocType: Social Login Keys,Facebook,Facebook
apps/frappe/frappe/templates/pages/list.py +46,"Filtered by ""{0}""",Filtrados por &quot;{0}&quot;
apps/frappe/frappe/desk/page/messages/messages.js +47,Message from {0},Mensagem do {0}
DocType: Blog Settings,Blog Title,Título do Blog
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_layout.html +12,Edit to set heading,Editar para definir posição
DocType: About Us Settings,Team Members,Membros da Equipe
apps/frappe/frappe/public/js/frappe/upload.js +74,Please attach a file or set a URL,"Por favor, anexar um arquivo ou definir uma URL"
DocType: DocField,Permissions,Permissões
DocType: User,Get your globally recognized avatar from Gravatar.com,Obtenha seu avatar globalmente reconhecido de Gravatar.com
DocType: Workflow State,plus-sign,sinal de mais
apps/frappe/frappe/__init__.py +760,App {0} is not installed,App {0} não está instalado
DocType: Event,Public,Público
apps/frappe/frappe/public/js/frappe/ui/listing.js +52,Nothing to show,Nada para mostrar
apps/frappe/frappe/email/smtp.py +139,Email Account not setup. Please create a new Email Account from Setup > Email > Email Account,"Não Conta Email setup. Por favor, crie uma nova conta de email a partir da configuração> Email> Email Conta"
apps/frappe/frappe/public/js/frappe/form/footer/attachments.js +209,Upload Attachment,Carregar anexos
DocType: Block Module,Block Module,Módulo Bloco
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +3,Export Template,Template Export
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +346,No permission to edit,Sem permissão para editar
DocType: Block Module,Module,Módulo
DocType: Email Alert,Send Alert On,Enviar Alert On
DocType: Web Form,Website URL,Endereço do Site
DocType: Customize Form,"Customize Label, Print Hide, Default etc.","Personalize Etiquetas, Cabeçalhos, Padrões, etc"
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_start.html +16,Create a New Format,Criar um novo formato
DocType: Website Settings,Add a banner to the site. (small banners are usually good),Adicionar um banner para o site. (Pequenos banners geralmente são melhores)
DocType: Website Settings,Set Banner from Image,Jogo da bandeira da Imagem
apps/frappe/frappe/templates/emails/new_user.html +3,A new account has been created for you at {0},Uma nova conta foi criada para você em {0}
DocType: Print Format,Verdana,Verdana
apps/frappe/frappe/core/doctype/user/user.py +203,User {0} cannot be deleted,O usuário {0} não pode ser excluído
apps/frappe/frappe/public/js/frappe/request.js +92,Another transaction is blocking this one. Please try again in a few seconds.,"Bloqueado por outra transação. Por favor, tente novamente em alguns segundos."
DocType: Property Setter,Field Name,Nome do Campo
apps/frappe/frappe/public/js/frappe/misc/utils.js +107,or,ou
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +92,module name...,nome do módulo ...
apps/frappe/frappe/templates/generators/web_form.html +264,Continue,Continuar
DocType: Custom Field,Fieldname,Nome do Campo
DocType: Workflow State,certificate,certificado
DocType: User,Tile,Telha
apps/frappe/frappe/core/page/data_import_tool/exporter.py +62,First data column must be blank.,Primeira coluna de dados deve estar em branco.
DocType: Workflow State,Print,impressão
DocType: User,Restrict IP,Restringir IP
apps/frappe/frappe/email/smtp.py +177,Unable to send emails at this time,Impossibilitado de enviar emails neste momento
apps/frappe/frappe/public/js/frappe/ui/toolbar/offcanvas_left_sidebar.html +5,Search or type a command,Pesquisar ou digite um comando
DocType: Email Account,e.g. smtp.gmail.com,eg smtp.gmail.com
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +366,Add A New Rule,Adicionar uma Nova Regra
DocType: HR Settings,Employee record is created using selected field. ,Registro de empregado é criado usando o campo selecionado.
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +52,Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,"Nome do Tipo de Documento (DocType) pretende que este campo a ser vinculado. por exemplo, o Cliente"
DocType: User,Roles Assigned,Funções atribuídas
DocType: Top Bar Item,Parent Label,Etiqueta pai
apps/frappe/frappe/templates/emails/auto_reply.html +2,"Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail.","Sua consulta foi recebida. Nós responderemos de volta em breve. Se você tiver qualquer informação adicional, por favor responda a este e-mail."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +10,Permissions are automatically translated to Standard Reports and Searches.,As permissões são automaticamente traduzidos para Relatórios e Pesquisas Standard.
DocType: Event,Repeat Till,Repita até que
apps/frappe/frappe/core/doctype/file/file_list.js +167,New,Novo
DocType: Blogger,Will be used in url (usually first name).,Será utilizado na url (geralmente o primeiro nome).
apps/frappe/frappe/client.py +63,Can not edit Read Only fields,Não é possível editar Leia Somente campos
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +463,Edit Heading,Editar Heading
DocType: File,File URL,URL do arquivo
apps/frappe/frappe/desk/doctype/event/event.py +68,Upcoming Events for Today,Próximos Eventos para Hoje
DocType: Email Alert Recipient,Email By Document Field,Email por documento Campo
apps/frappe/frappe/utils/nestedset.py +218,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,A fusão só é possível entre o grupos 
apps/frappe/frappe/utils/file_manager.py +42,Added {0},Adicionado {0}
DocType: Currency,Fraction Units,Unidades fracionadas
DocType: Web Page,Parent Web Page,Página Pai Web
apps/frappe/frappe/core/doctype/docshare/docshare.py +36,User is mandatory for Share,Usuário é obrigatória para Partilhar
DocType: DocField,Hidden,oculto
apps/frappe/frappe/model/base_document.py +397,{0} must be set first,{0} deve ser definida em primeiro lugar
DocType: Workflow State,plane,avião
apps/frappe/frappe/core/page/data_import_tool/exporter.py +64,"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.","Se você estiver fazendo upload de novos registros, ""Naming Series"" torna-se obrigatória, se presente."
apps/frappe/frappe/core/doctype/doctype/doctype.py +140,DocType can only be renamed by Administrator,DocType só pode ser renomeado pelo Administrador
apps/frappe/frappe/core/doctype/doctype/doctype.py +311,Fold can not be at the end of the form,Fold não pode ser no final da forma
DocType: Communication,Bounced,Bounced
apps/frappe/frappe/config/setup.py +14,System and Website Users,Sistema e Site Usuários
DocType: Workflow Document State,Doc Status,Estado do Documento
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js +78,"Your download is being built, this may take a few moments...","O seu download está sendo construído, isso pode demorar alguns instantes ..."
apps/frappe/frappe/public/js/frappe/ui/listing.html +6,Add Filter,Adicionar Filtro
DocType: Web Page,Begin this page with a slideshow of images,Comece esta página com um slideshow de imagens
apps/frappe/frappe/utils/data.py +492,{0} and {1},{0} e {1}
DocType: Version,Docname,docname
apps/frappe/frappe/core/doctype/version/version.js +10,Version restored,Versão restaurada
DocType: Event Role,Event Role,Função do Evento
apps/frappe/frappe/public/js/frappe/ui/editor.html +65,Indent (Tab),Recuo (Tab)
DocType: Workflow State,List,lista
DocType: Page Role,Page Role,Função da página
apps/frappe/frappe/core/doctype/doctype/doctype.py +265,Field {0} in row {1} cannot be hidden and mandatory without default,"O campo {0} na linha {1} não pode ser escondido e obrigatória , sem padrão"
DocType: System Settings,mm/dd/yyyy,mm/dd/aaaa
apps/frappe/frappe/email/doctype/email_account/email_account.py +294,Re:,Re: 
DocType: Currency,"Sub-currency. For e.g. ""Cent""",Sub-moeda. Por exemplo &quot;Centavo&quot;
DocType: Letter Head,Check this to make this the default letter head in all prints,Marque esta opção para tornar este o cabeçalho padrão em todas as impressões
DocType: Print Format,Server,Servidor
DocType: DocField,Link,Link
apps/frappe/frappe/utils/file_manager.py +88,No file attached,No arquivo anexo
DocType: Version,Version,versão
DocType: User,Fill Screen,Preencha Tela
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +455,"Unable to display this tree report, due to missing data. Most likely, it is being filtered out due to permissions.","Não é possível exibir este relatório árvore, por falta de dados. Muito provavelmente, ele está sendo filtrados devido a permissões."
apps/frappe/frappe/core/doctype/role/role.js +9,Edit Permissions,Editar Permissões
apps/frappe/frappe/public/js/frappe/form/grid.js +260,Edit via Upload,Editar via Carregar
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +88,"document type..., e.g. customer","Tipo de documento ..., por exemplo: cliente"
DocType: Workflow State,barcode,código de barras
DocType: Country,Country Name,Nome do País
DocType: About Us Team Member,About Us Team Member,Sobre Nós - Membros da Equipe
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +5,"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","As permissões são definidas em Funções e tipos de documentos (chamados doctypes ) , definindo direitos como Ler, Escrever , criar, apagar , Submit , Cancelar , Alterar , Report, Importação, Exportação, impressão , e-mail e definir permissões de usuário ."
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +19,"Apart from Role based Permission Rules, you can apply User Permissions based on DocTypes.","Além de função com base em regras de permissão, você pode aplicar permissões de usuário baseado em doctypes ."
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +23,"These permissions will apply for all transactions where the permitted record is linked. For example, if Company C is added to User Permissions of user X, user X will only be able to see transactions that has company C as a linked value.",Essas permissões serão aplicadas para todas as operações onde o registro permitido é vinculado.
DocType: Property Setter,ID (name) of the entity whose property is to be set,ID (nome) da entidade cuja propriedade é para ser definida
DocType: Website Settings,Website Theme Image Link,Link website Tema da imagem
DocType: Website Settings,Sidebar Items,Itens Sidebar
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +519,Select Report Name,Selecione o Nome do Relatório
DocType: Workflow State,exclamation-sign,sinal de exclamação
DocType: Website Theme,Hide Sidebar,Ocultar Sidebar
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +8,Gantt,Gantt
DocType: About Us Settings,Introduce your company to the website visitor.,Apresente sua empresa para o visitante do site.
apps/frappe/frappe/model/rename_doc.py +356,Successful: {0} to {1},Bem-sucedida: {0} para {1}
apps/frappe/frappe/print/doctype/print_format/print_format.js +14,Please duplicate this to make changes,"Por favor, duplicar este para fazer mudanças"
apps/frappe/frappe/utils/pdf.py +46,PDF generation failed because of broken image links,Geração de PDF falhou por causa de links de imagens quebradas
DocType: Print Settings,Font Size,Tamanho da Fonte
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +14,Unread Messages,Mensagens não lidas
DocType: System Settings,Disable Standard Email Footer,Desativar Padrão Email Rodapé
DocType: Workflow State,facetime-video,vídeo do facetime
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +164,1 comment,1 comentário
DocType: Email Alert,Days Before,Antes dias
apps/frappe/frappe/website/doctype/website_settings/website_settings.js +72,Select a Banner Image first.,Selecione um Banner Image primeiro.
DocType: Workflow State,volume-down,diminuir volume
DocType: Email Account,Send Notification to,Enviar Notificação de
DocType: DocField,Collapsible,Desmontável
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +633,Saved,Salvo
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Options for select. Each option on a new line.,Opções para selecionar. Cada opção em uma nova linha.
apps/frappe/frappe/public/js/legacy/form.js +713,Permanently Cancel {0}?,Permanentemente Cancelar {0} ?
DocType: Workflow State,music,música
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +28,Please specify doctype,"Por favor, especifique doctype"
DocType: Print Format,Format Data,Formato de dados
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +7,Like,como
DocType: Customize Form Field,Customize Form Field,Personalize campo de formulário
apps/frappe/frappe/config/setup.py +47,Check which Documents are readable by a User,Confira quais os documentos são lidos por um Usuário
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +161,use % as wildcard,usar% como curinga
DocType: User,Reset Password Key,Redefinição de senha chave
DocType: Email Account,Enable Auto Reply,Ativar resposta automática
apps/frappe/frappe/core/doctype/scheduler_log/scheduler_log_list.js +7,Not Seen,Não Visto
DocType: Workflow State,zoom-in,aumentar zoom
apps/frappe/frappe/email/bulk.py +165,Unsubscribe from this list,Cancelar a inscrição nesta lista
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +13,Reference DocType and Reference Name are required,Referência DocType e nome de referência são necessários
apps/frappe/frappe/desk/page/activity/activity.js +153,Sep,Set
DocType: DocField,Width,Largura
DocType: Email Account,Notify if unreplied,Informe-se unreplied
DocType: DocType,Fields,Campos
DocType: System Settings,Your organization name and address for the email footer.,Seu nome da organização e endereço de e-mail para o rodapé.
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.py +15,Parent Table,Tabela Parent
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js +52,Created,Criado
apps/frappe/frappe/website/doctype/website_settings/website_settings.py +38,{0} in row {1} cannot have both URL and child items,{0} na linha {1} não pode ter URL e Itens vinculados ao mesmo tempo
apps/frappe/frappe/utils/nestedset.py +194,Root {0} cannot be deleted,Root {0} não pode ser excluído
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +162,No comments yet,Ainda não há comentários
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +120,Both DocType and Name required,Ambos DocType e Nome é obrigatório
apps/frappe/frappe/model/document.py +462,Cannot change docstatus from 1 to 0,Não é possível alterar docstatus 1-0
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,Define ações em estados e no próximo passo e papéis permitidos.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +11,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","Como uma prática recomendada , não atribua o mesmo conjunto de regras de permissão para diferentes funções. Em vez disso, definir várias funções para o mesmo usuário."
DocType: Web Form,Message to be displayed on successful completion,Mensagem a ser exibida na conclusão bem sucedida
DocType: Website Settings,Footer Items,Itens do Rodapé
apps/frappe/frappe/public/js/frappe/ui/page.html +21,Menu,Menu
DocType: DefaultValue,DefaultValue,Valor padrão
apps/frappe/frappe/config/setup.py +19,User Roles,Funções do Usuário
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,Propriedade Setter substitui uma DocType padrão ou propriedade de campo
apps/frappe/frappe/core/doctype/user/user.py +333,Cannot Update: Incorrect / Expired Link.,Não é possível atualizar : Link incorreto / expirado.
DocType: DocField,Set Only Once,Definir apenas uma vez
apps/frappe/frappe/core/doctype/doctype/doctype.py +472,{0}: Cannot set import as {1} is not importable,{0}: Não é possível definir importação como {1} se não é importável
DocType: Top Bar Item,"target = ""_blank""",target = &quot;_blank&quot;
DocType: Workflow State,hdd,hd
apps/frappe/frappe/desk/query_report.py +19,You don't have access to Report: {0},Você não tem acesso ao Relatório: {0}
DocType: User,Send Welcome Email,Enviar e-mail de boas-vindas
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +132,Upload CSV file containing all user permissions in the same format as Download.,Carregar arquivo CSV que contém todas as permissões de usuário no mesmo formato de Download.
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +360,Remove Filter,Remover Filtro
