apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Sunt disponibile noi versiuni {} pentru următoarele aplicații
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks care apelează solicitările API în aplicațiile web
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Afișare Traceback
DocType: DocType,Default Print Format,Implicit Print Format
DocType: Workflow State,Tags,Etichete
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Nici una: Sfârșitul de flux de lucru
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} câmpul nu poate fi setat ca unic în {1}, deoarece sunt valori existente non-unice"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Tipuri de Documente
DocType: Address,Jammu and Kashmir,Jammu și Kashmir
DocType: Workflow,Workflow State Field,Flux de lucru de stat Domeniul
DocType: Language,Guest,Oaspete
DocType: DocType,Title Field,Titlu de câmp
DocType: Error Log,Error Log,eroare Log
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,URL invalid
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Ultimele 7 zile
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""","Repetări, cum ar fi &quot;abcabcabc&quot; sunt doar puțin mai greu de ghicit decât &quot;abc&quot;"
DocType: Notification,Channel,Canal
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Dacă credeți că acest lucru este neautorizată, vă rugăm să schimbați parola de administrator."
DocType: Data Import Beta,Data Import Beta,Beta de import de date
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} este obligatoriu
DocType: Assignment Rule,Assignment Rules,Reguli de atribuire
DocType: Workflow State,eject,evacua
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Câmpul {0} nu a fost găsit.
DocType: Chat Room,Owner,Proprietar
DocType: Assignment Rule,Rule,Regulă
DocType: Communication,Visit,Vizita
DocType: LDAP Settings,LDAP Search String,Șir de căutare LDAP
DocType: Translation,Translation,Traducere
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Mr
DocType: OAuth Authorization Code,Client,Client
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Selectați Coloana
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Această formă a fost modificat după ce ați încărcat
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Dacă nu este setat, precizia valută va depinde de formatul numărului"
DocType: System Settings,"If not set, the currency precision will depend on number format","Dacă nu este setat, precizia valută va depinde de formatul numărului"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Deschideți Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Se pare că există o problemă cu configurația benzii serverului. În caz de eșec, suma va fi rambursată în cont."
DocType: Data Import,Import Log,Import Conectare
DocType: User Permission,Apply To All Document Types,Aplicați la toate tipurile de documente
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Slideshow-uri de imagine încorpora în paginile site-ului.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Trimiteți
DocType: Workflow Action Master,Workflow Action Name,Flux de lucru Acțiune Nume
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType nu se pot uni
DocType: Web Form Field,Fieldtype,Tip câmp
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Nu este un fișier zip
DocType: Global Search DocType,Global Search DocType,Căutare globală DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Pentru a adăuga subiect dinamic, utilizați etichete de tip jinja <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Câmpurile obligatorii cerute în tabelul de {0}, {1} Row"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Capitalizarea nu ajută foarte mult.
DocType: Error Snapshot,Friendly Title,Titlu prietenos
DocType: Newsletter,Email Sent?,Email Trimis?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Comutare Diagramă
apps/frappe/frappe/desk/form/save.py,Did not cancel,Nu a anula
DocType: Social Login Key,Client Information,Informații despre client
DocType: Workflow State,plus,plus
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Autentificat ca invitat sau Administrator
DocType: Email Account,UNSEEN,NEVĂZUT
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Manager de fișiere
DocType: Website Settings,"HTML Header, Robots and Redirects","Antet HTML, roboți și redirecții"
DocType: GCalendar Account,Refresh Token,Actualizează Indicativ
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Nu există locuri de muncă în curs sau în curs pentru acest site
DocType: Webhook,Doc Event,Eveniment Doc
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Tu
DocType: Braintree Settings,Braintree Settings,Setările Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,S-au creat {0} înregistrări cu succes.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Salvați filtrul
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Nu se poate șterge {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Link de verificare
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Nu sunt strămoșii
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Newsletter-ul a fost deja trimis
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Sesiunea de conectare a expirat, reîmprospătați pagina pentru a reîncerca"
DocType: Communication,BCC,CCA
DocType: Unhandled Email,Reason,Motiv
DocType: Email Unsubscribe,Email Unsubscribe,Email Dezabonare
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,"Selectați o imagine de lățime de aproximativ 150px cu un fundal transparent, pentru cele mai bune rezultate."
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Fără activitate
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Aplicații terță parte
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Primul Utilizatorul va deveni System Manager (puteți schimba asta mai târziu).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Nu puteți da puncte de recenzie pentru dvs.
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType trebuie să fie transmisibil pentru Evenimentul Doc selectat
DocType: Workflow State,circle-arrow-up,cerc-săgeată-up
DocType: Email Domain,Email Domain,Domeniu e-mail
DocType: Workflow State,italic,cursiv
DocType: LDAP Group Mapping,ERPNext Role,Rolul ERPNext
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: nu se poate configura importați fără creați
DocType: SMS Settings,Enter url parameter for message,Introduceți parametru url pentru mesaj
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Repetare automată creată pentru acest document
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Vizualizați raportul în browserul dvs.
apps/frappe/frappe/config/desk.py,Event and other calendars.,Eveniment și alte calendare.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 rând obligatoriu)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Toate câmpurile sunt necesare pentru a trimite comentariul.
DocType: Custom Script,Adds a client custom script to a DocType,Adaugă un script personalizat de client la un DocType
DocType: Print Settings,Printer Name,Numele imprimantei
DocType: Webhook,Form URL-Encoded,Formular URL-codat
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Lătimea poate fi introdusă în px sau%.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Început(Pornire)
DocType: Contact,First Name,Prenume
DocType: LDAP Settings,LDAP Username Field,Nume de utilizator LDAP Câmp
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP nu este activat.
DocType: Portal Settings,Standard Sidebar Menu,Bară Laterală Meniu Standard
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Repetare automată Eșec la crearea documentelor
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Nu se poate șterge Acasă și Echipamente dosare
apps/frappe/frappe/config/desk.py,Files,Fişiere
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Permisiuni se aplică pe Utilizatori bazat pe ceea ce Rolurile sunt atribuite.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Nu vi se permite trimitea e-mailuri relaționate cu acest document
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Vă rugăm să selectați atleast 1 coloana din {0} pentru a sorta / grup
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Nu este permis pentru {0}: {1}. Câmp restricționat: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Verifica acest lucru dacă testați plata utilizând API-ul Sandbox
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Nu vi se permite să ștergeți o temă Website standard de
DocType: Data Import,Log Details,Detaliile jurnalelor
DocType: Workflow Transition,Example,Exemplu
DocType: Webhook Header,Webhook Header,Antetul Webhook
DocType: Access Log,Report Information,Informații de raport
DocType: Print Settings,Print Server,Server de imprimare
DocType: Workflow State,gift,cadou
DocType: Communication,Timeline Links,Cronologie Link-uri
DocType: Workflow Action,Completed By,Completat De
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Nu s-a găsit atașamentul {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Nu se poate elimina
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Resursa pe care il cautati nu este disponibil
DocType: Chat Profile,Chat Background,Context de chat
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Marcheaza ca citit
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Actualizarea {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Dezactivați Raport
DocType: Translation,Contributed Translation Doctype Name,Traducere contribuită Nume Doctype
DocType: PayPal Settings,Redirect To,Redirectionare catre
DocType: Data Migration Mapping,Pull,Trage
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Format: frappe.query_reports ['REPORTNAME'] = {}
DocType: Bulk Update,Bulk Update,Actualizare în bloc
DocType: Workflow State,chevron-up,Chevron-up
DocType: DocType,Allow Guest to View,Se lasă la View oaspeți
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} nu trebuie să fie la fel ca {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Ștergeți definitiv {0} elemente?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Nu permise
DocType: DocShare,Internal record of document shares,Rezultatele intern de acțiuni de documente
DocType: Energy Point Settings,Review Levels,Niveluri de revizuire
DocType: Workflow State,Comment,Comentariu
DocType: Data Migration Plan,Postprocess Method,Metoda postproces
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Fa o poza
DocType: Assignment Rule,Round Robin,Robin rotund
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Puteți schimba documentele prezentate de anularea lor și apoi, de modificare a acestora."
DocType: Data Import,Update records,Actualizați înregistrările
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Căi modulului nevalid
DocType: DocField,Display,Afişaj
DocType: Email Group,Total Subscribers,Abonații totale
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Top {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Numărul de rând
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","În cazul în care un rol nu are acces la nivel de 0, apoi niveluri mai ridicate sunt lipsite de sens."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Salvează ca
DocType: Comment,Seen,Văzut
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Arată mai multe detalii
DocType: System Settings,Run scheduled jobs only if checked,Rulați locuri de muncă programate numai dacă verificate
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,Va fi afișată numai în cazul în care pozițiile sunt activate secțiuni
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Arhiva
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Fișier încărcat
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Introduceți domenii valoare default (chei) și valori. Dacă adăugați mai multe valori de câmp, primul va fi ales. Aceste valori implicite sunt de asemenea folosite pentru a stabili &quot;meci&quot; reguli de permisiune. Pentru a vedea lista de câmpuri, du-te la &quot;Customize Form&quot;."
DocType: Auto Repeat,Message,Mesaj
DocType: Communication,Rating,Evaluare
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Printeaza Lățimea terenului, în cazul în care câmpul este o coloană într-un tabel"
DocType: Dropbox Settings,Dropbox Access Key,Cheie de Acces Dropbox
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Adresă greșită <b>{0}</b> în configurația add_fetch a scriptului personalizat
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,Selectați Contacte Google la care contact trebuie sincronizat.
DocType: Web Page,Main Section (HTML),Secțiunea principală (HTML)
DocType: Workflow State,headphones,căști
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Parola este necesară sau selectați Asteptand parolă
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,"de exemplu, replies@yourcomany.com. Toate răspunsurile vor veni la acest inbox."
DocType: Slack Webhook URL,Slack Webhook URL,Slack Webhook URL
DocType: Data Migration Run,Current Mapping,Cartografiere Curentă
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Este necesar un nume și un email valid
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Faceți toate atașamentele private
DocType: User,Send Notifications for documents followed by me,Trimiteți notificări pentru documentele urmate de mine
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Adăugați Permisele utilizatorului
DocType: Session Default Settings,Session Default Settings,Setări implicite în sesiune
DocType: Address,Current,Actual
DocType: Address,Current,Actual
apps/frappe/frappe/config/core.py,Groups of DocTypes,Grupuri de doctypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Resetează-ți parola
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Afișează weekend-urile
DocType: Workflow State,remove-circle,elimina-cerc
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Profilul meu
DocType: Help Article,Beginner,Începător
DocType: Contact,Is Primary Contact,Este primar Contact
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,Javascript pentru a adăuga la secțiunea șef al paginii.
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Adăugați / actualizați
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,Nu este permis să imprime schiţe de documente
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,Resetați la valorile implicite
DocType: Workflow,Transition Rules,Reguli de tranziție
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,Se afișează doar primele {0} rânduri în previzualizare
apps/frappe/frappe/core/doctype/report/report.js,Example:,Exemplu:
DocType: Workflow,Defines workflow states and rules for a document.,Definește state flux de lucru și reguli de un document.
DocType: Workflow State,Filter,filtru
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},Verificați jurnalul de erori pentru mai multe informații: {0}
