apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Neue {} Versionen für die folgenden Apps sind verfügbar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Es scheint, dass ein Problem mit der Stripe-Konfiguration des Servers vorliegt. Im Falle eines Fehlers wird der Betrag Ihrem Konto gutgeschrieben."
DocType: Data Import,Import Log,Importprotokoll
DocType: User Permission,Apply To All Document Types,Auf alle Dokumenttypen anwenden
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Diashows in Webseiten einbetten
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Absenden
DocType: Workflow Action Master,Workflow Action Name,Workflow-Aktionsname
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType kann nicht zusammengeführt werden
DocType: Web Form Field,Fieldtype,Feldtyp
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Keine Zip-Datei
DocType: Global Search DocType,Global Search DocType,Globale Suche DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Um dynamisches Thema hinzuzufügen, benutze Jinja-Tags wie <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Pflichtfelder in der Tabelle erforderlich {0}, Reihe {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Großschreibung hilft nicht besonders viel.
DocType: Error Snapshot,Friendly Title,Freundliche Anrede
DocType: Newsletter,Email Sent?,Wurde die E-Mail versandt?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,"Diagramm/Grafik(?)  umschalten
please verify context!"
apps/frappe/frappe/desk/form/save.py,Did not cancel,Wurde nicht storniert
DocType: Social Login Key,Client Information,Kundeninformation
DocType: Workflow State,plus,Plus
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Angemeldet als Gast oder Administrator
DocType: Email Account,UNSEEN,UNGESEHEN
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Dateimanager
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML Header, Robots und Redirects"
DocType: GCalendar Account,Refresh Token,Aktualisieren Token
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Keine ausstehenden oder aktuellen Jobs für diese Site
DocType: Webhook,Doc Event,Dokumentenereignis
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Benutzer
DocType: Braintree Settings,Braintree Settings,Braintree Einstellungen
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,{0} Datensätze wurden erfolgreich erstellt.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Filter speichern
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Kann {0} nicht löschen
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Bestätigungslink
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Keine Vorfahren von
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Newsletter wurde bereits gesendet
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Anmeldesitzung abgelaufen, Seite aktualisieren, um es erneut zu versuchen"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Grund
DocType: Email Unsubscribe,Email Unsubscribe,E-Mail abbestellen
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Für beste Ergebnisse bitte ein Bild mit ca. 150 Pixeln Breite und transparentem Hintergrund auswählen.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Keine Aktivität
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Drittanbieter-Apps
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Der erste Benutzer wird zum System-Manager (kann später noch geändert werden).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Sie können sich keine Bewertungspunkte geben
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType muss für das ausgewählte Doc-Ereignis übermittelt werden
DocType: Workflow State,circle-arrow-up,Kreis-Pfeil-nach-oben
DocType: Email Domain,Email Domain,E-Mail-Domain
DocType: Workflow State,italic,kursiv
DocType: LDAP Group Mapping,ERPNext Role,ERPNext-Rolle
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,"{0}: Kann nicht auf ""Import"" eingestellt werden ohne ""Erstellen"""
DocType: SMS Settings,Enter url parameter for message,URL-Parameter für Nachricht eingeben
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Für dieses Dokument erstellte automatische Wiederholung
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Bericht in Ihrem Browser anzeigen
apps/frappe/frappe/config/desk.py,Event and other calendars.,Veranstaltungs- und andere Kalender
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 Zeile obligatorisch)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,"Alle Felder müssen ausgefüllt werden, um den Kommentar abzugeben."
DocType: Custom Script,Adds a client custom script to a DocType,Fügt einem DocType ein benutzerdefiniertes Client-Skript hinzu
DocType: Print Settings,Printer Name,Druckername
DocType: Webhook,Form URL-Encoded,Formular URL-verschlüsselt
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Breite kann in Pixel oder % eingestellt werden.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Start
DocType: Contact,First Name,Vorname
DocType: LDAP Settings,LDAP Username Field,LDAP-Feld Benutzername
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP ist nicht aktiviert.
DocType: Portal Settings,Standard Sidebar Menu,Standard-Sidebar-Menü
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Fehler bei der automatischen Wiederholung der Dokumentenerstellung
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,"Die Ordner ""Startseite"" und ""Anlagen"" können nicht gelöscht werden"
apps/frappe/frappe/config/desk.py,Files,Dateien
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,"Berechtigungen werden so auf Benutzer angewandt, wie sie den Rollen zugeordnet sind."
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,"Sie sind nicht berechtigt E-Mails, die sich auf dieses Dokument beziehen, zu versenden"
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Bitte wählen Sie atleast 1 Spalte von {0} sortieren / Gruppe
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Nicht zulässig für {0}: {1}. Eingeschränktes Feld: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,"Aktivieren Sie diese Option, wenn Sie testen Ihre Zahlung der Sandbox-API"
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,"Sie sind nicht berechtigt, eine Standard-Webseiten-Vorlage zu löschen"
DocType: Data Import,Log Details,Protokolldetails
DocType: Workflow Transition,Example,Beispiel
DocType: Webhook Header,Webhook Header,Webhook Header
DocType: Access Log,Report Information,Informationen melden
DocType: Print Settings,Print Server,Druck Server
DocType: Workflow State,gift,Geschenk
DocType: Communication,Timeline Links,Timeline-Links
DocType: Workflow Action,Completed By,Vervollständigt von
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Anhang {0} kann nicht gefunden werden
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Kann nicht entfernt werden.
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Die von Ihnen gesuchte Ressource ist nicht verfügbar
DocType: Chat Profile,Chat Background,Chat-Hintergrund
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Als gelesen markieren
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Aktualisieren von {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Bericht deaktivieren
DocType: Translation,Contributed Translation Doctype Name,Beigetragener Doctype-Name der Übersetzung
DocType: PayPal Settings,Redirect To,Umleiten an
DocType: Data Migration Mapping,Pull,ziehen
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript- Format: frappe.query_reports [' REPORT '] = {}
DocType: Bulk Update,Bulk Update,Massen-Update
DocType: Workflow State,chevron-up,Winkel nach oben
DocType: DocType,Allow Guest to View,Anzeige für Gast erlauben
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} sollte nicht mit {1} identisch sein
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,{0} Elemente dauerhaft löschen?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Nicht Erlaubt
DocType: DocShare,Internal record of document shares,Interne Aufzeichnung von freigegebenen Dokumenten
DocType: Energy Point Settings,Review Levels,Ebenen überprüfen
DocType: Workflow State,Comment,Kommentar
DocType: Data Migration Plan,Postprocess Method,Methode des Folgeprozess
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Foto machen
DocType: Assignment Rule,Round Robin,Round Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Sie können bereits übertragene Unterlagen verändern, indem Sie diese stornieren und dann abändern."
DocType: Data Import,Update records,Datensätze aktualisieren
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Ungültiger Modulpfad
DocType: DocField,Display,anzeigen
DocType: Email Group,Total Subscribers,Gesamtanzahl der Abonnenten
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Top {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Zeilennummer
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Wenn eine Rolle keinen Zugriff auf Ebene 0 hat, dann sind höhere Ebenen bedeutungslos ."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Speichern als
DocType: Comment,Seen,gelesen
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Weiteres
DocType: System Settings,Run scheduled jobs only if checked,"Geplante Aufträge nur ausführen, wenn aktiviert"
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,Wird nur dann angezeigt wenn Überschriften aktiviert sind
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,archivieren
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Datei-Upload
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Vorgabewertfelder (Schlüssel) und Werte eingeben. Wenn mehrere Werte für ein Feld hinzugefügt werden, wird der erste verwendet. Diese Standardwerte werden ebenfalls für die ""Übereinstimmung mit""-Berechtigungsregeln verwendet. Um eine Liste der Felder zu sehen, auf ""Formular anpassen"" gehen."
DocType: Auto Repeat,Message,Mitteilung
DocType: Communication,Rating,Wertung
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Druckbreite des Feldes, wenn das Feld eine Spalte aus einer Tabelle ist"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox-Zugangsschlüssel
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Falscher Feldname <b>{0}</b> in der add_fetch-Konfiguration des benutzerdefinierten Skripts
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,"Wählen Sie Google-Kontakte aus, mit denen der Kontakt synchronisiert werden soll."
DocType: Web Page,Main Section (HTML),Hauptteil (HTML)
DocType: Workflow State,headphones,Kopfhörer
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,"Das Passwort ist erforderlich, oder wählen Sie Warten Passwort"
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,z. B. replies@yourcomany.com. Alle Antworten werden in dieses Postfach gelegt.
DocType: Slack Webhook URL,Slack Webhook URL,Slack Webhook URL
DocType: Data Migration Run,Current Mapping,Aktuelle Zuordnung
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Gültige E-Mail-Adresse und Name erforderlich
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Machen Sie alle Anhänge privat
DocType: User,Send Notifications for documents followed by me,"Senden Sie Benachrichtigungen für Dokumente, die von mir gefolgt werden"
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Benutzerberechtigungen hinzufügen
DocType: Session Default Settings,Session Default Settings,Sitzungsstandardeinstellungen
DocType: Address,Current,Laufend
apps/frappe/frappe/config/core.py,Groups of DocTypes,Gruppen von DocTypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Setze dein Passwort zurück
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Wochenenden anzeigen
DocType: Workflow State,remove-circle,Entfernen-Kreis
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Mein Profil
DocType: Help Article,Beginner,Anfänger
DocType: Contact,Is Primary Contact,Ist primärer Ansprechpartner
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,"JavaScript, das dem Kopfbereich der Seite angehängt wird"
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Hinzufügen / Aktualisieren
