apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,පහත සඳහන් යෙදුම් සඳහා නව {} නිකුත් කිරීම් තිබේ
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,ගොනු බැකප් බා ගැනීම
DocType: Address,County,කවුන්ටි
DocType: Workflow,If Checked workflow status will not override status in list view,ජීවත්වන ව්යවස්ථාවකි කාර්ය ප්රවාහ තත්ත්වය ලැයිස්තුව දැක්ම තත්ත්වය ප්රතිස්ථාපනය නොහැකි නම්
apps/frappe/frappe/client.py,Invalid file path: {0},වලංගු නොවන ගොනු වන්න: {0}
DocType: Workflow State,eye-open,ඇසින් විවෘත
DocType: Email Queue,Send After,පසු යවන්න
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,කරුණාකර ගොනුව හෝ url තෝරා
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} රුක්
DocType: User,User Emails,පරිශීලක විද්යුත් තැපැල් පණිවුඩ
DocType: User,Username,පරිශීලක නාමය
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,ආයාත කිරීම සිපයක්
apps/frappe/frappe/model/base_document.py,Value too big,අගය ඉතා විශාල
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,ධාවනය කේත රචනය ටෙස්ට්
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,සමමුහුර්ත කළ යුතු සිදුවීම වෙත Google දින දර්ශනය තෝරන්න.
DocType: Data Import,Total Rows,සම්පූර්ණ පේළි
DocType: Contact,Department,ෙදපාර්තෙම්න්තුෙව්
DocType: DocField,Options,විකල්ප
apps/frappe/frappe/client.py,Cannot edit standard fields,සම්මත ක්ෂේත්ර සංස්කරණය කල නොහැක
DocType: Print Format,Print Format Builder,මුද්රණය ආකෘතිය Builder
DocType: GCalendar Account,Calendar Name,කැලැන්ඩරයේ නම
DocType: Report,Report Manager,වාර්තාව කළමනාකරු
DocType: Workflow,Document States,ලේඛන ජනපදය
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,සමාවන්න! මම ඔබට සොයන දේ සොයා ගත නොහැකි විය.
DocType: Data Migration Run,Logs,සටහන්
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,පෙරහන් සුරැකීමේ දෝෂයක් තිබුණි
DocType: Custom DocPerm,This role update User Permissions for a user,මෙම භූමිකාව යාවත්කාලීන පරිශීලක සඳහා පරිශීලක අවසර
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},නැවත නම් කරන්න {0}
DocType: Workflow State,zoom-out,සූම් අවුට්
DocType: Data Import Beta,Import Options,ආයාත විකල්ප
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,{0} විවෘත කළ නොහැක එහි උදාහරණයක් විවෘත වන විට
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,වගුව {0} හිස් විය නොහැක
DocType: SMS Parameter,Parameter,පරාමිතිය
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,රූප
DocType: Activity Log,Reference Owner,විමර්ශන න
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,ලොව කුඩාම සංසරණය භාගය ඒකකය (කාසියක්). ඇමරිකානු ඩොලර් මිලියන සඳහා උදා: 1 සියයට සඳහා සහ එය 0.01 ලෙස දැක්විය යුතුයි
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, ෙරෝ {1}"
DocType: DocField,Markdown Editor,සලකුණු සංස්කාරකය
apps/frappe/frappe/model/document.py,Beginning with,පටන් සමග
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,දත්ත ආනයනය සැකිල්ල
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,සැසි පෙරනිමි සැකසීමේදී දෝෂයක් සිදුවිය
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,මව්
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},මේ හා සම්බන්ධ ඔබගේ {0} දත්ත බාගත කරන ලෙස අපට ඔබෙන් ඉල්ලීමක් ලැබී ඇත: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","මෙම පහසුකම සක්රීය කළ විට, මුර පදය ශක්තිය අවම මුරපදය ලකුණු අගය මත පදනම් ක්රියාත්මක කරනු ඇත. 2 ක වටිනාකමින් මධ්ය ශක්තිමත් වීම සහ 4 ඉතා ශක්තිමත් වීම."
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","මෙම පහසුකම සක්රීය කළ විට, මුර පදය ශක්තිය අවම මුරපදය ලකුණු අගය මත පදනම් ක්රියාත්මක කරනු ඇත. 2 ක වටිනාකමින් මධ්ය ශක්තිමත් වීම සහ 4 ඉතා ශක්තිමත් වීම."
DocType: About Us Settings,"""Team Members"" or ""Management""",&quot;කණ්ඩායම මන්ත්රීවරුන්&quot; හෝ &quot;කළමනාකරණය&quot;
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',ක්ෂේත්රයේ &#39;පරීක්ෂා කරන්න&#39; &#39;වර්ගය විය යුතුයි&#39; 0 &#39;හෝ&#39; 1 &#39;එක්කෝ සඳහා පෙරනිමි
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,ඊයේ
DocType: Contact,Designation,තනතුර
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,ස්වයංක්‍රීය සම්බන්ධතා සක්‍රිය කළ හැක්කේ එක් විද්‍යුත් තැපැල් ගිණුමක් සඳහා පමණි.
DocType: Test Runner,Test Runner,ටෙස්ට් ස්ථානය දිනා
DocType: Auto Repeat,Monthly,මාසික
DocType: Address,Uttarakhand,උත්තරාකන්ඩ්
DocType: Email Account,Enable Incoming,එන සබල කරන්න
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,අනතුර
DocType: Address,Email Address,විද්යුත් තැපැල් ලිපිනය
DocType: Workflow State,th-large,වන-විශාල
DocType: Communication,Unread Notification Sent,නොකියවූ නිවේදනය යැවූ
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,අපනයන ඉඩ දෙනු නොලැබේ. ඔබ {0} අපනයනය කිරීමට භූමිකාව අවශ්යයි.
DocType: Assignment Rule,Automatically Assign Documents to Users,පරිශීලකයින්ට ලේඛන ස්වයංක්‍රීයව පවරන්න
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,ඉවත් කරන්න
DocType: System Settings,In seconds,තත්පර වලින්
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,{0} ලේඛන අවලංගු කරන්නද?
DocType: DocType,Is Published Field,ක්ෂේත්ර Published ඇත
DocType: GCalendar Settings,GCalendar Settings,GCalendar සැකසීම්
DocType: Email Group,Email Group,විද්යුත් සමූහ
DocType: Event,Pulled from Google Calendar,ගූගල් දින දර්ශනයෙන් අදින ලදි
DocType: Note,Seen By,වන විට දැක
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,බහු එකතු
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,ඔබ ශක්ති ලකුණු කිහිපයක් ලබා ගත්තා
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,වලංගු පරිශීලක අනුරුවක් නොවේ.
DocType: Energy Point Log,Reverted,ආපසු හරවන ලදි
DocType: Success Action,First Success Message,පළමු සාර්ථක පණිවුඩය
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,වගේ නොවේ
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},වැරදි අගය: {0} {1} {2} විය යුතුය
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","වෙනස් ක්ෂේත්ර ගුණ (සැඟවීමට, කියවීම පමණයි, අවසර ආදිය)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,අගය කරන්න
DocType: Workflow State,lock,අගුලු
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,සඳහා අප අමතන්න පිටුව සැකසුම් තොරන්න.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,පරිපාලක ලොගින් වී දී
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","&quot;විකුණුම් විමසුම්, සහාය විමසුම්&quot; ආදිය මෙන් අමතන්න විකල්ප, නව රේඛාවක් එක් එක් හෝ කොමාවකින් වෙන්."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,ටැග් එක් කරන්න ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,ආලේඛ්‍ය චිත්‍රය
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,ඇතුළු කරන්න
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,ගූගල් ඩ්‍රයිව් ප්‍රවේශයට ඉඩ දෙන්න
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},තෝරන්න {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,කරුණාකර මූලික URL ඇතුලත් කරන්න
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","සක්‍රිය කර ඇත්නම්, ලේඛනය පෙනෙන පරිදි සලකුණු කර ඇත, පළමු වරට පරිශීලකයෙකු එය විවෘත කරයි"
DocType: Auto Repeat,Repeat on Day,දිනපතා නැවත සිදු කරන්න
DocType: DocField,Color,වර්ණ
DocType: Data Migration Run,Log,ලඝු
DocType: Workflow State,indent-right,ඉන්ඩෙන්ට් දක්ෂිනාංශික
DocType: Has Role,Has Role,කාර්යභාරය ඇත
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,සේවාදායකයේ QR කේත ප්රතිරූපය රඳවා තබා ගැනීම සඳහා තත්පර තුළ වේ. අවම වශයෙන් <strong>240</strong>
DocType: Dashboard Chart,Timespan,ටයිපේpan
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,වෙබ් සබැදි
DocType: Deleted Document,Restored,නැවත
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,මිනිත්තු 1 කට පෙර
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","මීට අමතරව පද්ධතිය කළමනාකරු සිට, Set පරිශීලක අවසර සමඟ චරිත අයිතිය බව ලේඛන වර්ගය සඳහා අනෙකුත් පරිශීලකයන් සඳහා අවසර සැකසිය හැක."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,තේමාව වින්‍යාස කරන්න
DocType: Company History,Company History,සමාගම ඉතිහාසය
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,නැවත සකසන්න
DocType: Workflow State,volume-up,පරිමාව-අප්
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,වෙබ් යෙදුම් API ඉල්ලීම් වෙබ් යෙදුම් බවට ඇමතීම
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,ලුහුබැඳීම පෙන්වන්න
DocType: DocType,Default Print Format,පෙරනිමි මුද්රණය ආකෘතිය
DocType: Workflow State,Tags,ඇමිණුම්
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,කිසිවක් නැත: කාර්ය ප්රවාහ අවසානය
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} ක්ෂේත්ර සුවිශේෂී නොවන පවතින වටිනාකම් පවතින ලෙස, {1} තුළ අද්විතීය ලෙස සැකසීම කළ නොහැකි"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,ලේඛන වර්ග
DocType: Address,Jammu and Kashmir,ජම්මු හා කාශ්මීර්
DocType: Workflow,Workflow State Field,කාර්ය ප්රවාහ රාජ්ය ක්ෂේත්ර
DocType: Language,Guest,අමුත්තන්ගේ
DocType: DocType,Title Field,මාතෘකාව ක්ෂේත්ර
DocType: Error Log,Error Log,දෝෂ ලොග්
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,වලංගු නැති URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,පසුගිය දින 7
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",&quot;Abcabcabc&quot; පමණක් තරමක් &quot;ඒබීසී&quot; වඩා අනුමාන කිරීමට අපහසු වැනි දරුවා
DocType: Notification,Channel,නාලිකාව
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","ඔබ මෙම අනවසර හිතන්නේ නම්, පරිපාලක මුරපදය වෙනස් කරන්න."
DocType: Data Import Beta,Data Import Beta,දත්ත ආයාත බීටා
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} අනිවාර්ය වේ
DocType: Assignment Rule,Assignment Rules,පැවරුම් රීති
DocType: Workflow State,eject,කැරෙන
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,ක්ෂේත්ර {0} සොයාගත නොහැකි විය.
DocType: Chat Room,Owner,හිමිකරු
DocType: Assignment Rule,Rule,නීතිය
DocType: Communication,Visit,සංචාරය
DocType: LDAP Settings,LDAP Search String,LDAP සොයන්න සංගීත
DocType: Translation,Translation,පරිවර්තනය
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,මහතා
DocType: OAuth Authorization Code,Client,සේවාලාභියා
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,තීරුව තෝරන්න
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,මෙම ආකෘති පත්රය ඔබ එය පැටවූ පසු විකරණය කොට තිබේ
DocType: Address,Himachal Pradesh,හිමාචල් ප්රදේශ්
DocType: System Settings,"If not set, the currency precision will depend on number format","පිහිටුවා නැත නම්, මුදල් නිරවද්යතාවයකින් අංකය ආකෘතිය මත රඳා පවතී"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,පුදුමාකාර තීරුව විවෘත කරන්න
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","සර්වරයේ තීරු වින්යාසය සමඟ ගැටළුවක් පවතින බව පෙනේ. අසාර්ථකත්වයේ දී, එම මුදල ඔබේ ගිණුමට නැවත ලබා දෙනු ඇත."
DocType: Data Import,Import Log,ආනයන ලොග්
DocType: User Permission,Apply To All Document Types,සියලුම ලේඛන වර්ග වලට අයදුම් කරන්න
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,වෙබ් අඩවිය පිටු රූපය slideshows කාවද්දන්න.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,යවන්න
DocType: Workflow Action Master,Workflow Action Name,කාර්ය ප්රවාහ ක්රියාකාරී නම
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType ඒකාබද්ධ කළ නොහැකි
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,නොව zip ගොනුව
DocType: Global Search DocType,Global Search DocType,ගෝලීය සෙවුම් ඩොක්ටයිප්
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","ගතික විෂය එකතු කිරීම සඳහා, ජින්ජාඩ් ටැග් භාවිතා කරන්න <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","මේසය {0}, ෙරෝ {1} අවශ්ය අනිවාර්ය ක්ෂේත්ර"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,ප්රාග්ධනීකරණය ඉතා උදව් කරන්නේ නැත.
DocType: Error Snapshot,Friendly Title,හිතකාමී හිමිකම්
DocType: Newsletter,Email Sent?,ඊ-තැපැල් යැවූ?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Toggle Chart
apps/frappe/frappe/desk/form/save.py,Did not cancel,අවලංගු කළේ නැහැ
DocType: Social Login Key,Client Information,සේවාදායක තොරතුරු
DocType: Workflow State,plus,ප්ලස්
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,ආරාධිත අමුත්තා හෝ පරිපාලක ලෙස ලොගින්
DocType: Email Account,UNSEEN,ගුප්ත ඥාණය
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,ගොනුව කළමනාකරු
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML ශීර්ෂකය, රොබෝවරු සහ යළි-යොමුවීම්"
DocType: GCalendar Account,Refresh Token,නැවුම් කරන්න ටෝකනය
DocType: Address,Goa,ගෝවේ
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,මෙම වෙබ් අඩවිය සඳහා අපේක්ෂිත හෝ වර්තමාන රැකියා නොමැත
DocType: Webhook,Doc Event,Doc සිද්ධිය
apps/frappe/frappe/public/js/frappe/utils/user.js,You,ඔබට
DocType: Braintree Settings,Braintree Settings,බ්රයිට්ටි සැකසීම්
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,{0} වාර්තා සාර්ථකව නිර්මාණය කරන ලදි.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,ෆිල්ටරය සුරකින්න
DocType: Print Format,Helvetica,ට්චබඥ
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},{0} මකා දැමිය නොහැක
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,සත්‍යාපන සබැඳිය
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,මුතුන් මිත්තන් නොවේ
DocType: Address,Jharkhand,ජාර්කන්ද්
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,පුවත් ලිපි මේ වන විටත් යවා ඇත
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry",ලොගින් සැසිය කල් ඉකුත්වූ අතර නැවත උත්සහ කරන්න
DocType: Communication,BCC,බීසීඩී
DocType: Unhandled Email,Reason,හේතුව
DocType: Email Unsubscribe,Email Unsubscribe,"විද්යුත් වනවාද,"
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,දළ වශයෙන් පළල 150px හොඳම ප්රතිඵල සඳහා විනිවිද පෙනෙන පසුබිම් සමග රූපයක් තෝරා ගන්න.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,ක්‍රියාකාරකමක් නැත
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,තුන්වන පාර්ශවීය යෙදුම්
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,පළමු පරිශීලක පද්ධතිය කළමනාකරු (පසුව ඔබට මෙය වෙනස් කල හැක) බවට පත් වනු ඇත.
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,ඔබට සමාලෝචන ලකුණු ඔබටම ලබා දිය නොහැක
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,තෝරාගත් ලේඛන සිද්ධි සඳහා DocType ඉදිරිපත් කල යුතුය
DocType: Workflow State,circle-arrow-up,රවුම-ඊතලය-අප්
DocType: Email Domain,Email Domain,ඊ-තැපැල් වසම්
DocType: Workflow State,italic,තද පැහැ ඇළ අකුරු
DocType: LDAP Group Mapping,ERPNext Role,ERPNext භූමිකාව
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: සාදන්න නොමැතිව ආනයන සිටුවම් කල නොහැක
DocType: SMS Settings,Enter url parameter for message,පණිවිඩය සඳහා url එක පරාමිතිය ඇතුලත් කරන්න
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,මෙම ලේඛනය සඳහා ස්වයංක්‍රීය පුනරාවර්තනය නිර්මාණය කර ඇත
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,ඔබගේ බ්රවුසරයේ වාර්තාව බලන්න
apps/frappe/frappe/config/desk.py,Event and other calendars.,සිද්ධියක් හා අනෙකුත් දින දර්ශන.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 පේළිය අනිවාර්යයි)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,සියළු ක්ෂේත්ර එම ප්රකාශය ඉදිරිපත් කිරීමට අවශ්ය වේ.
DocType: Custom Script,Adds a client custom script to a DocType,DocType වෙත ග්‍රාහක අභිරුචි ස්ක්‍රිප්ට් එක් කරයි
DocType: Print Settings,Printer Name,මුද්රණ නාමය
DocType: Webhook,Form URL-Encoded,පෝරමය URL- කේතනය කර ඇත
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,විතරයන් px හෝ% ක දී සකස් කළ හැකි ය.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,ආරම්භය
DocType: Contact,First Name,මුල් නම
DocType: LDAP Settings,LDAP Username Field,LDAP පරිශීලක නාමය ක්ෂේත්ර
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP සක්‍රීය කර නැත.
DocType: Portal Settings,Standard Sidebar Menu,සම්මත වැඩේටත් මෙනුව
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,ස්වයංක්‍රීය පුනරාවර්තන ලේඛන නිර්මාණය අසමත් වීම
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,මුල් පිටුව හා ඇමුණුම් ෆෝල්ඩර මකා දැමිය නොහැකි
apps/frappe/frappe/config/desk.py,Files,ගොනු
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,අවසර අනුයුක්ත දේ භූමිකා මත පදනම් පරිශීලකයන් මත ආලේප කරන්න.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,ඔබ මෙම ලියවිල්ල සම්බන්ධ ඊ-තැපැල් යැවීමට අවසර නැත
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,"කරුණාකර / පිරිසක් නිරාකරණය කර ගැනීම සඳහා, {0} සිට කටවත් 1 තීරුව තෝරා"
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},{0} සඳහා අවසර නැත: {1}. සීමිත ක්ෂේත්‍රය: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,මෙම පරීක්ෂා කරන්න ඔබ සෑන්ඩ්බොක්ස් API භාවිතයෙන් ඔබේ ගෙවීම් පරික්ෂා කරන්නේ නම්
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,ඔබ සම්මත වෙබ් අඩවිය තේමාව ඉවත් කිරීමට අවසර නැත
DocType: Data Import,Log Details,ලොග් විස්තර
DocType: Workflow Transition,Example,උදාහරණයක්
DocType: Webhook Header,Webhook Header,වෙබ් කූඩර් ශීර්ෂකය
DocType: Access Log,Report Information,තොරතුරු වාර්තා කරන්න
DocType: Print Settings,Print Server,මුද්රණ සේවාදායකය
DocType: Workflow State,gift,තෑගි
DocType: Communication,Timeline Links,කාලරාමු සබැඳි
DocType: Workflow Action,Completed By,විසින් සම්පූර්ණ
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},ඇමුණුමක් {0} සොයා ගැනීමට නොහැකි
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,ඉවත් කරන්න බැහැ
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,ඔබ සොයන්නේ සම්පත් ලබා ගත හැකි නොවේ
DocType: Chat Profile,Chat Background,චැට් පසුබිම
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,කියවන්න ලෙස ලකුණ
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},යාවත්කාලීන කිරීම {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,ආබාධිත වාර්තාව
DocType: Translation,Contributed Translation Doctype Name,දායක වූ පරිවර්තන ඩොක්ටයිප් නම
DocType: PayPal Settings,Redirect To,වෙත යළි යොමු
DocType: Data Migration Mapping,Pull,අදින්න
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},ජාවාස්ක්රිප්ට් ආකෘතිය: frappe.query_reports [ &#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,තොග යාවත්කාලීන
DocType: Workflow State,chevron-up,Chevron-අප්
DocType: DocType,Allow Guest to View,අමුත්තා බලන්න ඉඩ දෙන්න
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,ස්ථිර {0} භාණ්ඩ මකන්නද?
apps/frappe/frappe/utils/oauth.py,Not Allowed,අවසර නැත
