apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,K dispozici jsou nové verze {} pro následující aplikace
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portrét
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Vložit
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Povolit Google disku přístup
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Vyberte {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Zadejte základní adresu URL
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Pokud je povoleno, dokument je označen jako viděný při prvním otevření uživatelem"
DocType: Auto Repeat,Repeat on Day,Opakujte v den
DocType: DocField,Color,Barva
DocType: Data Migration Run,Log,Log
DocType: Workflow State,indent-right,indent-right
DocType: Has Role,Has Role,má role
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Čas v sekundách pro zachování QR kódu na serveru. Min: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Typ pole {1} pro {2} nelze indexovat
DocType: Dashboard Chart,Timespan,Časové rozpětí
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Web odkaz
DocType: Deleted Document,Restored,obnovena
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,před 1 minutou
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Na rozdíl od správce systému, role se sadou Oprávnění uživatele právo lze nastavit oprávnění pro ostatní uživatele pro daný typ dokumentu."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Konfigurovat motiv
DocType: Company History,Company History,Historie organizace
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,resetovat
DocType: Workflow State,volume-up,volume-up
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhook volání požadavků na rozhraní API do webových aplikací
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Zobrazit Traceback
DocType: DocType,Default Print Format,Výchozí formát tisku
DocType: Workflow State,Tags,tagy
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Nic: Konec toku
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","Pole {0} nelze nastavit jako jedinečné v {1}, protože tam jsou non-jedinečné stávající hodnoty"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Typy dokumentů
DocType: Address,Jammu and Kashmir,Džammú a Kašmír
DocType: Workflow,Workflow State Field,Pole stavu toku (workflow)
DocType: Language,Guest,Host
DocType: DocType,Title Field,Titulek pole
DocType: Error Log,Error Log,Error Log
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,neplatná URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Posledních 7 dní
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""","Opakuje jako &quot;abcabcabc&quot; jsou jen o něco těžší odhadnout, než &quot;abc&quot;"
DocType: Notification,Channel,Kanál
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Pokud si myslíte, že to je oprávněné, prosím, změňte heslo správce."
DocType: Data Import Beta,Data Import Beta,Import dat Beta
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} je povinné
DocType: Assignment Rule,Assignment Rules,Pravidla přiřazení
DocType: Workflow State,eject,eject
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Pole {0} nebylo nalezeno.
DocType: Chat Room,Owner,Majitel
DocType: Assignment Rule,Rule,Pravidlo
DocType: Communication,Visit,Návštěva
DocType: LDAP Settings,LDAP Search String,Hledání LDAP String
DocType: Translation,Translation,Překlad
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Pan
DocType: OAuth Authorization Code,Client,Klient
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Vyberte sloupec
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,"Tento formulář byl změněn poté, co jste naložil"
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Není-li nastaven, přesnost měny bude záviset na formátu čísla"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Otevřete Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Zdá se, že je problém s konfigurací proužku serveru. V případě selhání bude částka vrácena na váš účet."
DocType: Data Import,Import Log,Záznam importu
DocType: User Permission,Apply To All Document Types,Použít na všechny typy dokumentů
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Vloží promítání obrázků do www stránky.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Odeslat
DocType: Workflow Action Master,Workflow Action Name,Název akce toku (workflow)
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType nemůže být sloučen
DocType: Web Form Field,Fieldtype,Typ pole
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Nejedná se o soubor zip
DocType: Global Search DocType,Global Search DocType,Globální vyhledávání DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Chcete-li přidat dynamický objekt, použijte jinja tagy jako <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Povinné údaje požadované v tabulce {0}, řádek {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Kapitalizace nepomůže moc.
DocType: Error Snapshot,Friendly Title,Friendly Název
DocType: Newsletter,Email Sent?,E-mail odeslán?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Přepínání grafu
apps/frappe/frappe/desk/form/save.py,Did not cancel,Nebylo zrušeno
DocType: Social Login Key,Client Information,Informace o klientovi
DocType: Workflow State,plus,plus
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Přihlášeni jako host nebo správce
DocType: Email Account,UNSEEN,neviděný
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Správce souborů
DocType: Website Settings,"HTML Header, Robots and Redirects","Záhlaví HTML, roboty a přesměrování"
DocType: GCalendar Account,Refresh Token,Obnovit Token
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Žádné čekající nebo aktuální úlohy pro tento web
DocType: Webhook,Doc Event,Doc událost
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Vy
DocType: Braintree Settings,Braintree Settings,Nastavení Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Úspěšně bylo vytvořeno {0} záznamů.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Uložit filtr
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Nelze odstranit {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Odkaz na ověření
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Ne předchůdci z
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Newsletter již byla odeslána
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Přihlašovací relace vypršela, obnovte stránku a zkuste to znovu"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Důvod
DocType: Email Unsubscribe,Email Unsubscribe,Email Odhlásit
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Zvolte obrázek s šířkou okolo 150px a s transparentním pozadím pro nejlepší výsledek.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Žádná aktivita
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Aplikace třetích stran
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,První uživatel bude System Manager (lze později změnit).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Nemůžete si dát kontrolní body pro sebe
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType musí být Submittable pro vybranou událost Doc
DocType: Workflow State,circle-arrow-up,circle-arrow-up
DocType: Email Domain,Email Domain,Email Domain
DocType: Workflow State,italic,italic
DocType: LDAP Group Mapping,ERPNext Role,ERPDalší role
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: Nelze nastavit Import bez Vytvoření
DocType: SMS Settings,Enter url parameter for message,Zadejte url parametr zprávy
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Pro tento dokument bylo vytvořeno automatické opakování
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Zobrazit přehled ve vašem prohlížeči
apps/frappe/frappe/config/desk.py,Event and other calendars.,Event a jiné kalendáře.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (povinný 1 řádek)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Všechna pole jsou nezbytná pro odeslání komentáře.
DocType: Custom Script,Adds a client custom script to a DocType,Přidá vlastní skript klienta do typu DocType
DocType: Print Settings,Printer Name,Název tiskárny
DocType: Webhook,Form URL-Encoded,Formulář URL kódovaný
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Šířky lze nastavit v px nebo %.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Start
DocType: Contact,First Name,Křestní jméno
DocType: LDAP Settings,LDAP Username Field,LDAP pole Uživatelské jméno
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP není povolen.
DocType: Portal Settings,Standard Sidebar Menu,Standardní Sidebar Menu
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Selhání automatického opakování vytváření dokumentů
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Nelze odstranit Domů a přílohy složky
apps/frappe/frappe/config/desk.py,Files,soubory
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Práva se aplikují na uživatele na základě přiřazené role.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Nemáte povoleno odesílat emaily související s tímto dokumentem
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Prosím zvolte aspoň 1 sloupec z {0} třídit / skupina
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Není povoleno pro {0}: {1}. Omezené pole: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,"Zaškrtněte, pokud se testuje platby pomocí API Sandbox"
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Nejste oprávněn odstranit standardní motiv webové stránky.
DocType: Data Import,Log Details,Podrobnosti o protokolu
DocType: Workflow Transition,Example,Příklad
DocType: Webhook Header,Webhook Header,Záhlaví Webhook
DocType: Access Log,Report Information,Informace o hlášení
DocType: Print Settings,Print Server,Tiskový server
DocType: Workflow State,gift,dárek
DocType: Communication,Timeline Links,Odkazy na časové ose
DocType: Workflow Action,Completed By,Dokončeno
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Nemohu najít přílohu: {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Nelze odebrat
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,"Prostředek, který hledáte není k dispozici"
DocType: Chat Profile,Chat Background,Chat na pozadí
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Označit jako přečtené
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Aktualizace {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Vypnout Report
DocType: Translation,Contributed Translation Doctype Name,Přispěl překlad doctype name
DocType: PayPal Settings,Redirect To,Chcete-li přesměrovat
DocType: Data Migration Mapping,Pull,SEM
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Formát: frappe.query_reports['REPORTNAME'] = {}
DocType: Bulk Update,Bulk Update,Hromadná aktualizace
DocType: Workflow State,chevron-up,chevron-up
DocType: DocType,Allow Guest to View,Dovolit hosty zobrazit
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} by neměl být stejný jako {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Smazat {0} položky natrvalo?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Není povoleno
DocType: DocShare,Internal record of document shares,Interní záznam akcií dokumentů
DocType: Energy Point Settings,Review Levels,Zkontrolujte úrovně
DocType: Workflow State,Comment,Komentář
DocType: Data Migration Plan,Postprocess Method,Metoda postprocesu
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Vyfotit
DocType: Assignment Rule,Round Robin,Kulatý Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",Můžete upravit Odeslané dokumenty jejich zrušením a následovnou změnou.
DocType: Data Import,Update records,Aktualizovat záznamy
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Neplatná cesta modulu
DocType: DocField,Display,Zobrazit
DocType: Email Group,Total Subscribers,Celkem Odběratelé
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Top {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Číslo řádku
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Pakliže role nemá přístup na úrovni 0, pak vyšší úrovně nemají efekt."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Uložit jako
DocType: Comment,Seen,Seen
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Zobrazit více podrobností
DocType: System Settings,Run scheduled jobs only if checked,Spouštět plánované operace pouze když je zaškrtnuto
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,"Se zobrazí pouze tehdy, pokud jsou povoleny sekce nadpisy"
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Archiv
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Nahrání souboru
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Zadejte pole výchozí hodnota (klávesy) a hodnoty. Máte-li přidat více hodnoty pro pole, bude první, kdo se zvedl. Tyto výchozí hodnoty jsou také použity k nastavení &quot;utkání&quot; pravidla oprávnění. Chcete-li zobrazit seznam polí, jděte na &quot;Upravit Form&quot;."
DocType: Auto Repeat,Message,Zpráva
DocType: Communication,Rating,Rating
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Tisková šířka pole, pokud je pole sloupcem v tabulce"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox Access Key
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Chybné jméno pole <b>{0}</b> v add_fetch konfiguraci vlastního skriptu
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,"Vyberte Kontakty Google, se kterými chcete kontakt synchronizovat."
DocType: Web Page,Main Section (HTML),Hlavní sekce (HTML)
DocType: Workflow State,headphones,sluchátka
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Je vyžadováno heslo nebo vybrat Čeká heslo
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,např. replies@yourcomany.com. Všechny odpovědi přijdou do této schránky.
DocType: Slack Webhook URL,Slack Webhook URL,Smažte webovou adresu URL
DocType: Data Migration Run,Current Mapping,Aktuální mapování
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Je vyžadován platný email a jméno
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Nastavit všechny přílohy jako soukromé
DocType: User,Send Notifications for documents followed by me,"Zašlete upozornění na dokumenty, které následují"
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Přidání uživatelských oprávnění
DocType: Session Default Settings,Session Default Settings,Výchozí nastavení relace
DocType: Address,Current,Aktuální
apps/frappe/frappe/config/core.py,Groups of DocTypes,Skupiny DocTypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Obnovit heslo
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Zobrazit víkendy
DocType: Workflow State,remove-circle,remove-circle
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Můj profil
DocType: Help Article,Beginner,Začátečník
DocType: Contact,Is Primary Contact,Je primárně Kontakt
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,Javascript pro přidání do hlavičky stránky.
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Přidat / aktualizovat
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,Není dovoleno tisknout návrhy dokumentů
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,Obnovit výchozí
DocType: Workflow,Transition Rules,Pravidla transakce
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,V náhledu se zobrazuje pouze prvních {0} řádků
apps/frappe/frappe/core/doctype/report/report.js,Example:,Příklad:
DocType: Workflow,Defines workflow states and rules for a document.,Vymezuje jednotlivé stavy toků.
DocType: Workflow State,Filter,Filtr
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},Další informace naleznete v protokolu chyb: {0}
apps/frappe/frappe/database/schema.py,Fieldname {0} cannot have special characters like {1},FieldName {0} nemůže mít speciální znaky jako {1}
apps/frappe/frappe/model/workflow.py,Applying: {0},Přihlašování: {0}
apps/frappe/frappe/public/js/frappe/request.js,Internal Server Error,Interní chyba serveru
apps/frappe/frappe/config/settings.py,Update many values at one time.,Aktualizujte mnoho hodnot najednou.
apps/frappe/frappe/model/document.py,Error: Document has been modified after you have opened it,"Chyba: Dokument byl upraven poté, co jste ho otevřeli"
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Job,Práce
apps/frappe/frappe/core/doctype/activity_log/feed.py,{0} logged out: {1},{0} odhlášen: {1}
DocType: Address,West Bengal,Západní Bengálsko
