apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Đã có bản phát hành {} mới cho các ứng dụng sau
DocType: Email Account,Enable Incoming,Kích hoạt tính năng Incoming
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Nguy hiểm
DocType: Address,Email Address,Địa chỉ Email
DocType: Workflow State,th-large,th - rộng
DocType: Communication,Unread Notification Sent,Thông báo chưa đọc đã gửi
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Xuất khẩu không được phép. Bạn cần {0} vai trò xuất khẩu.
DocType: Assignment Rule,Automatically Assign Documents to Users,Tự động gán tài liệu cho người dùng
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Bỏ ghim
DocType: System Settings,In seconds,Trong vài giây
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Hủy {0} tài liệu?
DocType: DocType,Is Published Field,Được đăng Dòng
DocType: GCalendar Settings,GCalendar Settings,Cài đặt GCalendar
DocType: Email Group,Email Group,Email Nhóm
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Lịch Google - Không thể xóa Sự kiện {0} khỏi Lịch Google, mã lỗi {1}."
DocType: Event,Pulled from Google Calendar,Kéo từ Lịch Google
DocType: Note,Seen By,Nhìn thấy bởi
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Thêm Phức Hợp
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Bạn đã đạt được một số điểm năng lượng
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Không phải hình ảnh người dùng hợp lệ.
DocType: Energy Point Log,Reverted,Hoàn nguyên
DocType: Success Action,First Success Message,Thông điệp thành công đầu tiên
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Không giống
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Giá trị không đúng: {0} phải {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Tính chất thay đổi lĩnh vực (ẩn, chỉ đọc, cho phép vv)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Đánh giá
DocType: Workflow State,lock,khóa
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Cài đặt cho Trang Liên hệ.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Quản trị Logged In
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Tùy chọn liên hệ, như ""Truy vấn Bán hàng, Truy vấn Hỗ trợ"" v.v.. mỗi thứ một dòng mới hoặc cách nhau bằng dấu phẩy."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Thêm một đánh dấu ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Chân dung
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Chèn
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Cho phép truy cập Google Drive
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Chọn {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Hãy nhập URL cơ sở
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Nếu được bật, tài liệu được đánh dấu là đã thấy, lần đầu tiên người dùng mở nó"
DocType: Auto Repeat,Repeat on Day,Lặp lại vào ngày
DocType: DocField,Color,Màu
DocType: Data Migration Run,Log,Đăng nhập
DocType: Workflow State,indent-right,thụt lề bên phải
DocType: Has Role,Has Role,có vai trò
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Thời gian tính bằng giây để giữ lại hình ảnh mã QR trên máy chủ. Tối thiểu: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Không thể lập chỉ mục Fieldtype {1} cho {2}
DocType: Dashboard Chart,Timespan,Thời gian
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Web liên kết
DocType: Deleted Document,Restored,phục hồi
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 phút trước
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Ngoài hệ thống quản lý, vai trò với Set Permissions tài phải có thể thiết lập quyền truy cập cho người dùng khác cho rằng Document Type."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Cấu hình chủ đề
DocType: Company History,Company History,Lịch sử công ty
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Thiết lập lại
DocType: Workflow State,volume-up,tăng âm lượng
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks gọi các yêu cầu API vào các ứng dụng web
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Hiển thị Trac trở lại
DocType: DocType,Default Print Format,Mặc định In Định dạng
DocType: Workflow State,Tags,các lần đánh dấu
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Không: Kết thúc quy trình làm việc
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0}Lĩnh vực không thể  được thiết lập là duy nhất trong {1}, vì đang tồn tại những giá trị không phải duy nhất"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Các loại tài liệu
DocType: Address,Jammu and Kashmir,Jammu và Kashmir
DocType: Workflow,Workflow State Field,Đoạn trạng thái công việc
DocType: Language,Guest,Khách
DocType: DocType,Title Field,Đoạn tiêu đề
DocType: Error Log,Error Log,Lỗi hệ thống
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,URL không hợp lệ
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,7 ngày qua
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Lặp đi lặp lại như &quot;abcabcabc&quot; chỉ hơi khó đoán hơn &quot;abc&quot;
DocType: Notification,Channel,Kênh
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Nếu bạn nghĩ rằng điều này là không được phép, hãy thay đổi mật khẩu quản trị."
DocType: Data Import Beta,Data Import Beta,Beta nhập dữ liệu
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} là bắt buộc
DocType: Assignment Rule,Assignment Rules,Quy tắc chuyển nhượng
DocType: Workflow State,eject,đào thải
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Trường {0} không được tìm thấy
DocType: Chat Room,Owner,Chủ sở hữu
DocType: Assignment Rule,Rule,Quy tắc
DocType: Communication,Visit,Lần
DocType: LDAP Settings,LDAP Search String,Dãy tìm kiếm LDAP
DocType: Translation,Translation,Dịch
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Ngài
DocType: OAuth Authorization Code,Client,Khách hàng
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Chọn Cột
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Hình thức này đã được sửa đổi sau khi bạn đã tải nó
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Nếu không được đặt, độ chính xác tiền tệ sẽ phụ thuộc vào định dạng số"
DocType: System Settings,"If not set, the currency precision will depend on number format","Nếu không được đặt, độ chính xác tiền tệ sẽ phụ thuộc vào định dạng số"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Mở Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Dường như có sự cố với cấu hình sọc của máy chủ. Trong trường hợp thất bại, số tiền sẽ được hoàn trả vào tài khoản của bạn."
DocType: Data Import,Import Log,Nhập khẩu Đăng nhập
DocType: User Permission,Apply To All Document Types,Áp dụng cho tất cả các loại tài liệu
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Trình chiếu hình ảnh nhúng trong các trang web.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Gửi
DocType: Workflow Action Master,Workflow Action Name,Tên hành động công việc
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType không thể được sáp nhập
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Không phải là một tập tin zip
DocType: Global Search DocType,Global Search DocType,Tài liệu tìm kiếm toàn cầu
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Để thêm chủ đề động, hãy sử dụng thẻ jinja như <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","các trường bắt buộc cần thiết trong bảng {0}, dãy {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Hoa không giúp ích gì nhiều.
DocType: Error Snapshot,Friendly Title,Thân thiện Tiêu đề
DocType: Newsletter,Email Sent?,Email đã gửi?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Chuyển đổi biểu đồ
apps/frappe/frappe/desk/form/save.py,Did not cancel,Không hủy bỏ
DocType: Social Login Key,Client Information,Thông tin khách hàng
DocType: Workflow State,plus,thêm
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Đăng nhập như khách hoặc Quản trị viên
DocType: Email Account,UNSEEN,không thấy
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Quản lý tập tin
DocType: Website Settings,"HTML Header, Robots and Redirects","Tiêu đề HTML, Rô bốt và Chuyển hướng"
DocType: GCalendar Account,Refresh Token,Thông báo làm mới
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Không có công việc đang chờ xử lý hoặc hiện tại cho trang web này
DocType: Webhook,Doc Event,Sự kiện Doc
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Bạn
DocType: Braintree Settings,Braintree Settings,Cài đặt Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Tạo hồ sơ {0} thành công.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Lưu bộ lọc
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Không thể xóa {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Liên kết xác minh
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Không phải là tổ tiên của
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Bản tin đã được gửi đi
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Thời gian đăng nhập hết hạn, trang làm mới để thử lại"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Nguyên nhân
DocType: Email Unsubscribe,Email Unsubscribe,Email Hủy đăng ký
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Chọn một hình ảnh của khoảng chiều rộng 150px với nền trong suốt cho kết quả tốt nhất.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Không hoạt động
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Ứng dụng của bên thứ ba
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Người dùng đầu tiên sẽ trở thành quản lý hệ thống (bạn có thể thay đổi điều này sau).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Bạn không thể đưa ra điểm đánh giá cho chính mình
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType phải được Cho phép chuyển tiếp cho sự kiện Doc đã chọn
DocType: Workflow State,circle-arrow-up,vòng tròn mũi tên lên
DocType: Email Domain,Email Domain,Tên miền email
DocType: Workflow State,italic,nghiêng
DocType: LDAP Group Mapping,ERPNext Role,Vai trò ERPNext
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,"{0}: Không thể thiết lập ""nhập vào"" mà không chọn ""Khởi Tạo"""
DocType: SMS Settings,Enter url parameter for message,Nhập tham số url cho tin nhắn
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Tự động lặp lại được tạo cho tài liệu này
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Xem báo cáo trong trình duyệt của bạn
apps/frappe/frappe/config/desk.py,Event and other calendars.,Tổ chức sự kiện và lịch khác.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (bắt buộc 1 hàng)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Tất cả các trường là cần thiết để duyệt bình luận
DocType: Custom Script,Adds a client custom script to a DocType,Thêm tập lệnh tùy chỉnh của máy khách vào DocType
DocType: Print Settings,Printer Name,Tên máy in
DocType: Webhook,Form URL-Encoded,Mẫu mã hóa URL
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Chiều rộng có thể được thiết lập trong px hoặc%.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Bắt đầu
DocType: Contact,First Name,Họ
DocType: LDAP Settings,LDAP Username Field,Trường tên người dùng LDAP
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP không được kích hoạt.
DocType: Portal Settings,Standard Sidebar Menu,Thanh menu tiêu chuẩn bên cạnh
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Tự động lặp lại thất bại trong việc tạo tài liệu
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Không thể xóa thư mục Home và đính kèm
apps/frappe/frappe/config/desk.py,Files,Các tập tin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Quyền được áp dụng trên người sử dụng dựa trên những gì vai trò được giao.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Bạn không được phép gửi email liên quan đến tài liệu này
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Vui lòng chọn ít nhất 1 cột từ {0} để sắp xếp/ nhóm
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Không được phép cho {0}: {1}. Trường bị hạn chế: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Kiểm tra này nếu bạn đang thử nghiệm thanh toán của bạn bằng cách sử dụng API Sandbox
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Bạn không được phép xóa Theme mặc định
DocType: Data Import,Log Details,Chi tiết nhật ký
DocType: Workflow Transition,Example,Thí dụ
DocType: Webhook Header,Webhook Header,Tiêu đề Webhook
DocType: Access Log,Report Information,Thông tin báo cáo
DocType: Print Settings,Print Server,Máy chủ in
DocType: Workflow State,gift,quà
DocType: Communication,Timeline Links,Liên kết dòng thời gian
DocType: Workflow Action,Completed By,Hoàn thành bởi
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Không thể tìm thấy tập tin đính kèm {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Không thể bỏ
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Các tài nguyên mà bạn đang tìm kiếm là không có sẵn
DocType: Chat Profile,Chat Background,Nền tảng trò chuyện
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Đánh dấu là đã đọc
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Đang cập nhật {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Disable Báo cáo
DocType: Translation,Contributed Translation Doctype Name,Tên tài liệu dịch thuật đóng góp
DocType: PayPal Settings,Redirect To,Chuyển đến
DocType: Data Migration Mapping,Pull,Kéo
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},Định dạng JavaScript: frappe.query_reports ['REPORTNAME'] = {}
DocType: Bulk Update,Bulk Update,Cật nhật hàng loạt
DocType: Workflow State,chevron-up,Chevron-up
DocType: DocType,Allow Guest to View,Cho phép Khách đến Xem
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} không nên giống với {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Xóa {0} mục vĩnh viễn?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Không được phép
DocType: DocShare,Internal record of document shares,Bản ghi nội bộ cổ phần của tài liệu
DocType: Energy Point Settings,Review Levels,Xem lại cấp độ
DocType: Workflow State,Comment,Bình luận
DocType: Data Migration Plan,Postprocess Method,Phương pháp Postprocess
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Chụp hình
DocType: Assignment Rule,Round Robin,Vòng Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",Bạn có thể thay đổi tài liệu đã gửi bằng cách hủy bỏ chúng và sau đó sửa đổi.
DocType: Data Import,Update records,Cập nhật hồ sơ
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Đường dẫn module không hợp lệ
DocType: DocField,Display,Hiển thị
DocType: Email Group,Total Subscribers,Tổng số người theo dõi
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Đầu {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Số lượng hàng
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Nếu một vai trò không có quyền truy cập ở cấp độ 0, sau đó cấp độ cao hơn là vô nghĩa."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Lưu
DocType: Comment,Seen,Đã xem
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Hiển thị thêm thông tin chi tiết
DocType: System Settings,Run scheduled jobs only if checked,Chạy các công việc dự kiến chỉ khi kiểm tra
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,Sẽ chỉ được hiển thị nếu phần tiêu đề được kích hoạt
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,lưu trữ
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Tải tệp lên
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Nhập trường giá trị mặc định (khóa) và giá trị. Nếu bạn thêm nhiều giá trị cho một trường, một trong những đầu tiên sẽ được chọn. Mặc định này cũng được sử dụng để thiết lập &quot;trận đấu&quot; quy tắc cho phép. Để xem danh sách các lĩnh vực, vào &quot;Customize Form&quot;."
DocType: Auto Repeat,Message,Tin nhắn
DocType: Communication,Rating,Đánh giá
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","In chiều rộng của trường, nếu trường là 1 cột trong bảng"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox Access Key
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Tên trường sai <b>{0}</b> trong cấu hình add_fetch của tập lệnh tùy chỉnh
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,Chọn Danh bạ Google mà liên hệ sẽ được đồng bộ hóa.
DocType: Web Page,Main Section (HTML),Phần chính (HTML)
DocType: Workflow State,headphones,tai nghe
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Mật khẩu là cần thiết hoặc chọn Đang chờ mật khẩu
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,ví dụ như replies@yourcomany.com. Tất cả trả lời sẽ đến hộp thư này.
DocType: Slack Webhook URL,Slack Webhook URL,URL Webhook Slack
DocType: Data Migration Run,Current Mapping,Lập bản đồ hiện tại
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Yêu cầu Tên và Email hợp lệ
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Làm cho tất cả các tệp đính kèm riêng tư
DocType: User,Send Notifications for documents followed by me,Gửi thông báo cho các tài liệu theo sau tôi
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Thêm quyền người dùng
DocType: Session Default Settings,Session Default Settings,Cài đặt mặc định phiên
DocType: Address,Current,Hiện hành
