apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,نوی {} رالیفونه د لاندې ایپسونو لپاره شتون لري
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.",داسې ښکاري چې د سرور د پټې ترتیب سره یو مسله شتون لري. د ناکامۍ په صورت کې، ستاسو د حساب رقم به بیرته ترلاسه شي.
DocType: Data Import,Import Log,د وارداتو ننوتنه
DocType: User Permission,Apply To All Document Types,د اسنادو ټولو ډولونو باندې غوښتنه وکړئ
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,د استقرار انځور slideshows په ویب پاڼه مخونه.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,وليږئ
DocType: Workflow Action Master,Workflow Action Name,ننګولې کړنه نوم
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType نه مدغم شي
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,يو زيب دوتنه نه ده
DocType: Global Search DocType,Global Search DocType,نړېوال پلټنې ډایپ ټایپ
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","د متحرک موضوع اضافه کولو لپاره، د جینج ټګګ په څیر کاروئ <div style=""""><pre style=""""> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}",اجباري برخو کې د {0} جدول د اړتیا، د قطار {1}
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,کپیتالیزیشن نه ډېره مرسته نه کوي.
DocType: Error Snapshot,Friendly Title,دوستانه عنوان
DocType: Newsletter,Email Sent?,برېښناليک لېږلو؟
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,چارټ ټګ کړئ
apps/frappe/frappe/desk/form/save.py,Did not cancel,ايا لغوه نه
DocType: Social Login Key,Client Information,د مراجع معلومات
DocType: Workflow State,plus,جمع
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,په توګه ميلمه یا مدیر غونډال کې
DocType: Email Account,UNSEEN,په غیبو
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,د دوتنې د مدير
DocType: Website Settings,"HTML Header, Robots and Redirects",د HTML سرلیک ، روبوټونه او سرته رسونې
DocType: GCalendar Account,Refresh Token,تاندول د نښې
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,دې سایټ لپاره هیڅ انتظار یا اوسني دندې نشته
DocType: Webhook,Doc Event,د کور پېښلیک
apps/frappe/frappe/public/js/frappe/utils/user.js,You,تاسو
DocType: Braintree Settings,Braintree Settings,د Braintree ترتیبات
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,په بریالیتوب سره {0} ریکارډونه جوړ شول.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,فلټر ساتل
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},{0} نشي ړنګولی
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,د تایید لینک
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,د پلرونو نه
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,خبر پاڼه لا استول شوي دي
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry",د ننوتۍ سیشن ختم شو، بیا د بیا لاری ته د پاڼې ریفش کړئ
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,دلیل
DocType: Email Unsubscribe,Email Unsubscribe,ليک د ګډون د
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,سره د غوره نتیجه شفاف سابقه لري د شاوخوا سور 150px انځور وټاکئ.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,هیڅ فعالیت نشته
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,د دریمې ډلې کاریالونه
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,لومړی د کارونکي عکس به د سیستم د مدیر شي (تاسو کوالی شي وروسته بدلون).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,تاسو نشئ کولی ځان ته د بیاکتنې ټکي ورکړئ
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,د ډاټا ټایپ د ټاکل شوي ډاکټر ایستنې لپاره باید د منلو وړ وي
DocType: Workflow State,circle-arrow-up,دایره-غشی-up
DocType: Email Domain,Email Domain,برېښناليک ډومېن
DocType: Workflow State,italic,شوی
DocType: LDAP Group Mapping,ERPNext Role,د ERPNext رول
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: پرته جوړول د وارداتو جوړ نه شي
DocType: SMS Settings,Enter url parameter for message,د پیغام url عوامل وليکئ
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,د دې سند لپاره اتومات تکرار رامینځته شوی
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,په خپل لټون کې راپور وګورئ
apps/frappe/frappe/config/desk.py,Event and other calendars.,دکمپاینونو او نورو کلیزه.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 قطار لازمي)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,ټول برخو کې ضروري دي چې وړاندې د نظر.
DocType: Custom Script,Adds a client custom script to a DocType,ډیک ټایپ ته د پیرودونکي دودیز سکریپټ اضافه کوي
DocType: Print Settings,Printer Name,د چاپ نوم
DocType: Webhook,Form URL-Encoded,د فارم-URL کوډ شوی
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,د ردیفونو کولای شي په px يا٪ ټاکل.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,بیا
DocType: Contact,First Name,اول نوم
DocType: LDAP Settings,LDAP Username Field,LDAP نوم ساحوي
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP وړ ندی.
DocType: Portal Settings,Standard Sidebar Menu,معياري اړخ د پټې Menu
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,د دوتنې تکرار د سند جوړولو ناکامي
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,آیا د کور او ضم پوښيو نه ړنګول
apps/frappe/frappe/config/desk.py,Files,دوتنې
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,حلال پر بنسټ پر هغه څه رولونه د هغوی ګمارل شوي کارنان استعمال شي.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,تاسو اجازه نه لري چې د دې سند د اړوند بریښنالیکونو ته واستوي
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,لطفا له {0} ته ړک / ډله تيروخت 1 کالم انتخاب
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},د {0}: {1} لپاره اجازه نشته. محدوده ساحه: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,وګورئ دا که تاسو ته ستاسو د sandbox API په کارولو سره د پیسو د آزمیښت
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,تاسو اجازه نه لري چې د يوې معياري وېب پاڼه موضوع ړنګول
DocType: Data Import,Log Details,د ننوتلو تفصیلات
DocType: Workflow Transition,Example,بېلګه
DocType: Webhook Header,Webhook Header,د ویب هاک سرلیک
DocType: Access Log,Report Information,د راپور معلومات
DocType: Print Settings,Print Server,چاپ پالنګر
DocType: Workflow State,gift,ډالۍ
DocType: Communication,Timeline Links,د مهال ویش لینکونه
DocType: Workflow Action,Completed By,بشپړ شوي
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},د ضمیمو د موندلو توان نلري {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,لرې نه شي کولای
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,د سرچینو ستاسو لپاره په لټه کې دي شتون نه لري
DocType: Chat Profile,Chat Background,د چیٹ پس منظر
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,مارک په توګه ولولئ د
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},نوي کول {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,ناتوانې راپور
DocType: Translation,Contributed Translation Doctype Name,مرسته شوی د ژباړې لاسوند ډول
DocType: PayPal Settings,Redirect To,د Redirect
DocType: Data Migration Mapping,Pull,کشول
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},د جاوا شکل: frappe.query_reports [ &#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,د حجم تازه
DocType: Workflow State,chevron-up,chevron-up
DocType: DocType,Allow Guest to View,اجازه ميلمه ته ښکاره کړی
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} باید د {1} په شان نه وي
DocType: Webhook,on_change,په
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,{0} توکي د تل لپاره ړنګول؟
apps/frappe/frappe/utils/oauth.py,Not Allowed,نه پرې نږدي
DocType: DocShare,Internal record of document shares,د سند د سهم د داخلي ریکارډ
DocType: Energy Point Settings,Review Levels,د بیاکتنې کچې
DocType: Workflow State,Comment,تبصره
DocType: Data Migration Plan,Postprocess Method,د پوستې پروسس طریقه
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,انځور واخلئ
DocType: Assignment Rule,Round Robin,پړاو روبین
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",تاسو کولای وسپارل اسناد بندول يې او وروسته، د تعديل يې بدل کړي.
DocType: Data Import,Update records,د ریکارډ تازه کول
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,ناسمه ماډل لاره
DocType: DocField,Display,وښایئ
DocType: Email Group,Total Subscribers,Total پېرودونکي
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},سرلیک {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,د قطار شمیره
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.",که يو رول کوي 0 د ليول لاس رسی نه لري، نو په لوړه کچه د دي معنی نه ورکوي.
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Save As
DocType: Comment,Seen,لیدل
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,نور معلومات وښیه
DocType: System Settings,Run scheduled jobs only if checked,یوازې ټاکل شوې دندې پرمخ که وکتل
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,که کړی سرلیکونه دي چارن به يوازې شي ښودل شوی
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,آرشیف
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,دوتنه پورته کول
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",تلواله ارزښت برخو (کیلي) او ارزښتونو ته ننوځي. که تاسو د ساحوي څو ارزښتونو اضافه، د لومړي یو به راټولیږی. چې د &quot;لوبه&quot; اجازه قواعد جوړ دغه افتراضیو هم کاريږي. د برخو لست وګورئ، چې د &quot;دتنظيمولو فورمه&quot; ته ولاړ شي.
DocType: Auto Repeat,Message,پيغام
DocType: Communication,Rating,درجه
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table",دچاپ پلنوالي سره د پټی، که په برخه کې په یوه جدول کې په يوې ستنې کې ده
DocType: Dropbox Settings,Dropbox Access Key,Dropbox لاسرسی لپاره عمده
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,غلط فیلډ <b>نوم نوم {0}</b> د ګمرک نسخه د اضافې فایبر ترتیبولو کې
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,د ګوګل اړیکې غوره کړئ چیرې چې اړیکې باید همغږي شي.
DocType: Web Page,Main Section (HTML),اصلي برخه (HTML)
DocType: Workflow State,headphones,ویولون
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,پاسورډ دې ته اړتيا ده او يا په تمه پاسورډ انتخاب
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,د بيلګې په توګه replies@yourcomany.com. د ټولو ځواب به دې ته درشي راشي.
DocType: Slack Webhook URL,Slack Webhook URL,سلیمان ویبښک URL
DocType: Data Migration Run,Current Mapping,اوسنۍ نقشه
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,د اعتبار وړ بریښنا لیک او نوم ته اړتيا
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,ټولې ضمیمې خصوصي کړئ
