apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Na voljo so nova izdaja {{} za naslednje programe
DocType: DocField,Markdown Editor,Markdown Editor
apps/frappe/frappe/model/document.py,Beginning with,Začenši z
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Predloga za uvoz podatkov
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Pri nastavitvi Privzetih sej je prišlo do napake
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Parent
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},"Od vas smo prejeli zahtevo za prenos vaših {0} podatkov, povezanih z: {1}"
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Če je omogočeno, bo moč gesla se izvrši na podlagi Minimalna vrednost Geslo Score. Vrednost 2 je srednje močna in 4 pa zelo močna."
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Če je omogočeno, bo moč gesla se izvrši na podlagi Minimalna vrednost Geslo Score. Vrednost 2 je srednje močna in 4 pa zelo močna."
DocType: About Us Settings,"""Team Members"" or ""Management""","""Člani skupine"" ali ""Upravniki"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Privzeto za &quot;Check&quot; tip polja morajo biti bodisi &quot;0&quot; ali &quot;1&quot;
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Včeraj
DocType: Contact,Designation,Imenovanje
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Samodejno povezovanje je mogoče aktivirati samo za en e-poštni račun.
DocType: Test Runner,Test Runner,Testna Runner
DocType: Auto Repeat,Monthly,Mesečni
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Omogoči Dohodni
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Nevarnost
DocType: Address,Email Address,Email naslov
DocType: Workflow State,th-large,th-velika
DocType: Communication,Unread Notification Sent,Neprebrano Obvestilo Poslano
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Izvoz ni dovoljeno. Morate {0} vlogo izvoz.
DocType: Assignment Rule,Automatically Assign Documents to Users,Samodejno dodelite dokumente uporabnikom
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Odklopite
DocType: System Settings,In seconds,V nekaj sekundah
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Prekliči {0} dokumente?
DocType: DocType,Is Published Field,Je Objavljeno Polje
DocType: GCalendar Settings,GCalendar Settings,Nastavitve GCalendar
DocType: Email Group,Email Group,Email Group
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Koledar - dogodka {0} iz Google Koledarja ni bilo mogoče izbrisati, koda napake {1}."
DocType: Event,Pulled from Google Calendar,Potegnjeno iz Google Koledarja
DocType: Note,Seen By,Videno od
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Dodaj več
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Pridobili ste nekaj energijskih točk
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Ni veljavna uporabniška slika.
DocType: Energy Point Log,Reverted,Odpravljeno
DocType: Success Action,First Success Message,Prvo sporočilo o uspehu
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,"Ni všeč,"
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Nepravilno vrednost: {0} mora biti {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Lastnosti sprememba polj (hide, samo za branje, dovoljenje itd)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Cenite
DocType: Workflow State,lock,zaklepanje
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Nastavitve Kontakt strani.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrator prijavljeni
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Kontakt možnosti, kot so &quot;Sales poizvedbo Podpora Query&quot; itd vsak na novo progo ali ločeni z vejicami."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Dodaj oznako ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portret
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Insert
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Dovoli dostop do Google Drive
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Izberite {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Vnesite osnovni URL
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Če je omogočen, je dokument označen kot viden, ko ga uporabnik prvič odpre"
DocType: Auto Repeat,Repeat on Day,Ponovi na dan
DocType: DocField,Color,Barva
DocType: Data Migration Run,Log,dnevnik
DocType: Workflow State,indent-right,alinea-desno
DocType: Has Role,Has Role,Ima vlogo
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,"Čas v sekundah, da obdržite QR kodo na strežniku. Min: <strong>240</strong>"
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Vrsta polja {1} za {2} ni mogoče indeksirati
DocType: Dashboard Chart,Timespan,Časovni razpon
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Spletna povezava
DocType: Deleted Document,Restored,obnovljeni
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,Pred 1 minuto
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Poleg System Manager, vloge s Set User Permissions pravica lahko nastavite dovoljenja za druge uporabnike za to Document Type."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Konfigurirajte temo
DocType: Company History,Company History,Zgodovina podjetja
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Ponastavi
DocType: Workflow State,volume-up,Obseg-up
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,"Webhooks, ki kličejo zahteve API v spletne aplikacije"
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Pokaži sled
DocType: DocType,Default Print Format,Privzeto Print Format
DocType: Workflow State,Tags,Oznake
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Brez: Konec Workflow
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} polje ne more biti edinstveno v {1}, ker obstajajo podvojene vrednosti"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Vrste dokumentov
DocType: Address,Jammu and Kashmir,Džamu in Kašmir
DocType: Workflow,Workflow State Field,Workflow država Field
DocType: Language,Guest,Gost
DocType: DocType,Title Field,Naslov Field
DocType: Error Log,Error Log,Error Log
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,Neveljaven URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Zadnjih 7 dni
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""","Ponavljanja kot ""abcabcabc"" je le nekoliko težje uganiti kot ""abc"""
DocType: Notification,Channel,Kanal
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Če menite, da je nedovoljena, prosimo spremenite skrbniško geslo."
DocType: Data Import Beta,Data Import Beta,Beta za uvoz podatkov
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} je obvezna
DocType: Assignment Rule,Assignment Rules,Pravila dodelitve
DocType: Workflow State,eject,izmet
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Polje {0} nismo našli.
DocType: Chat Room,Owner,Lastnik
DocType: Assignment Rule,Rule,Pravilo
DocType: Communication,Visit,Obisk
DocType: LDAP Settings,LDAP Search String,LDAP Search String
DocType: Translation,Translation,prevod
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,gospod
DocType: OAuth Authorization Code,Client,Client
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Izberite stolpec
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,"Ta formular je bil spremenjen, ko ste ga naložili"
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Če ni nastavljeno, bo natančnost valute odvisna od oblike števil"
DocType: System Settings,"If not set, the currency precision will depend on number format","Če ni nastavljeno, bo natančnost valute odvisna od oblike števil"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Odprite Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Zdi se, da obstaja težava s strežniško konfiguracijo črtne kode. V primeru neuspeha bo znesek povrnjen na vaš račun."
DocType: Data Import,Import Log,Dnevnik Uvozov
DocType: User Permission,Apply To All Document Types,Uporabi za vse vrste dokumentov
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Embed slikovnih diaprojekcij na spletnih straneh.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Pošlji
DocType: Workflow Action Master,Workflow Action Name,Workflow Action Name
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DOCTYPE ni mogoče združiti
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Ni datoteka zip
DocType: Global Search DocType,Global Search DocType,DocType globalnega iskanja
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Če želite dodati dinamični predmet, uporabite oznake z oznako <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Obvezno polja, ki se zahtevajo v tabeli {0}, vrstica {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Kapitalizacija ne pomaga veliko.
DocType: Error Snapshot,Friendly Title,Friendly Naslov
DocType: Newsletter,Email Sent?,Email Sent?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Toggle Chart
apps/frappe/frappe/desk/form/save.py,Did not cancel,Ni preklicati
DocType: Social Login Key,Client Information,Informacije o strankah
DocType: Workflow State,plus,plus
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Prijavljen kot gost ali skrbnik
DocType: Email Account,UNSEEN,Unseen
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Upravitelj datotek
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML Header, roboti in preusmeritve"
DocType: GCalendar Account,Refresh Token,Osveži Token
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Za to spletno mesto ni čakajočih ali trenutnih opravil
DocType: Webhook,Doc Event,Doc dogodek
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Vi
DocType: Braintree Settings,Braintree Settings,Nastavitve Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Ustvarjeno je bilo {0} zapisov.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Shrani filter
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Ne morem izbrisati {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Povezava za preverjanje
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Ni predniki
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Glasilo je bilo že poslano
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Prijava se je iztekla, osvežite stran, da znova poskusite"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Razlog
DocType: Email Unsubscribe,Email Unsubscribe,Email Odjavi
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Izberite sliko širine cca 150 slikovnih pik s prozornim ozadjem za najboljše rezultate.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Brez aktivnosti
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Aplikacije tretjih oseb
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Prvi uporabnik bo postala System Manager (lahko spremenite kasneje).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Ne morete sami dati ocene
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType mora biti predložen za izbrani dokument o dogodkih
DocType: Workflow State,circle-arrow-up,Krog-arrow-up
DocType: Email Domain,Email Domain,E-pošta domen
DocType: Workflow State,italic,ležeče
DocType: LDAP Group Mapping,ERPNext Role,Vloga ERPNext
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: Ne morem uvoziti brez novega zapisa
DocType: SMS Settings,Enter url parameter for message,Vnesite url parameter za sporočila
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Za ta dokument je bila ustvarjena samodejna ponovitev
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Ogled poročila v vašem brskalniku
apps/frappe/frappe/config/desk.py,Event and other calendars.,Dogodek in drugih koledarjev.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 vrstica obvezna)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,"Vsa polja so potrebni, da predloži pripombe."
DocType: Custom Script,Adds a client custom script to a DocType,Doda skript odjemalca po meri v DocType
DocType: Print Settings,Printer Name,Ime tiskalnika
DocType: Webhook,Form URL-Encoded,URL obrazca zakodiran
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Širine lahko nastavite v PX ali%.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Začetek
DocType: Contact,First Name,Ime
DocType: LDAP Settings,LDAP Username Field,LDAP ime polja
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP ni omogočen.
DocType: Portal Settings,Standard Sidebar Menu,Standardna stranska vrstica Meni
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Samodejno ponovite neuspeh pri ustvarjanju dokumenta
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,"Mape ""Dom"" in ""Priponke"" ni mogoče izbrisati"
apps/frappe/frappe/config/desk.py,Files,Datoteke
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,"Dovoljenja se uporabljajo na uporabnike, ki temelji na tisto, kar Vloge so dodeljeni."
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Niste dovoljeno pošiljati e-pošto v zvezi s tem dokumentom
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Izberite atleast 1 stolpec {0} razvrstiti / skupini
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Ni dovoljeno za {0}: {1}. Polje z omejitvami: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,"Izberite to, če se testiranje plačilo z API-jem Sandbox"
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Niste dovoljeno izbrisati standardnem spletišču Theme
DocType: Data Import,Log Details,Podrobnosti dnevnika
DocType: Workflow Transition,Example,Primer
DocType: Webhook Header,Webhook Header,Glava spletnega ure
DocType: Access Log,Report Information,Informacije o poročilu
DocType: Print Settings,Print Server,Strežnik za tiskanje
DocType: Workflow State,gift,darilo
DocType: Communication,Timeline Links,Časovne povezave
DocType: Workflow Action,Completed By,Dokončano z
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Ni mogoče najti prilogo {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,ni mogoče odstraniti
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,"Vir, ki ga iščete, ni na voljo"
DocType: Chat Profile,Chat Background,Ozadje klepeta
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Označi kot Prebrano
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Posodabljanje {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Onemogoči Poročilo
DocType: Translation,Contributed Translation Doctype Name,Ime prispevanega prevodnega dotipa
DocType: PayPal Settings,Redirect To,Preusmeritev Da
DocType: Data Migration Mapping,Pull,Potegni
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript obliko: frappe.query_reports [&#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,Bulk Update
DocType: Workflow State,chevron-up,Chevron-up
DocType: DocType,Allow Guest to View,Dovoli Gost Ogled
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} ne sme biti isti kot {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Brisanje {0} zadetka trajno?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Ni dovoljeno
DocType: DocShare,Internal record of document shares,Notranji zapis delnic dokumentov
DocType: Energy Point Settings,Review Levels,Pregled ravni
DocType: Workflow State,Comment,Komentar
DocType: Data Migration Plan,Postprocess Method,Postprocesna metoda
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Fotografirajte
DocType: Assignment Rule,Round Robin,Okrogli robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Lahko spremenite predložil listine, ki so jih odpovedi in nato njihovo spremembo."
DocType: Data Import,Update records,Posodobi zapise
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Neveljavna pot modula
DocType: DocField,Display,Display
DocType: Email Group,Total Subscribers,Skupaj Naročniki
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Na vrh {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Številka vrstice
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Če vloga nima dostopa na ravni 0, nato pa višje ravni so nesmiselne."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Shrani kot
DocType: Comment,Seen,Seen
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Prikaži več podrobnosti
DocType: System Settings,Run scheduled jobs only if checked,"Run rednih delovnih mest, če preverja le"
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,"Bo prikazan samo, če so omogočene oddelek naslovi"
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Arhiv
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Prenos datoteke
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Vnesite polja privzeto vrednost (ključ) in vrednote. Če dodate več vrednosti za polje, bo izbrala prva. Te privzete vrednosti se uporabljajo tudi za določitev &quot;ujemata&quot; pravila dovoljenj. Če si želite ogledati seznam področij, pojdite na &quot;Customize obrazcu&quot;."
DocType: Auto Repeat,Message,Sporočilo
DocType: Communication,Rating,Ocena
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Natisniti širine polja, če je polje stolpec v tabeli"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox Dostop Key
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Napačna polja <b>{0}</b> v add_fetch konfiguraciji skripta po meri
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,"Izberite Googlove stike, s katerimi naj bo stik sinhroniziran."
DocType: Web Page,Main Section (HTML),Glavni razdelek (HTML)
DocType: Workflow State,headphones,slušalke
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Geslo je potrebno ali izberite Čakanje geslo
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,npr replies@yourcomany.com. Vsi odgovori bodo prišli do tega Prejeto.
DocType: Slack Webhook URL,Slack Webhook URL,Slack spletni naslov URL-ja
DocType: Data Migration Run,Current Mapping,Trenutna kartiranje
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Veljaven email in ime obvezna
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Naj bodo vse priloge zasebne
DocType: User,Send Notifications for documents followed by me,"Pošljite obvestila za dokumente, ki mi sledijo"
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Dodajte uporabniška dovoljenja
DocType: Session Default Settings,Session Default Settings,Privzete nastavitve seje
DocType: Address,Current,Trenutna
DocType: Address,Current,Trenutna
apps/frappe/frappe/config/core.py,Groups of DocTypes,Skupine DocTypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Ponastavi geslo
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Prikaži vikende
DocType: Workflow State,remove-circle,odstranite-krog
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Moj profil
DocType: Help Article,Beginner,začetnik
DocType: Contact,Is Primary Contact,Je Primarni Kontakt
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,Javascript priložiti k vzglavje strani.
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Dodaj / posodobi
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,Ni dovoljeno za tiskanje osnutkov dokumentov
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,Ponastavi na privzete vrednosti
DocType: Workflow,Transition Rules,Prehodna pravila
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,Prikažejo se samo prve {0} vrstice v predogledu
apps/frappe/frappe/core/doctype/report/report.js,Example:,Primer:
DocType: Workflow,Defines workflow states and rules for a document.,Definira države potek dela in pravila za dokument.
DocType: Workflow State,Filter,Filter
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},Za več informacij preverite dnevnik napak: {0}
