apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,खालील अॅप्ससाठी नवीन {} रिलीझ उपलब्ध आहेत
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,निर्यातीला परवानगी दिली नाही. आपण निर्यात {0} भूमिका आवश्यक आहे.
DocType: Assignment Rule,Automatically Assign Documents to Users,वापरकर्त्यांना स्वयंचलितपणे कागदपत्रे द्या
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,अनपिन करा
DocType: System Settings,In seconds,सेकंदांमध्ये
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,{0} दस्तऐवज रद्द करायचे?
DocType: DocType,Is Published Field,फील्ड प्रकाशित आहे
DocType: GCalendar Settings,GCalendar Settings,GCalendar सेटिंग्ज
DocType: Email Group,Email Group,ई-मेल गट
DocType: Event,Pulled from Google Calendar,Google कॅलेंडरवरून खेचले
DocType: Note,Seen By,करून पाहिले
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,अनेक जोडा
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,आपण काही उर्जा बिंदू मिळवले
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,एक वैध वापरकर्ता प्रतिमा नाही
DocType: Energy Point Log,Reverted,परत केले
DocType: Success Action,First Success Message,प्रथम यशस्वी संदेश
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,आवडत नाही
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},अयोग्य मूल्य: {0} असणे आवश्यक आहे {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","बदला क्षेत्रात गुणधर्म (कातडे, केवळ वाचनीय, परवानगी इ)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,कौतुक
DocType: Workflow State,lock,लॉक
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,आमच्याशी संपर्क साधा पृष्ठ सेटिंग्ज.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,प्रशासक लॉग-इन झाला मध्ये
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","""विक्री क्वेरी, समर्थन क्वेरी"" इत्यादी सारखे संपर्क पर्याय, प्रत्येक एका  नवीन ओळीवर  किंवा स्वल्पविरामाने विभक्त केले ."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,एक टॅग जोडा ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,पोर्ट्रेट
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,घाला
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Google ड्राइव्ह प्रवेश परवानगी द्या
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},निवडा {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,कृपया मूळ URL प्रविष्ट करा
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","सक्षम असल्यास, कागदजत्र पाहिलेले म्हणून चिन्हांकित केले आहे, वापरकर्त्याने प्रथमच ते उघडले"
DocType: Auto Repeat,Repeat on Day,दिवसाची पुनरावृत्ती करा
DocType: DocField,Color,रंग
DocType: Data Migration Run,Log,लॉग
DocType: Workflow State,indent-right,मागणीपत्र-योग्य
DocType: Has Role,Has Role,भूमिका आहे
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,सर्व्हरवर QR कोड प्रतिमा ठेवण्यासाठी सेकंदांचा कालावधी. किमान: <strong>240</strong>
DocType: Dashboard Chart,Timespan,कालावधी
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,वेब लिंक
DocType: Deleted Document,Restored,पुनर्संचयित
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 मिनिटा पूर्वी
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","आमच्या प्रणाली व्यवस्थापक पासून, सेट वापरकर्ता परवानग्या सह भूमिका योग्य त्या दस्तऐवज प्रकार इतर वापरकर्त्यांची परवानगी सेट करू शकता."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,थीम कॉन्फिगर करा
DocType: Company History,Company History,कंपनी इतिहास
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,रीसेट करा
DocType: Workflow State,volume-up,खंड-अप
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,WebHooks वेब अनुप्रयोगांमध्ये कॉलिंग API विनंत्या
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,ट्रेसबॅक दर्शवा
DocType: DocType,Default Print Format,डीफॉल्ट मुद्रण स्वरूप
DocType: Workflow State,Tags,टॅग्ज
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,काहीही नाही: कार्यप्रवाहाच्या  शेवटी
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} क्षेत्रात बिगर अद्वितीय विद्यमान मूल्ये आहेत , म्हणून {1} मधे  अद्वितीय सेट केले जाऊ शकत नाही"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,दस्तऐवज प्रकार
DocType: Address,Jammu and Kashmir,जम्मू आणि काश्मीर
DocType: Workflow,Workflow State Field,कार्यपद्धत राज्य फील्ड
DocType: Language,Guest,अतिथी
DocType: DocType,Title Field,शीर्षक फील्ड
DocType: Error Log,Error Log,त्रुटी लॉग
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,अवैध URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,शेवटचे 7 दिवस
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",&quot;Abcabcabc&quot; &quot;abc&quot; पेक्षा अंदाज फक्त किंचित अजून आहेत जसे पुनरावृत्ती
DocType: Notification,Channel,चॅनेल
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.",आपण या अनधिकृत आहे असे वाटत असेल तर प्रशासक पासवर्ड बदला.
DocType: Data Import Beta,Data Import Beta,डेटा आयात बीटा
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} अनिवार्य आहे
DocType: Assignment Rule,Assignment Rules,असाइनमेंट नियम
DocType: Workflow State,eject,जागा
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,फील्ड {0} आढळले नाही.
DocType: Chat Room,Owner,मालक
DocType: Assignment Rule,Rule,नियम
DocType: Communication,Visit,भेट द्या
DocType: LDAP Settings,LDAP Search String,LDAP शोध स्ट्रिंग
DocType: Translation,Translation,भाषांतर
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,श्री
DocType: OAuth Authorization Code,Client,क्लायंट
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,स्तंभ निवडा
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,आपण ते लोड केल्यानंतर हा फॉर्म संपादित केला  गेला आहे
DocType: Address,Himachal Pradesh,हिमाचल प्रदेश
DocType: System Settings,"If not set, the currency precision will depend on number format","सेट न केल्यास, चलन सुस्पष्टता क्रमांक स्वरूप अवलंबून असेल"
DocType: System Settings,"If not set, the currency precision will depend on number format","सेट न केल्यास, चलन सुस्पष्टता क्रमांक स्वरूप अवलंबून असेल"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,अद्भुतबार उघडा
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","असे दिसते की सर्व्हरच्या स्ट्रीप कॉन्फिगरेशनमध्ये एक समस्या आहे. अयशस्वी झाल्यास, रक्कम आपल्या खात्यात परत केली जाईल."
DocType: Data Import,Import Log,आयात लॉग
DocType: User Permission,Apply To All Document Types,सर्व दस्तऐवज प्रकारांवर अर्ज करा
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,वेबसाइट पानांमधील  एम्बेड प्रतिमा चे स्लाइड शो .
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,पाठवा
DocType: Workflow Action Master,Workflow Action Name,कार्यपद्धत क्रिया नाव
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType विलीन करणे शक्य नाही
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,नाही एक zip फाइल
DocType: Global Search DocType,Global Search DocType,ग्लोबल सर्च डॉकटाइप
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","डायनॅमिक विषय जोडण्यासाठी, जेंजा टॅग्जचा वापर करा <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","टेबल {0} मध्ये अनिवार्य फील्ड, रांगेतील {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,कॅपिटल अक्षरांचा उपयोग खूप मदत करत नाही.
DocType: Error Snapshot,Friendly Title,अनुकूल शीर्षक
DocType: Newsletter,Email Sent?,ई-मेल पाठविले?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,चार्ट टॉगल करा
apps/frappe/frappe/desk/form/save.py,Did not cancel,रद्द करू शकला नाही
DocType: Social Login Key,Client Information,ग्राहक माहिती
DocType: Workflow State,plus,अधिक
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,अतिथी किंवा प्रशासक म्हणून लॉग-इन झाला
DocType: Email Account,UNSEEN,न पाहिलेला
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,फाइल व्यवस्थापक
DocType: Website Settings,"HTML Header, Robots and Redirects","एचटीएमएल शीर्षलेख, रोबोट्स आणि पुनर्निर्देशने"
DocType: GCalendar Account,Refresh Token,रिफ्रेश टोकन
DocType: Address,Goa,गोवा
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,या साइटसाठी प्रलंबित किंवा सद्य नोकर्‍या नाहीत
DocType: Webhook,Doc Event,डॉक इव्हेंट
apps/frappe/frappe/public/js/frappe/utils/user.js,You,आपण
DocType: Braintree Settings,Braintree Settings,ब्रेनट्री सेटिंग्ज
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,यशस्वीरित्या {0} रेकॉर्ड तयार केले.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,फिल्टर जतन करा
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},{0} हटवू शकत नाही
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,सत्यापन दुवा
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,च्या नाही पुर्ववर्ती
DocType: Address,Jharkhand,झारखंड
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,वृत्तपत्र यापूर्वीच पाठविला गेला आहे
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","लॉग इन सत्र कालबाह्य, पुन्हा प्रयत्न करण्यासाठी पृष्ठ रीफ्रेश करा"
DocType: Communication,BCC,बीसीसी
DocType: Unhandled Email,Reason,कारण
DocType: Email Unsubscribe,Email Unsubscribe,ईमेल सदस्यता रद्द करा
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,उत्तम परिणामासाठी  एक पारदर्शक पार्श्वभूमी साधारण रुंदी 150 पिक्सेल असलेली एक प्रतिमा निवडा.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,कोणताही क्रियाकलाप नाही
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,तृतीय पक्ष अॅप्स
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,प्रथम वापरकर्ता प्रणाली व्यवस्थापक होईल(आपण हे नंतर बदलू शकता).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,आपण स्वत: ला पुनरावलोकन बिंदू देऊ शकत नाही
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,डॉक्ट टाईप निवडलेल्या डॉक इव्हेंटसाठी सबमिशनयोग्य असणे आवश्यक आहे
DocType: Workflow State,circle-arrow-up,मंडळ-बाण-अप
DocType: Email Domain,Email Domain,ईमेल डोमेन
DocType: Workflow State,italic,तिर्यक
DocType: LDAP Group Mapping,ERPNext Role,ईआरपीनेक्स्ट रोल
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: आयात तयार केल्याशिवाय सेट करू शकत नाही
DocType: SMS Settings,Enter url parameter for message,संदेश साठी मापदंड प्रविष्ट करा
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,या दस्तऐवजासाठी स्वयं पुनरावृत्ती तयार केली
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,आपल्या ब्राउझरमध्ये अहवाल पहा
apps/frappe/frappe/config/desk.py,Event and other calendars.,कार्यक्रम आणि इतर कॅलेंडर
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 पंक्ती अनिवार्य)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,सर्व फील्ड टिप्पणी सादर करणे आवश्यक आहे.
DocType: Custom Script,Adds a client custom script to a DocType,डॉकटाइपवर क्लायंट सानुकूल स्क्रिप्ट जोडते
DocType: Print Settings,Printer Name,प्रिंटरचे नाव
DocType: Webhook,Form URL-Encoded,फॉर्म यूआरएल-एन्कोड केलेले
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,रुंदी पीएक्स किंवा% मध्ये सेट केले जाऊ शकते.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,प्रारंभ
DocType: Contact,First Name,प्रथम नाव
DocType: LDAP Settings,LDAP Username Field,LDAP वापरकर्तानाव फील्ड
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP सक्षम केलेले नाही.
DocType: Portal Settings,Standard Sidebar Menu,मानक साइडबार मेनू
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,स्वयं पुनरावृत्ती दस्तऐवज निर्मिती अयशस्वी
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,घर आणि संलग्नक फोल्डर्स डिलीट करू शकत नाही
apps/frappe/frappe/config/desk.py,Files,फायली
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,परवानग्या  वापरकर्त्यांना ते काय भूमिका करत आहेत यावर आधारित लागू होतात .
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,आपल्याला या दस्तऐवजात संबंधित ईमेल पाठवण्याची परवानगी नाही
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,कृपया {0} वर्गीकरण करणे / गट किमान 1 स्तंभ निवडा
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,"आपण Sandbox API वापरून आपल्या भरणा चाचणी घेत आहोत, तर हे तपासा"
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,आपल्याला  मानक वेबसाइट थीम हटवण्यास  परवानगी नाही
DocType: Data Import,Log Details,लॉग तपशील
DocType: Workflow Transition,Example,उदाहरण
DocType: Webhook Header,Webhook Header,Webhook शीर्षलेख
DocType: Access Log,Report Information,अहवाल माहिती
DocType: Print Settings,Print Server,प्रिंट सर्व्हर
DocType: Workflow State,gift,भेट
DocType: Communication,Timeline Links,टाइमलाइन दुवे
DocType: Workflow Action,Completed By,द्वारा पूर्ण
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},संलग्नक {0} शोधू शकला नाही
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,काढा करू शकत नाही
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,आपण शोधत आहात संसाधन उपलब्ध नाही
DocType: Chat Profile,Chat Background,चॅट पार्श्वभूमी
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,वाचलेले म्हणून चिन्हांकित करा
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},{0} अद्यतनित करत आहे
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,अक्षम करा अहवाल
DocType: Translation,Contributed Translation Doctype Name,सहयोगी भाषांतर दस्तऐवजाचे नाव
DocType: PayPal Settings,Redirect To,पुनर्निर्देशित
DocType: Data Migration Mapping,Pull,खेचणे
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},जावास्क्रिप्ट स्वरूप: frappe.query_reports [&#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,मोठ्या प्रमाणात अद्यतन
DocType: Workflow State,chevron-up,शेवरॉन -वर
DocType: DocType,Allow Guest to View,अतिथी पहा परवानगी द्या
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,कायमचे {0} आयटम हटवायचे?
apps/frappe/frappe/utils/oauth.py,Not Allowed,परवानगी नाही
DocType: DocShare,Internal record of document shares,दस्तऐवज समभाग अंतर्गत रेकॉर्ड
DocType: Energy Point Settings,Review Levels,पुनरावलोकन स्तर
DocType: Workflow State,Comment,टिप्पणी
DocType: Data Migration Plan,Postprocess Method,पोस्टप्रक्रिया पद्धत
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,छायाचित्र घे
DocType: Assignment Rule,Round Robin,गोल रॉबिन
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","आपण त्यांना दुरूस्ती करून , नंतर त्यांना रद्द सादर केलेली  कागदपत्रे बदलू शकता."
DocType: Data Import,Update records,रेकॉर्ड अद्यतनित करा
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,अवैध मॉड्यूल पथ
DocType: DocField,Display,प्रदर्शन
DocType: Email Group,Total Subscribers,एकूण सदस्य
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},शीर्ष {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,पंक्ती क्रमांक
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","एक भूमिका लेव्हल 0 प्रवेश नाही, तर उच्च पातळी निरर्थक आहेत."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,म्हणून जतन करा
DocType: Comment,Seen,पाहिले
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,अधिक तपशील दर्शवा
DocType: System Settings,Run scheduled jobs only if checked,तपासल्यास फक्त अनुसूचित रोजगार चालवा
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,विभाग शीर्षकाच्या सक्षम केले असल्यास फक्त दर्शविले जाईल
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,संग्रहण
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,फाइल अपलोड करा
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","डीफॉल्ट मूल्य फील्ड (कळा) आणि मूल्ये प्रविष्ट करा. आपण एक शेत एकाधिक मूल्ये बेरीज केली तर, प्रथम एक पकडले जाईल. या मुलभूत देखील &quot;मॅच&quot; परवानगी नियम सेट करण्यासाठी वापरले जातात. फील्ड सूची पाहण्यासाठी, &quot;ऐच्छिक फॉर्म&quot; वर जा."
DocType: Auto Repeat,Message,संदेश
