apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Mpya {} iliyotolewa kwa programu zifuatazo zinapatikana
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,Kidogo cha sehemu inayozunguka sehemu (sarafu). Kwa mfano 1 cent kwa dola na inapaswa kuingizwa kama 0.01
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Row {1}"
DocType: DocField,Markdown Editor,Mhariri wa alama ya chini
apps/frappe/frappe/model/document.py,Beginning with,Kuanza na
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Kigezo cha Kuingiza Data
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Kosa limetokea wakati wa kuweka Defaults za Kikao
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Mzazi
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},Tumepokea ombi kutoka kwako kupakua data yako ya {0} inayohusishwa na: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Ikiwa imewezeshwa, nguvu ya nenosiri itatekelezwa kwa kuzingatia thamani ya chini ya alama ya alama ya nenosiri. Thamani ya 2 kuwa kati ya nguvu na 4 kuwa na nguvu sana."
DocType: About Us Settings,"""Team Members"" or ""Management""",&quot;Wanachama wa Timu&quot; au &quot;Usimamizi&quot;
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Kipengee cha &#39;Angalia&#39; aina ya shamba lazima iwe &#39;0&#39; au &#39;1&#39;
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Jana
DocType: Contact,Designation,Uteuzi
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Kuunganisha Moja kwa moja kunaweza kuamilishwa kwa Akaunti moja ya barua pepe.
DocType: Test Runner,Test Runner,Mchezaji wa Mtihani
DocType: Auto Repeat,Monthly,Kila mwezi
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Wezesha Kuingia
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Hatari
DocType: Address,Email Address,Barua pepe
DocType: Workflow State,th-large,th-kubwa
DocType: Communication,Unread Notification Sent,Arifa isiyojuliwa Imetumwa
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Uhamishaji haruhusiwi. Unahitaji {0} jukumu la kuuza nje.
DocType: Assignment Rule,Automatically Assign Documents to Users,Patia Hati moja kwa moja kwa Watumiaji
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Ondoa
DocType: System Settings,In seconds,Kwa sekunde
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Futa {0} nyaraka?
DocType: DocType,Is Published Field,Inayochapishwa Field
DocType: GCalendar Settings,GCalendar Settings,Mipangilio ya GCalendar
DocType: Email Group,Email Group,Kundi la barua pepe
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Kalenda ya Google - Haikuweza kufuta Tukio {0} kutoka Kalenda ya Google, nambari ya kosa {1}."
DocType: Event,Pulled from Google Calendar,Iliyohamishwa kutoka Kalenda ya Google
DocType: Note,Seen By,Kuonekana na
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Ongeza Multiple
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Ulipata sehemu za nishati
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Sio Picha ya Mtumiaji halali.
DocType: Energy Point Log,Reverted,Imerudishwa
DocType: Success Action,First Success Message,Ujumbe wa Kwanza wa Mafanikio
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Si kama
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Thamani isiyo sahihi: {0} lazima {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Badilisha mali ya shamba (kujificha, readonly, ruhusa nk)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Thamini
DocType: Workflow State,lock,funga
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Mipangilio ya Wasiliana Nasi Ukurasa.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Msimamizi ameingia
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Chaguo za mawasiliano, kama &quot;Swali la Mauzo, Swali la Kusaidia&quot; nk kila mmoja kwenye mstari mpya au kutengwa kwa vitendo."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Ongeza lebo ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Picha
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Ingiza
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Ruhusu Ufikiaji wa Hifadhi ya Google
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Chagua {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Tafadhali ingiza URL ya msingi
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Ikiwa imewezeshwa, hati imewekwa alama kama inavyoonekana, mara ya kwanza mtumiaji kuifungua"
DocType: Auto Repeat,Repeat on Day,Rudia Siku
DocType: DocField,Color,Rangi
DocType: Data Migration Run,Log,Ingia
DocType: Workflow State,indent-right,indent-haki
DocType: Has Role,Has Role,Inahusika
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Muda kwa sekunde ili kuhifadhi picha ya QR kwenye seva. Kidogo: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Fieldtype {1} kwa {2} haiwezi kuelekezwa
DocType: Dashboard Chart,Timespan,Timespan
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Kiungo cha Mtandao
DocType: Deleted Document,Restored,Imerejeshwa
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,Dakika 1 iliyopita
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Mbali na Meneja wa Mfumo, majukumu na Hifadhi ya Mtumiaji wa Kuweka haki inaweza kuweka ruhusa kwa watumiaji wengine kwa Aina hiyo ya Nyaraka."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Sanidi Kisa
DocType: Company History,Company History,Historia ya Kampuni
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Weka upya
DocType: Workflow State,volume-up,kiasi-up
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Maombi ya Mtandao wa API wito kwenye programu za wavuti
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Onyesha Traceback
DocType: DocType,Default Print Format,Mpangilio wa Chaguo-msingi
DocType: Workflow State,Tags,Vitambulisho
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Hapana: Mwisho wa Kazi ya Kazi
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} shamba haliwezi kuweka kama ya kipekee katika {1}, kwa kuwa kuna maadili yasiyo ya kipekee yaliyopo"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Aina za Hati
DocType: Address,Jammu and Kashmir,Jammu na Kashmir
DocType: Workflow,Workflow State Field,Field Field State
DocType: Language,Guest,Mgeni
DocType: DocType,Title Field,Siri ya Kichwa
DocType: Error Log,Error Log,Ingia ya Hitilafu
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,URL batili
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Siku 7 zilizopita
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Kurudia kama &quot;abcabcabc&quot; ni vigumu kidogo tu nadhani kuliko &quot;abc&quot;
DocType: Notification,Channel,Kituo
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Ikiwa unafikiri hii haikubaliki, tafadhali pesa nenosiri la Msimamizi."
DocType: Data Import Beta,Data Import Beta,Beta ya kuagiza data
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} ni lazima
DocType: Assignment Rule,Assignment Rules,Sheria za mgawo
DocType: Workflow State,eject,jaribu
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Shamba {0} haipatikani.
DocType: Chat Room,Owner,Mmiliki
DocType: Assignment Rule,Rule,Utawala
DocType: Communication,Visit,Tembelea
DocType: LDAP Settings,LDAP Search String,Utafutaji wa LDAP String
DocType: Translation,Translation,Tafsiri
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Bwana
DocType: OAuth Authorization Code,Client,Mteja
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Chagua Safu
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Fomu hii imebadilishwa baada ya kuipakia
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Ikiwa haijawekwa, usahihi wa sarafu itategemea muundo wa namba"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Fungua Abaromebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Inaonekana kwamba kuna suala la usanidi wa stripe ya seva. Katika hali ya kushindwa, kiasi hicho kitarejeshwa kwa akaunti yako."
DocType: Data Import,Import Log,Ingia Ingia
DocType: User Permission,Apply To All Document Types,Tuma ombi kwa Aina zote za Hati
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Ingiza picha za slideshows kwenye kurasa za tovuti.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Tuma
DocType: Workflow Action Master,Workflow Action Name,Jina la Action Action
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType haiwezi kuunganishwa
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Si faili ya zip
DocType: Global Search DocType,Global Search DocType,Mtandao wa Utaftaji wa Global
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Ili kuongeza somo la nguvu, tumia tags za jinja kama <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Maswala ya lazima inahitajika kwenye meza {0}, Row {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Mtaji haukusaidia sana.
DocType: Error Snapshot,Friendly Title,Title Friendly
DocType: Newsletter,Email Sent?,Imepelekwa kwa barua pepe?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Chagua Chati
apps/frappe/frappe/desk/form/save.py,Did not cancel,Haikufuta
DocType: Social Login Key,Client Information,Maelezo ya Mteja
DocType: Workflow State,plus,pamoja
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Imeingia kama Mgeni au Msimamizi
DocType: Email Account,UNSEEN,UNSEEN
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Meneja wa faili
DocType: Website Settings,"HTML Header, Robots and Redirects","Mkuu wa HTML, Robots na Uelekezaji"
DocType: GCalendar Account,Refresh Token,Rejea Kitambulisho
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Hakuna kazi inayosubiri au ya sasa ya tovuti hii
DocType: Webhook,Doc Event,Tukio la Doc
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Wewe
DocType: Braintree Settings,Braintree Settings,Mipangilio ya Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Imeunda rekodi {0} zilizofanikiwa.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Hifadhi Filter
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Haiwezi kufuta {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Kiunga cha Uthibitishaji
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Si Ancestors Of
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Jarida tayari limepelekwa
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Kipindi cha kuingia kimekamilika, furahisha ukurasa ili ujaribu tena"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Sababu
DocType: Email Unsubscribe,Email Unsubscribe,Barua ya kujiondoa
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Chagua picha ya upana wa wastani wa 150px na background ya uwazi kwa matokeo bora.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Hakuna shughuli
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Programu ya Tatu
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Mtumiaji wa kwanza atakuwa Meneja wa Mfumo (unaweza kubadilisha hii baadaye).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Hauwezi kujipa nukuu za ukaguzi kwako
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType lazima iwasilishwe kwa Tukio la Doc iliyochaguliwa
DocType: Workflow State,circle-arrow-up,mduara-mshale-up
DocType: Email Domain,Email Domain,Barua pepe ya
DocType: Workflow State,italic,italiki
DocType: LDAP Group Mapping,ERPNext Role,Jukumu la ERPNext
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: Haiwezi kuweka Kuingiza bila Kujenga
DocType: SMS Settings,Enter url parameter for message,Ingiza parameter ya url kwa ujumbe
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Kurudia kiotomatiki iliyoundwa kwa hati hii
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Tazama ripoti kwenye kivinjari chako
apps/frappe/frappe/config/desk.py,Event and other calendars.,Tukio na kalenda nyingine.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (lazima 1 safu)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Mashamba yote ni muhimu kuwasilisha maoni.
DocType: Custom Script,Adds a client custom script to a DocType,Anaongeza hati maalum ya mteja kwenye Hati ya Hati
DocType: Print Settings,Printer Name,Jina la Printer
DocType: Webhook,Form URL-Encoded,Fomu URL-Iliyosimbwa
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Upana unaweza kuweka katika px au%.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Anza
DocType: Contact,First Name,Jina la kwanza
DocType: LDAP Settings,LDAP Username Field,Jina la mtumiaji wa LDAP
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP haijawashwa.
DocType: Portal Settings,Standard Sidebar Menu,Menyu ya Sidebar ya Kawaida
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Shtaka la Kurudia Uundaji wa Hati
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Haiwezi kufuta folda za Nyumbani na Vifungo
apps/frappe/frappe/config/desk.py,Files,Faili
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Ruhusa hutumiwa kwa Watumiaji kulingana na dhima ambazo zinawapa.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Huruhusiwi kupeleka barua pepe zinazohusiana na waraka huu
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Tafadhali chagua safu ya safu ya 1 kutoka {0} ili kutatua / kikundi
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Hairuhusiwi kwa {0}: {1}. Sehemu iliyofungwa: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Angalia hii ikiwa unapima malipo yako kwa kutumia Sandbox API
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Huruhusiwi kufuta Mandhari ya Tovuti ya kawaida
DocType: Data Import,Log Details,Maelezo ya Ingia
DocType: Workflow Transition,Example,Mfano
DocType: Webhook Header,Webhook Header,Kiongozi wa Mtandao
DocType: Access Log,Report Information,Ripoti Habari
DocType: Print Settings,Print Server,Swali la Kuchapa
DocType: Workflow State,gift,zawadi
DocType: Communication,Timeline Links,Viungo vya wakati
DocType: Workflow Action,Completed By,Imekamilishwa na
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Haiwezi kupata attachment {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Haiwezi Kuondoa
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Rasilimali unayotafuta haipatikani
DocType: Chat Profile,Chat Background,Historia ya Mazungumzo
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Andika kama Soma
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Inasisha {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Zima Ripoti
DocType: Translation,Contributed Translation Doctype Name,Imechangiwa Jina la Doctype Jina
DocType: PayPal Settings,Redirect To,Rejea Kwa
DocType: Data Migration Mapping,Pull,Piga
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},Jarida la Javascript: vivutio vya usafiri [&#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,Mwisho Mwingi
DocType: Workflow State,chevron-up,chevron-up
DocType: DocType,Allow Guest to View,Ruhusu Mtazamo Kuangalia
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} haipaswi kuwa sawa na {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Futa {0} vitu kwa kudumu?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Hairuhusiwi
DocType: DocShare,Internal record of document shares,Rekodi ya ndani ya hisa za hati
DocType: Energy Point Settings,Review Levels,Viwango vya Mapitio
DocType: Workflow State,Comment,Maoni
DocType: Data Migration Plan,Postprocess Method,Njia ya Utumaji
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Piga picha
DocType: Assignment Rule,Round Robin,Mzunguko wa Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Unaweza kubadilisha nyaraka zilizowasilishwa kwa kufuta yao na kisha, kuzibadilisha."
DocType: Data Import,Update records,Sasisha rekodi
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Njia ya moduli isiyo sahihi
DocType: DocField,Display,Onyesha
DocType: Email Group,Total Subscribers,Wajumbe Wote
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Juu {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Nambari ya Row
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Ikiwa Kazi haipatikani kwenye kiwango cha 0, viwango vya juu havikuwa na maana."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Hifadhi Kama
DocType: Comment,Seen,Angalia
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Onyesha maelezo zaidi
DocType: System Settings,Run scheduled jobs only if checked,Fanya ajira zilizopangwa tu ikiwa zimeangaliwa
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,Itaonyeshwa tu ikiwa vichwa vya sehemu vinawezeshwa
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Sakinisha
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Weka Pakia
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Ingiza mashamba ya thamani ya msingi (funguo) na maadili. Ikiwa unaongeza maadili mengi kwa shamba, la kwanza litachukuliwa. Vikwazo hivi pia hutumiwa kuweka &quot;mechi&quot; ya sheria za ruhusa. Kuona orodha ya mashamba, nenda kwenye &quot;Fomu ya Customize&quot;."
DocType: Auto Repeat,Message,Ujumbe
DocType: Communication,Rating,Upimaji
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Piga upana wa shamba, ikiwa uwanja ni safu katika meza"
DocType: Dropbox Settings,Dropbox Access Key,Kitufe cha Upatikanaji wa Dropbox
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Jina la uwanja mbaya <b>{0}</b> katika usanidi wa add_fetch wa hati maalum
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,Chagua Anwani za Google kwa anwani ambayo inapaswa kusawazishwa.
DocType: Web Page,Main Section (HTML),Sehemu kuu (HTML)
DocType: Workflow State,headphones,vichwa vya sauti
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Neno la siri linahitajika au chagua Nywila ya Kusubiri
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,mfano replies@yourcomany.com. Jibu zote zitakuja kwenye kikasha hiki.
DocType: Slack Webhook URL,Slack Webhook URL,Slack URL ya Mtandao
DocType: Data Migration Run,Current Mapping,Ramani ya Sasa
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Barua pepe na jina linalofaa
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Fanya viambatisho vyote kuwa vya faragha
DocType: User,Send Notifications for documents followed by me,Tuma arifu za hati zilizofuatwa na mimi
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Ongeza Ruhusa za Mtumiaji
DocType: Session Default Settings,Session Default Settings,Mpangilio wa Chaguo cha Kikao
DocType: Address,Current,Sasa
apps/frappe/frappe/config/core.py,Groups of DocTypes,Vikundi vya DocTypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Weka upya nenosiri lako
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Onyesha mwisho wa wiki
DocType: Workflow State,remove-circle,kuondoa-mzunguko
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Profaili yangu
