apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,ማጣሪያዎችን በማስቀመጥ ላይ ስህተት ነበር
apps/frappe/frappe/model/utils/__init__.py,Invalid include path,ልክ ያልሆነ አካትት
apps/frappe/frappe/public/js/frappe/ui/messages.js,Enter your password,የይለፍ ቃልዎን ያስገቡ
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,የቤት እና የአባሪ ሰነዶች አቃፊን መሰረዝ አልተቻለም
DocType: Email Account,Enable Automatic Linking in Documents,በሰነዶች ውስጥ በራስ-ሰር ማገናኘት ያንቁ
DocType: Contact Us Settings,Settings for Contact Us Page,እኛን ለማነጋገር ገጽ ቅንጅቶች
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Not Specified,አልተገለፀም
DocType: Social Login Key,Social Login Provider,የማኅበራዊ ድጋፍ አቅራቢ
DocType: Email Account,"For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.","ለተጨማሪ መረጃ, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">እዚህ ይጫኑ</a> ."
DocType: Transaction Log,Previous Hash,ቀዳሚ እሽግ
DocType: Notification,Value Changed,እሴት ተለውጧል
DocType: Report,Report Type,የሪፖርት ዓይነት
apps/frappe/frappe/contacts/doctype/address_template/address_template.py,Default Address Template cannot be deleted,ነባሪ የአድራሻ አብነት ሊሰረዝ አይችልም
apps/frappe/frappe/integrations/doctype/gsuite_settings/gsuite_settings.py,Please set script URL on Gsuite Settings,እባክዎ በ Gsuite ቅንብሮች ላይ የስክሪፕት ዩአርኤል ያስቀምጡ
apps/frappe/frappe/commands/site.py,Invalid limit {0},ልክ ያልሆነ ገደብ {0}
DocType: Email Account,No of emails remaining to be synced,እንዲሰመር የሚደረጉ ኢሜሎች ብዛት
DocType: Contact,User ID,የተጠቃሚው መለያ
DocType: About Us Settings,Website,ድህረገፅ
DocType: S3 Backup Settings,sa-east-1,ሰ-ምስራቅ-1
DocType: Notification Recipient,Notification Recipient,የማሳወቂያ ተቀባይ
DocType: Desktop Icon,Module,ሞዱል
DocType: Address,Address Type,የአድራሻ አይነት
DocType: Data Import,"If this is checked, rows with valid data will be imported and invalid rows will be dumped into a new file for you to import later.",ይሄ ከተመረጠ ትክክለኛ ውሂብ የያዘ ረድፎች እንዲመጡ ይደረጋሉ እና ልክ ያልሆኑ ረድፎች በኋላ ላይ እንዲያስገቡ ወደ አዲስ ፋይል ይጣላሉ.
DocType: Error Log,Error Log,የስህተት ምዝግብ ማስታወሻ
DocType: Dashboard Chart,Half,ግማሽ
DocType: Website Settings,Home Page,መነሻ ገጽ
DocType: Data Migration Run,Current Mapping Start,የአሁኑ የካርታ ጀምር
DocType: Workflow State,eye-close,ዓይን-መዝጋት
apps/frappe/frappe/desk/doctype/todo/todo.py,Assignment closed by {0},ምደባ በ {0} ተዘግቷል
apps/frappe/frappe/desk/doctype/auto_repeat/auto_repeat.py,Next Date's day and Repeat on Day of Month must be equal,የቀጣዩ ቀን ቀን እና በወር ቀን ይደግሙት እኩል መሆን አለባቸው
apps/frappe/frappe/templates/includes/comments/comments.py,Comments cannot have links or email addresses,አስተያየቶች አገናኞች ወይም የኢሜይል አድራሻዎች ሊኖራቸው አይችልም
apps/frappe/frappe/core/doctype/data_export/exporter.py,Mandatory:,ግዴታ-
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Setting up your system,ስርዓትዎን በማቀናበር ላይ
apps/frappe/frappe/templates/pages/integrations/payment-failed.html,Payment Failed,ክፍያ አልተሳካም
DocType: Communication,Read,አንብብ
DocType: LDAP Settings,SSL/TLS Mode,SSL / TLS ሞድ
DocType: Print Format,Print Format Help,የህትመት ቅርጸት እገዛ
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Between,መካከል
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Thank you for your interest in subscribing to our updates,ለዝማኔዎችዎ ለመመዝገብ ፍላጎት ስላሳዩ እናመሰግናለን
DocType: Activity Log,Full Name,ሙሉ ስም
DocType: GCalendar Account,Allow GCalendar Access,የ GCalendar መዳረሻን ፍቀድ
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Reset Permissions for {0}?,የ {0} ፍቃዶችን ዳግም ያስጀምሩ?
apps/frappe/frappe/core/doctype/data_import/importer.py,Start entering data below this line,ከዚህ መስመር በታች ውሂብ ማስገባት ይጀምሩ
DocType: Email Account,UNSEEN,UNSEEN
DocType: Print Format,JS,JS
apps/frappe/frappe/utils/password_strength.py,All-uppercase is almost as easy to guess as all-lowercase.,ሁሉም-አቢይ ሆሄ ሙሉ-ቁጥር ሆኖ ለመገመት ቀላል ነው ማለት ነው.
apps/frappe/frappe/model/db_query.py,Cannot use sub-query in order by,ንዑስ-መጠይቅ በ ውስጥ ቅደም ተከተል መጠቀም አይቻልም
,Transaction Log Report,የግብይት መዝገብ ዘገባ
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Is Global,አለም አቀፍ ነው
DocType: Custom Field,Options Help,የአማራጮች እገዛ
DocType: Transaction Log,Transaction Log,የግብይት ምዝግብ ማስታወሻ
DocType: S3 Backup Settings,eu-west-3,ምዕራ-ምዕራብ-3
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Complete Setup,ማዋቀርን ያጠናቅቁ
apps/frappe/frappe/core/doctype/user/user.py,OTP Secret has been reset. Re-registration will be required on next login.,የ OTP ሚስጥር ዳግም ተጀምሯል. ዳግም ምዝገባ በሚቀጥለው መግቢያ ላይ ያስፈልጋል.
DocType: DocField,In List View,በዝርዝር እይታ ውስጥ
apps/frappe/frappe/public/js/frappe/dom.js,Confirm,አረጋግጥ
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,ልክ የሆነ ኢሜይል እና ስም ያስፈልጋል
DocType: Patch Log,List of patches executed,የተከናወኑ የንጥሎች ዝርዝር
DocType: Email Queue,Email Queue,ኢሜይል ወረፋ
apps/frappe/frappe/website/doctype/website_settings/website_settings.js,View Website,ድር ጣቢያውን ይመልከቱ
DocType: DocField,Fetch If Empty,ባዶ ከሆነ ያዙ
DocType: DocField,Select,ይምረጡ
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","ነባሪ ዋጋ መስኮች (ቁልፎች) እና እሴቶችን ያስገቡ. ለአንድ መስክ ብዙ እሴቶችን ካከሉ, የመጀመሪያው ይመረጣል. እነዚህ ነባሪዎች &quot;የተዛማጅ&quot; ፍቃድ ደንቦችን ለማቀናበር ያገለግላሉ. የቅጽ መስኮችን ዝርዝር ለማየት &quot;ቅጹን አብጅ&quot; ይሂዱ."
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Section Heading,የክፍል ርእስ
apps/frappe/frappe/utils/password_strength.py,Avoid dates and years that are associated with you.,ከእርስዎ ጋር የተያያዙ ዓመታዊ እና ዓመታትን ያስወግዱ.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Press Enter to save,ለማስቀመጥ አስገባን ይጫኑ
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Reviews,ክለሳዎች
DocType: GCalendar Settings,State,ግዛት
DocType: Translation,Translation,ትርጉም
DocType: DocField,Columns,ዓምዶች
apps/frappe/frappe/model/document.py,Cannot change docstatus from 1 to 0,Docstatus ከ 1 ወደ 0 መለወጥ አይቻልም
DocType: Print Format,Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,ማንኛውም ሕብረቁምፊ ላይ የተመሠረቱ የአታሚ ቋንቋዎች ስራ ላይ ሊውሉ ይችላሉ. የጥሬታ ትዕዛዞችን መጻፍ በአታሚው አምራች በኩል የቀረበውን የአታሚውን ቋንቋ ማወቅን ይጠይቃል. እባክዎ የአታሚው አምራቾች የእኛን ዋና ትዕዛዞች እንዴት እንደሚጻፉ የገንቢውን መመሪያ ይመልከቱ. እነዚህ ትዕዛዞች በጃንጃ የእርጓሜ ቋንቋ በመጠቀም በኣገልግሎት አቅራቢው ላይ ይታያሉ.
apps/frappe/frappe/integrations/doctype/razorpay_settings/razorpay_settings.py,Please select another payment method. Razorpay does not support transactions in currency '{0}',እባክዎ ሌላ የክፍያ ዘዴ ይምረጡ. Razorpay በመገበያያ «{0}» ውስጥ ግዢዎችን አይደግፍም
DocType: DocField,User permissions should not apply for this Link,የተጠቃሚ ፍቃዶች ለዚህ አገናኝ ማመልከት የለባቸውም
apps/frappe/frappe/templates/emails/new_user.html,Click on the link below to complete your registration and set a new password,ምዝገባዎን ለማጠናቀቅ እና አዲስ የይለፍ ቃል ለማዘጋጀት ከታች ያለውን አገናኝ ጠቅ ያድርጉ
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,ረቂቅ ሰነዶችን ለማተም አይፈቀድም
apps/frappe/frappe/config/settings.py,Set up rules for user assignments.,ለተጠቃሚ ስራዎች መመሪያዎችን ያዋቅሩ.
DocType: Newsletter,Test,ሙከራ
apps/frappe/frappe/templates/emails/recurring_document_failed.html,for automatic creating of the recurring document to continue.,ቀጣይነት ያለው ሰነድ በራስሰር ለመፍጠር.
DocType: Kanban Board Column,Orange,ብርቱካናማ
DocType: User Email,Enable Outgoing,ወጪን ያንቁ
DocType: DocType,"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","የአማራጭ አማራጮች: <ol><li> <b>መስክ: [የመስክ ስም]</b> - በመስክ </li><li> <b>የስምሪት ስሞች:</b> - <b>ስሞች</b> («naming_series») ያሉት ቦታዎች መሆን አለባቸው </li><li> <b>አስገቢ</b> - ለስልክ ለተጠቃሚዎች </li><li> <b>[ተከታታይ]</b> - ተከታታይ በቅድመ-ቅጥያ (በነጥብ የተለያየ); ለምሳሌ PRE. ##### </li><li> <b>ቅርፀት: EXAMPLE- {MM} ተጨማሪ ቃላት {fieldname1} - {fieldname2} - {#####}</b> - ሁሉንም የተጠረጠሩ ቃላትን (የመስክ ስም, የቀን ቃላት (DD, MM, YY), ተከታታይ) በፖሊሶቻቸው ይተኩ. ከውጭ አንጓዎች, ማንኛውም ቁምፊዎች ጥቅም ላይ ሊውሉ ይችላሉ. </li></ol>"
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Select Print Format to Edit,ለማርትዕ የህትመት ቅርጸት ይምረጡ
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,New Event,አዲስ ክስተት
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0} recipients,ወደ {0} ተቀባዮች ለመላክ መርሀግብር ተይዟል
DocType: Address,Address,አድራሻ
apps/frappe/frappe/config/integrations.py,Enter keys to enable integration with Google GSuite,ከ Google GSuite ጋር ውህደትን ለማንቃት ቁልፎችን ያስገቡ
apps/frappe/frappe/public/js/frappe/form/controls/base_control.js,Open Translation,ትርጉምን ክፈት
apps/frappe/frappe/core/doctype/data_export/exporter.py,Please do not change the template headings.,እባክዎን የአብነት ርዕሶችን አይቀይሩ.
apps/frappe/frappe/desk/doctype/auto_repeat/auto_repeat.py,End date must be greater than start date,የመጨረሻ ቀን ከመጀመሪያ ቀን በላይ መሆን አለበት
DocType: Braintree Settings,Merchant ID,የነጋዴ መታወቂያ
DocType: Energy Point Rule,Energy Point Rule,የኃይል ገደብ መመሪያ
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Client ID before social login is enabled,ማህበራዊ መግቢያ ከመንቃቱ በፊት እባክዎ የደንበኛ መታወቂያ ያስገቡ
DocType: Communication,Has  Attachment,ዓባሪ አለው
DocType: User,Email Signature,የኢሜል ፊርማ
,Addresses And Contacts,አድራሻዎች እና አድራሻዎች
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,This Kanban Board will be private,ይህ የካንካን ቦርድ የግል ይሆናል
DocType: Data Migration Run,Current Mapping,የአሁኑ ካርታ
DocType: Auto Email Report,Based on Permissions For User,ለአጠቃቀም በተጠቃሚዎች ላይ የተመሠረተ
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",ያስረከቧቸውን ሰነዶች በመሰረዝ በመቀየር ማስተካከል ይችላሉ.
DocType: Data Import,This is the template file generated with only the rows having some error. You should use this file for correction and import.,ይሄ የተወሰነ ስህተት ካላቸው ረድፎች ጋር የሚፈጠር የአብነት ፋይል ነው. ይህንን ፋይል ለማረም እና ለማስመጣት መጠቀም ይኖርብዎታል.
DocType: User,Middle Name (Optional),የመካከለኛ ስም (ከተፈለገ)
apps/frappe/frappe/model/naming.py,Invalid naming series (. missing),ልክ ያልሆኑ የስያሜ ተከታታይ (. ይጎድላል)
DocType: Help Category,Help Articles,የእገዛ ጽሁፎች
DocType: Email Queue,Retry,እንደገና ሞክር
apps/frappe/frappe/core/page/usage_info/usage_info.html,You have subscribed for one user free plan,ለአንድ ተጠቃሚ ነፃ ዕቅድ ደንበኝነት ተመዝግበዋል
apps/frappe/frappe/utils/password_strength.py,Straight rows of keys are easy to guess,ቀጥ ያለ የቁልፍ ቁልፎች በቀላሉ ለመገመት ቀላል ናቸው
apps/frappe/frappe/core/doctype/user/user.py,User {0} cannot be disabled,ተጠቃሚ {0} አይሰናከልም
apps/frappe/frappe/utils/password_strength.py,Let's avoid repeated words and characters,የተደጋገሙ ቃላትንና ቁምፊዎችን እንተን እንፈልግ
DocType: Data Migration Mapping,Condition Detail,ሁኔታ ዕቅድ ዝርዝር
DocType: Property Setter,Property Type,የንብረት ዓይነት
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Settings,ቅንብሮችን ክፈት
DocType: Event,Sunday,እሁድ
apps/frappe/frappe/core/doctype/data_import/log_details.html,Row Status,የረድፍ ሁኔታ
DocType: Portal Menu Item,Portal Menu Item,የመግቢያ ምናሌ ንጥል
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Follow,ይከተሉ
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.py,Unable to create bucket: {0}. Change it to a more unique name.,ባዶ ለመፍጠር አልተቻለም: {0}. ወደተለየ ልዩ ስም ይቀይሩት.
DocType: DocType,Title Case,Title Case
apps/frappe/frappe/utils/bot.py,You can find things by asking 'find orange in customers',&#39;በደንበኞች ውስጥ ብርቱካን ማግኘት&#39; በመጠየቅ ነገሮችን ማግኘት ይችላሉ.
apps/frappe/frappe/config/users_and_permissions.py,Set custom roles for page and report,ለገፁ እና ለሪፖርቶች ብጁ ሚናዎችን ያቀናብሩ
DocType: User Permission,Allow,ፍቀድ
DocType: Address,Reference,ማጣቀሻ
DocType: Custom Field,Is Mandatory Field,አስገዳጅ መስክ ነው
DocType: Email Account,Yahoo Mail,Yahoo Mail
DocType: User,User Type,የተጠቃሚ ዓይነት
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.js,Take Backup Now,ምትኬን አሁን ይያዙ
apps/frappe/frappe/templates/includes/blog/blog.html,Blog,ጦማር
DocType: Website Script,Script to attach to all web pages.,ሁሉንም ድረ-ገጾች ለማያያዝ ስክሪፕት.
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,module name...,ሞጁል ስም ...
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Users with role {0}:,ሚና ያላቸው {0} ተጠቃሚዎች:
apps/frappe/frappe/email/doctype/email_account/email_account.js,"Email Domain not configured for this account, Create one?","የኢሜይል ጎራ ለዚህ መለያ አልተዋቀረም, አንድ ይፍጠሩ?"
DocType: S3 Backup Settings,Bucket,ዳቦ
DocType: List View Setting,Disable Sidebar Stats,የጎን አሞሌ ስታትስቲክስን አሰናክል
DocType: Chat Profile,Busy,ስራ የሚበዛበት
apps/frappe/frappe/desk/page/activity/activity_row.html,{0} {1} to {2},{0} {1} to {2}
apps/frappe/frappe/public/js/frappe/social/social_home.js,Create Post,ልጥፍ ይፍጠሩ
apps/frappe/frappe/public/js/frappe/form/print.js,Printer Mapping,የአታሚ ማዛመጃ
apps/frappe/frappe/email/doctype/email_account/email_account.js,"You are selecting Sync Option as ALL, It will resync all \
				read as well as unread message from server. This may also cause the duplication\
				of Communication (emails).","የማመሳሰል አማራጭን እንደ ሁሉም እየመረጡ ነው, ሁሉንም \ ያነበውን እንዲሁም ያልተነበበ መልዕክት ከአገልጋይ ይቀይራል. ይህ የኮሙኒኬሽን (ኢሜል) ብዜት ሊፈጥር ይችላል."
apps/frappe/frappe/core/page/dashboard/dashboard.js,Last synced {0},ለመጨረሻ ጊዜ የተመሳሰለው {0}
apps/frappe/frappe/core/doctype/data_import/importer.py,Cannot change header content,የአርዕስት ይዘት መለወጥ አይቻልም
apps/frappe/frappe/model/base_document.py,Not allowed to change {0} after submission,ካስረከቡ በኋላ {0} እንዲቀይሩ አይፈቀድም
apps/frappe/frappe/public/js/frappe/desk.js,"The application has been updated to a new version, please refresh this page","መተግበሪያው ወደ አዲስ ስሪት ተዘምኗል, እባክዎ ይህንን ገጽ ያድሱ"
DocType: User,User Image,የተጠቃሚ ምስል
DocType: Success Action,Action Timeout (Seconds),የእርምጃ ቆይታ ጊዜ (ሰከንዶች)
apps/frappe/frappe/utils/change_log.py,New updates are available,አዳዲስ ዝማኔዎች አሉ
apps/frappe/frappe/public/js/frappe/form/toolbar.js,Edit Title,ርዕስ አርትዕ
DocType: Web Form,Login Required,መግባት ያስፈልጋል
apps/frappe/frappe/permissions.py,User {0} does not have doctype access via role permission for document {1},የተጠቃሚው {0} ለዶክመንቱ {1} በተፈቀደለት ሚና በኩል ዶክተፕ መዳረሻ አያገኝም
apps/frappe/frappe/core/doctype/user/user.js,View Permitted Documents,የተረጋገጡ ሰነዶችን ይመልከቱ
DocType: DocType,InnoDB,InnoDB
apps/frappe/frappe/website/doctype/website_settings/website_settings.js,Select a Brand Image first.,በመጀመሪያ የምርት መለያ ስም ይምረጡ.
DocType: Auto Email Report,Period,ጊዜ
DocType: Portal Settings,Portal Settings,የመድረሻ ቅንብሮች
DocType: Email Account,SparkPost,SparkPost
DocType: Web Form,Sidebar Settings,የጎን አሞሌ ቅንብሮች
DocType: Website Settings,Brand,ብራንድ
DocType: Custom Field,Insert After,በኋላ አስገባ
apps/frappe/frappe/public/js/frappe/form/sidebar/form_viewers.js,{0} is currently viewing this document,{0} በዚህ ሰነድ ላይ እየተመለከተ ነው
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js,Quarter Day,ሩብ ቀን
apps/frappe/frappe/www/qrcode.html,QR Code for Login Verification,ለመግቢያ ማረጋገጥ QR ኮድ
apps/frappe/frappe/core/doctype/user/user.py,Already Registered,አስቀድሞ ተመዝግቧል
DocType: DocType,Show Preview Popup,ቅድመ-እይታ ብቅ ይላል
apps/frappe/frappe/core/doctype/file/file.js,Unzip,አትጩዙ
DocType: Kanban Board Column,Order,ትዕዛዝ
DocType: Communication,Phone No.,ስልክ ቁጥር.
apps/frappe/frappe/utils/oauth.py,Email not verified with {0},ኢሜል በ {0} አልተረጋገጠም
DocType: Kanban Board Column,Column Name,የአምድ ስም
DocType: User,API Key,ኤፒአይ ቁልፍ
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Delete comment?,አስተያየት ይሰረዝ?
DocType: Prepared Report,Error Message,የተሳሳተ መልዕክት
DocType: Page,YES,አዎ
apps/frappe/frappe/core/page/usage_info/usage_info.html,Space,ቦታ
DocType: Communication,Message ID,የመልዕክት መታወቂያ
DocType: Deleted Document,Hub Sync ID,Hub Sync ID
DocType: System Settings,Apply Strict User Permissions,ጠንካራ የተጠቃሚ ፍቃዶችን ይተግብሩ
DocType: Custom DocPerm,Create,ፍጠር
