apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Νέες {} κυκλοφορίες για τις ακόλουθες εφαρμογές είναι διαθέσιμες
DocType: Workflow,If Checked workflow status will not override status in list view,"Αν είναι ελεγμένο για την κατάσταση της ροής εργασίας, δεν θα αντικαταστήσει την κατάσταση στην προβολή λίστας"
apps/frappe/frappe/client.py,Invalid file path: {0},Μη έγκυρη διαδρομή του αρχείου: {0}
DocType: Workflow State,eye-open,Eye-open
DocType: Email Queue,Send After,Αποστολή Μετά
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,Παρακαλώ επιλέξτε ένα αρχείο ή ένα url
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} Δέντρο
DocType: User,User Emails,Emails χρήστη
DocType: User,Username,Όνομα χρήστη
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,Εισαγωγή Zip
apps/frappe/frappe/model/base_document.py,Value too big,Η τιμή είναι υπερβολικά μεγάλη
DocType: DocField,DocField,Πεδίο εγγράφου
DocType: GSuite Settings,Run Script Test,Εκτέλεση δοκιμής δέσμης ενεργειών
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,Επιλέξτε το Ημερολόγιο Google σε ποιο συμβάν πρέπει να συγχρονιστεί.
DocType: Data Import,Total Rows,Συνολικές σειρές
DocType: Contact,Department,Τμήμα
DocType: DocField,Options,Επιλογές
apps/frappe/frappe/client.py,Cannot edit standard fields,Δεν μπορείτε να επεξεργαστείτε τα τυπικά πεδία
DocType: Print Format,Print Format Builder,Εργαλείο δημιουργίας μορφοποίησης εκτύπωσης
DocType: GCalendar Account,Calendar Name,Όνομα ημερολογίου
DocType: Report,Report Manager,Διαχειριστής εκθέσεων
DocType: Workflow,Document States,Καταστάσεις εγγράφου
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,Συγγνώμη! δεν μπόρεσα να βρω αυτό που ψάχνατε.
DocType: Data Migration Run,Logs,Logs
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,Υπήρξε σφάλμα κατά την αποθήκευση φίλτρων
DocType: Custom DocPerm,This role update User Permissions for a user,Αυτός ο ρόλος ενημερώνει τα δικαιώματα χρήστη για ένα χρήστη
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},Μετονομασία {0}
DocType: Workflow State,zoom-out,Zoom-out
DocType: Data Import Beta,Import Options,Επιλογές εισαγωγής
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,Δεν είναι δυνατό το άνοιγμα {0} όταν παράδειγμα είναι ανοιχτό
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Ο πίνακας {0} δεν μπορεί να είναι κενός
DocType: SMS Parameter,Parameter,Παράμετρος
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,εικόνες
DocType: Activity Log,Reference Owner,αναφορά Ιδιοκτήτης
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Μικρότερη μονάδα που κυκλοφορούν κλάσμα (κέρμα). Για παράδειγμα 1 σεντ για USD και θα πρέπει να εισαχθεί ως 0,01"
DocType: Social Login Key,GitHub,Github
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Σειρά {1}"
DocType: DocField,Markdown Editor,Markdown Editor
apps/frappe/frappe/model/document.py,Beginning with,Ξεκινώντας με
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Πρότυπο εισαγωγής δεδομένων
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Παρουσιάστηκε σφάλμα κατά τη ρύθμιση των προεπιλεγμένων συνθηκών
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Γονέας
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},Λάβαμε ένα αίτημα από εσάς για να λάβετε τα {0} δεδομένα σας που σχετίζονται με: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Αν είναι ενεργοποιημένη, η ισχύς του κωδικού θα επιβληθεί με βάση την τιμή του ελάχιστου αριθμού κωδικού πρόσβασης. Μια τιμή 2 είναι μέτρια ισχυρή και 4 είναι πολύ ισχυρή."
DocType: About Us Settings,"""Team Members"" or ""Management""","""Μέλη ομάδας"" ή ""διαχείριση"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Η προεπιλογή για τον τύπο πεδίου 'ελέγχου' πρέπει να είναι είτε «0» είτε «1»
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Χθες
DocType: Contact,Designation,Ονομασία
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Η αυτόματη σύνδεση μπορεί να ενεργοποιηθεί μόνο για έναν λογαριασμό ηλεκτρονικού ταχυδρομείου.
DocType: Test Runner,Test Runner,Δοκιμή Runner
DocType: Auto Repeat,Monthly,Μηνιαίος
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Ενεργοποίηση εισερχομένων
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Κίνδυνος
DocType: Address,Email Address,Διεύθυνση ηλεκτρονικού ταχυδρομείου
DocType: Workflow State,th-large,Th-large
DocType: Communication,Unread Notification Sent,Μη αναγνωσμένα γνωστοποίησης που της απέστειλε
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Η εξαγωγή δεν επιτρέπεται. Χρειάζεται ο ρόλος {0} για την εξαγωγή.
DocType: Assignment Rule,Automatically Assign Documents to Users,Αυτόματη εκχώρηση εγγράφων σε χρήστες
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Ξεκαρφιτσώνω
DocType: System Settings,In seconds,Σε δευτερόλεπτα
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Ακύρωση εγγράφων {0};
DocType: DocType,Is Published Field,Δημοσιεύεται πεδίο
DocType: GCalendar Settings,GCalendar Settings,Ρυθμίσεις GCalendar
DocType: Email Group,Email Group,email Ομάδα
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Calendar - Δεν ήταν δυνατή η διαγραφή του συμβάντος {0} από το Ημερολόγιο Google, κωδικός σφάλματος {1}."
DocType: Event,Pulled from Google Calendar,Προέρχεται από το Ημερολόγιο Google
DocType: Note,Seen By,Θεάθηκε από
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Προσθήκη πολλαπλών
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Αποκτήσατε μερικά ενεργειακά σημεία
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Δεν είναι έγκυρη εικόνα χρήστη.
DocType: Energy Point Log,Reverted,Επανήλθε
DocType: Success Action,First Success Message,Πρώτο μήνυμα επιτυχίας
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Όχι σαν
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Λανθασμένη τιμή: το {0} πρέπει να είναι {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Αλλαγή ιδιοτήτων πεδίου ( απόκρυψη , μόνο για ανάγνωση , την άδεια κλπ. )"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Εκτιμώ
DocType: Workflow State,lock,Κλειδαριά
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Ρυθμίσεις για τη σελίδα επικοινωνίας.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Διαχειριστής Logged In
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Επιλογές επικοινωνίας, όπως ""ερώτημα πωλήσεων, ερώτημα υποστήριξης"" κτλ το καθένα σε καινούρια γραμμή ή διαχωρισμένα με κόμματα."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Προσθήκη ετικέτας ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Πορτρέτο
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Εισαγωγή
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Επίτρεψε πρόσβαση στο google drive
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Επιλέξτε {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Εισαγάγετε τη διεύθυνση URL βάσης
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Εάν είναι ενεργοποιημένο, το έγγραφο επισημαίνεται όπως φαίνεται, την πρώτη φορά που το ανοίγει ένας χρήστης"
DocType: Auto Repeat,Repeat on Day,Επαναλάβετε την Ημέρα
DocType: DocField,Color,Χρώμα
DocType: Data Migration Run,Log,Κούτσουρο
DocType: Workflow State,indent-right,Εσοχή-δεξιά
DocType: Has Role,Has Role,έχει ρόλος
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Χρόνος σε δευτερόλεπτα για να διατηρηθεί η εικόνα κώδικα QR στον διακομιστή. Ελάχιστη: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Ο τύπος πεδίου {1} για το {2} δεν μπορεί να ευρετηριωθεί
DocType: Dashboard Chart,Timespan,Χρονικό διάστημα
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Σύνδεσμος ιστού
DocType: Deleted Document,Restored,Ανακαινισμένο
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,Πριν από 1 λεπτό
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Εκτός από το διαχειριστή του συστήματος, οι ρόλοι με το δικαίωμα 'ρύθμιση δικαιωμάτων χρήστη' μπορούν να ορίσουν δικαιώματα για άλλους χρήστες για αυτόν τον τύπο εγγράφου."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Ρύθμιση του θέματος
DocType: Company History,Company History,Ιστορικό εταιρείας
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Επαναφορά
DocType: Workflow State,volume-up,Volume-up
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks που καλούν αιτήματα API σε εφαρμογές ιστού
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Εμφάνιση ανίχνευσης
DocType: DocType,Default Print Format,Προεπιλογμένη μορφή εκτύπωσης
DocType: Workflow State,Tags,Ετικέτες
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Κανένας: Τέλος της ροής εργασίας
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} πεδίο δεν μπορεί να οριστεί ως το μοναδικό στο {1}, καθώς υπάρχουν μη μοναδικές υπάρχουσες τιμές"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Τύποι εγγράφων
DocType: Address,Jammu and Kashmir,Τζαμού και Κασμίρ
DocType: Workflow,Workflow State Field,Πεδίο κατάστασης ροής εργασίας
DocType: Language,Guest,Επισκέπτης
DocType: DocType,Title Field,Πεδίο τίτλου
DocType: Error Log,Error Log,Αρχείο καταγραφής σφαλμάτων
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,Μη έγκυρη διεύθυνση URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Τελευταίες 7 ημέρες
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Επαναλήψεις όπως &quot;abcabcabc&quot; είναι μόνο ελαφρώς πιο δύσκολο να μαντέψει από το &quot;abc&quot;
DocType: Notification,Channel,Κανάλι
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Αν νομίζετε ότι αυτό είναι μη εξουσιοδοτημένη, παρακαλούμε να αλλάξετε τον κωδικό πρόσβασης διαχειριστή."
DocType: Data Import Beta,Data Import Beta,Εισαγωγή δεδομένων Beta
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} Είναι υποχρεωτικά
DocType: Assignment Rule,Assignment Rules,Κανόνες αντιστοίχισης
DocType: Workflow State,eject,Αποβολή
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Το πεδίο {0} δεν βρέθηκε.
DocType: Chat Room,Owner,Ιδιοκτήτης
DocType: Assignment Rule,Rule,Κανόνας
DocType: Communication,Visit,Επίσκεψη
DocType: LDAP Settings,LDAP Search String,LDAP Αναζήτηση String
DocType: Translation,Translation,Μετάφραση
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Κ
DocType: OAuth Authorization Code,Client,Πελάτης
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Επιλέξτε Στήλη
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Αυτή η μορφή έχει αλλάξει μετά την έχετε φορτωμένο
DocType: Address,Himachal Pradesh,Χιματσάλ Πραντές
DocType: System Settings,"If not set, the currency precision will depend on number format","Εάν δεν έχει οριστεί, η ακρίβεια νομίσματος θα εξαρτηθεί από τη μορφή αριθμού"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Ανοίξτε το Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Φαίνεται ότι υπάρχει ένα πρόβλημα με τη διαμόρφωση της λωρίδας του διακομιστή. Σε περίπτωση αποτυχίας, το ποσό θα επιστραφεί στο λογαριασμό σας."
DocType: Data Import,Import Log,Αρχείο καταγραφής εισαγωγής
DocType: User Permission,Apply To All Document Types,Εφαρμόστε σε όλους τους τύπους εγγράφων
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Ενσωμάτωση slideshows εικόνας σε ιστοσελίδες.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Αποστολή
DocType: Workflow Action Master,Workflow Action Name,Όνομα ενέργειας ροής εργασιών
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,Οι τύποι εγγράφου δεν μπορούν να συγχωνευθούν
DocType: Web Form Field,Fieldtype,Τύπος πεδίου
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Δεν είναι ένα αρχείο zip
DocType: Global Search DocType,Global Search DocType,Παγκόσμια αναζήτηση DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Για να προσθέσετε δυναμικό θέμα, χρησιμοποιήστε τις ετικέτες jinja όπως <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Υποχρεωτικά πεδία που απαιτούνται στον πίνακα {0}, Row {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Κεφαλαιοποίηση δεν βοηθά πολύ.
DocType: Error Snapshot,Friendly Title,Φιλικό Τίτλος
DocType: Newsletter,Email Sent?,Εστάλη μήνυμα email;
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Εναλλαγή χάρτη
apps/frappe/frappe/desk/form/save.py,Did not cancel,Δεν έγινε η ακύρωση
DocType: Social Login Key,Client Information,Πληροφορίες Πελάτη
DocType: Workflow State,plus,Συν
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Εισέλθει ως Επισκέπτης ή Διαχειριστής
DocType: Email Account,UNSEEN,ΑΟΡΑΤΟΣ
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Διαχείριση αρχείων
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML κεφαλίδα, ρομπότ και ανακατευθύνσεις"
DocType: GCalendar Account,Refresh Token,Ανανέωση Token
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Δεν υπάρχουν εκκρεμείς ή τρέχουσες εργασίες για αυτόν τον ιστότοπο
DocType: Webhook,Doc Event,Εγγράφου Doc
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Εσείς
DocType: Braintree Settings,Braintree Settings,Ρυθμίσεις Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Δημιουργήθηκε με επιτυχία το αρχείο {0}.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Αποθήκευση φίλτρου
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Δεν είναι δυνατή η διαγραφή {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Σύνδεσμος επαλήθευσης
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Δεν Πρόγονοι του
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Το ενημερωτικό δελτίο έχει ήδη αποσταλεί
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Η περίοδος σύνδεσης έκλεισε, ανανεώστε τη σελίδα για να δοκιμάσετε ξανά"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Αιτιολογία
DocType: Email Unsubscribe,Email Unsubscribe,Email Διαγραφή
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Επιλέξτε μια εικόνα πλάτους 150px περ. Με ένα διαφανές φόντο για καλύτερα αποτελέσματα.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Καμία δραστηριότητα
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Εφαρμογές τρίτου μέρους
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Ο πρώτος χρήστης θα γίνει ο διαχειριστής του συστήματος ( μπορείτε να το αλλάξετε αυτό αργότερα ).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Δεν μπορείτε να δώσετε σημεία ανασκόπησης στον εαυτό σας
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,Το DocType πρέπει να είναι Υποβάλλεται για το επιλεγμένο συμβάν στο Doc
DocType: Workflow State,circle-arrow-up,Circle-arrow-up
DocType: Email Domain,Email Domain,τομέα email
DocType: Workflow State,italic,Πλάγια γραφή
DocType: LDAP Group Mapping,ERPNext Role,ERPNext Ρόλος
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0} : Δεν είναι δυνατή η ρύθμιση εισαγωγής χωρίς δημιουργία
DocType: SMS Settings,Enter url parameter for message,Εισάγετε παράμετρο url για το μήνυμα
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Η αυτόματη επανάληψη δημιουργήθηκε για αυτό το έγγραφο
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Προβολή αναφοράς στο πρόγραμμα περιήγησής σας
apps/frappe/frappe/config/desk.py,Event and other calendars.,Εκδήλωση και άλλα ημερολόγια.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (υποχρεωτική 1 σειρά)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Όλα τα πεδία είναι απαραίτητα για την υποβολή του σχολίου.
DocType: Custom Script,Adds a client custom script to a DocType,Προσθέτει ένα προσαρμοσμένο σενάριο πελάτη σε ένα DocType
DocType: Print Settings,Printer Name,Όνομα εκτυπωτή
DocType: Webhook,Form URL-Encoded,Μορφή URL κωδικοποιημένη
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Τα πλάτη μπορούν να ρυθμιστούν σε px ή %.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Αρχή
DocType: Contact,First Name,Όνομα
DocType: LDAP Settings,LDAP Username Field,LDAP Όνομα Χρήστη πεδίο
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,Το LDAP δεν είναι ενεργοποιημένο.
DocType: Portal Settings,Standard Sidebar Menu,Πρότυπο μενού Sidebar
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Αυτόματη επανάληψη αποτυχίας δημιουργίας εγγράφου
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Δεν μπορείτε να διαγράψετε Σπίτι και Συνημμένα φακέλους
apps/frappe/frappe/config/desk.py,Files,αρχεία
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Τα δικαιώματα εφαρμόζονται σε χρήστες με βάση τους ρόλους που τους έχουν ανατεθεί.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Δεν επιτρέπεται να στείλετε μηνύματα ηλεκτρονικού ταχυδρομείου που σχετίζονται με αυτό το έγγραφο
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Επιλέξτε atleast 1 στήλη από {0} έως ταξινόμηση / ομάδα
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Δεν επιτρέπεται για {0}: {1}. Περιορισμένο πεδίο: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Ελέγξτε αυτό εάν δοκιμάζετε την πληρωμή σας χρησιμοποιώντας το API Sandbox
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Δεν επιτρέπεται να διαγράψετε ένα πρότυπο ιστοσελίδας Θέμα
DocType: Data Import,Log Details,Στοιχεία καταγραφής
DocType: Workflow Transition,Example,Παράδειγμα
DocType: Webhook Header,Webhook Header,Επικεφαλίδα Webhook
DocType: Access Log,Report Information,Αναφορά πληροφοριών
DocType: Print Settings,Print Server,Print Server
DocType: Workflow State,gift,Δώρο
DocType: Communication,Timeline Links,Σύνδεσμοι χρονοδιαγράμματος
DocType: Workflow Action,Completed By,Ολοκληρώθηκε από
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Δεν βρέθηκε το συνημμένο {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Δεν είναι δυνατή η κατάργηση
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Ο πόρος που αναζητάτε δεν είναι διαθέσιμη
DocType: Chat Profile,Chat Background,Ιστορικό συνομιλίας
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Σημείωσε ως διαβασμένο
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Ενημέρωση {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Απενεργοποίηση έκθεσης
DocType: Translation,Contributed Translation Doctype Name,Εισαγόμενο όνομα μετάφρασης Doctype
DocType: PayPal Settings,Redirect To,ανακατεύθυνση να
DocType: Data Migration Mapping,Pull,Τραβήξτε
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Format: frappe.query_reports['REPORTNAME'] = {}
DocType: Bulk Update,Bulk Update,Μαζική Ενημέρωση
DocType: Workflow State,chevron-up,Chevron-up
DocType: DocType,Allow Guest to View,Αφήστε επισκεπτών για να δείτε
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},Το {0} δεν πρέπει να είναι ίδιο με το {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Διαγραφή {0} αντικείμενα μόνιμα;
apps/frappe/frappe/utils/oauth.py,Not Allowed,Δεν επιτρέπεται
DocType: DocShare,Internal record of document shares,Εσωτερική εγγραφή των κοινοποιήσεων εγγράφου
DocType: Energy Point Settings,Review Levels,Επίπεδα αναθεώρησης
DocType: Workflow State,Comment,Σχόλιο
DocType: Data Migration Plan,Postprocess Method,Μέθοδος μετά την επεξεργασία
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Βγάλε φωτογραφία
DocType: Assignment Rule,Round Robin,Γύρος Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",Μπορείτε να αλλάξετε υποβληθέντα έγγραφα ακυρώνοντας τα και στη συνέχεια τροποποιώντας τα.
DocType: Data Import,Update records,Ενημέρωση αρχείων
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Μη έγκυρη διαδρομή μονάδας
DocType: DocField,Display,Εμφάνιση
DocType: Email Group,Total Subscribers,Σύνολο Συνδρομητές
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Κορυφή {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Αριθμός σειράς
