apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,เปิดตัว {{@} ใหม่สำหรับแอปพลิเคชันต่อไปนี้
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,เวลาเป็นวินาทีเพื่อเก็บภาพโค้ด QR บนเซิร์ฟเวอร์ ต่ำสุด: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Fieldtype {1} สำหรับ {2} ไม่สามารถทำดัชนีได้
DocType: Dashboard Chart,Timespan,ช่วงเวลา
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,เว็บลิงค์
DocType: Deleted Document,Restored,การบูรณะ
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 นาทีที่ผ่านมา
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",นอกเหนือจากการจัดการระบบบทบาทกับการตั้งค่าสิทธิ์ของผู้ใช้ที่เหมาะสมสามารถกำหนดสิทธิ์สำหรับผู้ใช้อื่น ๆ สำหรับประเภทเอกสารที่
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,กำหนดค่าธีม
DocType: Company History,Company History,ประวัติ บริษัท
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,รีเซ็ต
DocType: Workflow State,volume-up,ปริมาณขึ้น
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks เรียก API คำขอไปยังเว็บแอ็พพลิเคชัน
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,แสดง Traceback
DocType: DocType,Default Print Format,รูปแบบการพิมพ์เริ่มต้น
DocType: Workflow State,Tags,แท็ก
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,: ไม่มีสิ้นสุดเวิร์กโฟลว์
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values",{0} เขตข้อมูลไม่สามารถกำหนดให้เป็นเอกลักษณ์ใน {1} เนื่องจากมีค่าที่ซ้ำกันอยู่
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,ประเภทเอกสาร
DocType: Address,Jammu and Kashmir,ชัมมูและแคชเมียร์
DocType: Workflow,Workflow State Field,ฟิลด์สถานะของเวิร์กโฟลว์
DocType: Language,Guest,ผู้เยี่ยมชม
DocType: DocType,Title Field,ชื่อ ฟิลด์
DocType: Error Log,Error Log,บันทึกข้อผิดพลาด
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,URL ไม่ถูกต้อง
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,7 วันล่าสุด
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",ซ้ำเช่น &quot;abcabcabc&quot; เป็นเพียงเล็กน้อยยากที่จะคาดเดามากกว่า &quot;ABC&quot;
DocType: Notification,Channel,ช่อง
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.",หากคุณคิดว่านี่คือไม่ได้รับอนุญาตโปรดเปลี่ยนรหัสผ่านของผู้ดูแลระบบ
DocType: Data Import Beta,Data Import Beta,Data Import Beta
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,ต้องระบุ {0}
DocType: Assignment Rule,Assignment Rules,กฎการกำหนด
DocType: Workflow State,eject,ขับ
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,ฟิลด์ {0} ไม่พบ
DocType: Chat Room,Owner,เจ้าของ
DocType: Assignment Rule,Rule,กฎ
DocType: Communication,Visit,เยี่ยม
DocType: LDAP Settings,LDAP Search String,ค้นหา LDAP สตริง
DocType: Translation,Translation,การแปล
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,นาย
DocType: OAuth Authorization Code,Client,ลูกค้า
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,เลือกคอลัมน์
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,รูปแบบนี้ได้รับการแก้ไขหลังจากที่คุณได้โหลด
DocType: Address,Himachal Pradesh,รัฐหิมาจัลประเทศ
DocType: System Settings,"If not set, the currency precision will depend on number format",หากไม่ได้ตั้งค่าความแม่นยำของสกุลเงินจะขึ้นอยู่กับรูปแบบตัวเลข
DocType: System Settings,"If not set, the currency precision will depend on number format",หากไม่ได้ตั้งค่าความแม่นยำของสกุลเงินจะขึ้นอยู่กับรูปแบบตัวเลข
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,เปิด Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.",ดูเหมือนว่ามีปัญหากับการกำหนดค่าแถบของเซิร์ฟเวอร์ ในกรณีที่เกิดความล้มเหลวจำนวนเงินจะได้รับคืนไปยังบัญชีของคุณ
DocType: Data Import,Import Log,บันทึกข้อมูลการนำเข้า
DocType: User Permission,Apply To All Document Types,นำไปใช้กับเอกสารทุกประเภท
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,ฝังภาพสไลด์ภาพในหน้าเว็บไซต์
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,ส่ง
DocType: Workflow Action Master,Workflow Action Name,ชื่อการกระทำ ใน กระบวนการทำงาน
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType ไม่สามารถ รวม
DocType: Web Form Field,Fieldtype,fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,ไม่ได้เป็นไฟล์ซิป
DocType: Global Search DocType,Global Search DocType,DocType การค้นหาทั่วโลก
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>",ในการเพิ่มเรื่องแบบไดนามิกให้ใช้แท็ก jinja เช่น <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}",ข้อมูลที่จำเป็นต้องใช้ในตาราง {0} แถว {1}
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,โครงสร้างเงินทุนไม่ได้ช่วยมาก
DocType: Error Snapshot,Friendly Title,ชื่อเรื่องที่เป็นมิตร
DocType: Newsletter,Email Sent?,อีเมลที่ส่ง?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,สลับแผนภูมิ
apps/frappe/frappe/desk/form/save.py,Did not cancel,ไม่ได้ยกเลิก
DocType: Social Login Key,Client Information,ข้อมูลลูกค้า
DocType: Workflow State,plus,บวก
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,เข้าสู่ระบบในฐานะแขกหรือผู้ดูแลระบบ
DocType: Email Account,UNSEEN,UNSEEN
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,ตัวจัดการไฟล์
DocType: Website Settings,"HTML Header, Robots and Redirects",ส่วนหัว HTML หุ่นยนต์และการเปลี่ยนเส้นทาง
DocType: GCalendar Account,Refresh Token,รีเฟรช Token
DocType: Address,Goa,กัว
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,ไม่มีงานที่รอดำเนินการหรืองานปัจจุบันสำหรับไซต์นี้
DocType: Webhook,Doc Event,เหตุการณ์หมอ
apps/frappe/frappe/public/js/frappe/utils/user.js,You,คุณ
DocType: Braintree Settings,Braintree Settings,การตั้งค่า Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,สร้างเร็กคอร์ด {0} สำเร็จ
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,บันทึกตัวกรอง
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},ไม่สามารถลบ {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,ลิงก์ยืนยัน
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,ไม่ใช่บรรพบุรุษของ
DocType: Address,Jharkhand,จาร์ก
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,จดหมายข่าว ได้ถูกส่งไป แล้ว
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry",เซสชันการเข้าสู่ระบบหมดอายุแล้วรีเฟรชเพจเพื่อลองอีกครั้ง
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,เหตุผล
DocType: Email Unsubscribe,Email Unsubscribe,อีเมล์ยกเลิก
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,เลือกภาพจาก 150px ความกว้างประมาณกับพื้นหลังโปร่งใสเพื่อให้ได้ผลลัพธ์ที่ดีที่สุด
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,ไม่มีกิจกรรม
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,แอปของบุคคลที่สาม
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,ผู้ใช้คนแรกจะกลายเป็นตัวจัดการระบบ (คุณสามารถเปลี่ยนภายหลัง)
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,คุณไม่สามารถให้คะแนนความเห็นต่อตนเองได้
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType ต้องถูกส่งต่อสำหรับเหตุการณ์ Doc ที่เลือกไว้
DocType: Workflow State,circle-arrow-up,วงกลมลูกศรขึ้น
DocType: Email Domain,Email Domain,โดเมนอีเมล์
DocType: Workflow State,italic,ตัวเอียง
DocType: LDAP Group Mapping,ERPNext Role,บทบาท ERPNext
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: ไม่สามารถตั้งค่านำเข้าได้โดยไม่ได้ สร้าง
DocType: SMS Settings,Enter url parameter for message,ป้อนพารามิเตอร์ URL สำหรับข้อความ
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,สร้างซ้ำอัตโนมัติสำหรับเอกสารนี้
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,ดูรายงานในเบราเซอร์ของคุณ
apps/frappe/frappe/config/desk.py,Event and other calendars.,เหตุการณ์และปฏิทินอื่น ๆ
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (บังคับ 1 แถว)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,ทุกช่องจำเป็นต้องส่งความคิดเห็น
DocType: Custom Script,Adds a client custom script to a DocType,เพิ่มสคริปต์ที่กำหนดเองของลูกค้าให้กับ DocType
DocType: Print Settings,Printer Name,ชื่อเครื่องพิมพ์
DocType: Webhook,Form URL-Encoded,แบบฟอร์มที่เข้ารหัส URL
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,ความกว้างสามารถตั้งค่าในพิกเซลหรือ%
apps/frappe/frappe/public/js/frappe/form/print.js,Start,เริ่มต้น
DocType: Contact,First Name,ชื่อแรก
DocType: LDAP Settings,LDAP Username Field,ชื่อผู้ใช้ LDAP สนาม
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,ไม่ได้เปิดใช้งาน LDAP
DocType: Portal Settings,Standard Sidebar Menu,เมนูด้านข้างมาตรฐาน
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,ทำซ้ำเอกสารอัตโนมัติล้มเหลว
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,ไม่สามารถลบหน้าแรกและโฟลเดอร์ไฟล์แนบ
apps/frappe/frappe/config/desk.py,Files,ไฟล์
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,สิทธิ์ ที่ได้รับ นำไปใช้ กับ ผู้ใช้ที่ อยู่บนพื้นฐานของ สิ่งที่ พวกเขา บทบาท ที่ได้รับมอบหมาย
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,คุณยังไม่ได้ รับอนุญาตให้ส่ง อีเมล ที่เกี่ยวข้องกับ เอกสารฉบับนี้
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,กรุณาเลือกอย่างน้อย 1 คอลัมน์จาก {0} เพื่อเรียงลำดับ / กลุ่ม
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},ไม่อนุญาตสำหรับ {0}: {1} ฟิลด์ที่ถูก จำกัด : {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,ตรวจสอบเรื่องนี้ถ้าคุณกำลังทดสอบการชำระเงินของคุณโดยใช้ API แซนด์
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,คุณยังไม่ได้รับอนุญาตให้ลบรูปแบบมาตรฐานเว็บไซต์
DocType: Data Import,Log Details,บันทึกรายละเอียด
DocType: Workflow Transition,Example,ตัวอย่าง
DocType: Webhook Header,Webhook Header,หัวเรื่อง Webhook
DocType: Access Log,Report Information,ข้อมูลรายงาน
DocType: Print Settings,Print Server,เซิร์ฟเวอร์การพิมพ์
DocType: Workflow State,gift,ของขวัญ
DocType: Communication,Timeline Links,ลิงค์ไทม์ไลน์
DocType: Workflow Action,Completed By,เสร็จสมบูรณ์โดย
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},ไม่สามารถที่จะ หา สิ่งที่แนบมา {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,ไม่สามารถลบ
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,ทรัพยากรที่คุณกำลังมองหาไม่สามารถใช้ได้
DocType: Chat Profile,Chat Background,พื้นหลังของแชท
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,ทำเครื่องหมายว่าอ่านแล้ว
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},กำลังอัปเดต {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,ปิดการใช้งานรายงาน
DocType: Translation,Contributed Translation Doctype Name,ชื่อประเภทการแปลที่สนับสนุน
DocType: PayPal Settings,Redirect To,เปลี่ยนเส้นทางไปยัง
DocType: Data Migration Mapping,Pull,ดึง
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},รูปแบบ JavaScript : frappe.query_reports [ 'ชื่อรายงาน' ] = { }
DocType: Bulk Update,Bulk Update,อัปเดต
DocType: Workflow State,chevron-up,บั้งขึ้น
DocType: DocType,Allow Guest to View,อนุญาตให้ผู้เยี่ยมชมเพื่อดู
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} ไม่ควรเหมือนกับ {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,ลบ {0} รายการอย่างถาวร?
apps/frappe/frappe/utils/oauth.py,Not Allowed,ไม่อนุญาต
DocType: DocShare,Internal record of document shares,บันทึกของหุ้นเอกสารภายใน
DocType: Energy Point Settings,Review Levels,ระดับความเห็น
DocType: Workflow State,Comment,ความเห็น
DocType: Data Migration Plan,Postprocess Method,วิธีการ Postprocess
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,ถ่ายภาพ
DocType: Assignment Rule,Round Robin,Round Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",คุณสามารถเปลี่ยน เอกสารที่ เขียนโดย ยกเลิก พวกเขาและ จากนั้น พวกเขา แก้
DocType: Data Import,Update records,อัปเดตระเบียน
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,เส้นทางโมดูลไม่ถูกต้อง
DocType: DocField,Display,แสดงผล
DocType: Email Group,Total Subscribers,สมาชิกทั้งหมด
