apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,可以使用以下應用程序的新{}版本
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,不允許導出。您需要{0}的角色。
DocType: Assignment Rule,Automatically Assign Documents to Users,自動為用戶分配文檔
DocType: DocType,Is Published Field,發布現場
DocType: GCalendar Settings,GCalendar Settings,GCalendar設置
DocType: Email Group,Email Group,電子郵件組
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.",Google日曆 - 無法從Google日曆中刪除事件{0}，錯誤代碼為{1}。
DocType: Event,Pulled from Google Calendar,從Google日曆中拉出
DocType: Note,Seen By,看到通過
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,添加多個
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,你獲得了一些能量點
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,不是有效的用戶映像。
DocType: Success Action,First Success Message,第一個成功消息
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,不喜歡
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},不正確的值：{0}必須是{1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)",更改欄位屬性（隱藏，唯讀權限等）
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,欣賞
DocType: Workflow State,lock,鎖
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,設定「聯絡我們」的頁面。
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,管理員登錄
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",聯絡人選項，如“銷售查詢，支持查詢”等每一個新行或以逗號分隔。
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,添加標籤...
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,允許Google Drive訪問
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},選擇{0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,請輸入基本網址
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it",如果啟用，則在用戶第一次打開文檔時將文檔標記為已顯示
DocType: Auto Repeat,Repeat on Day,一天重複
DocType: DocField,Color,顏色
DocType: Data Migration Run,Log,日誌
DocType: Workflow State,indent-right,右邊縮排
DocType: Has Role,Has Role,有作用
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,在服務器上保留QR碼圖像的秒數。最小： <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}：無法為{2}的字段類型{1}編制索引
DocType: Dashboard Chart,Timespan,時間跨度
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,網站鏈接
DocType: Deleted Document,Restored,恢復
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1分鐘前
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",除了系統管理器，用設置用戶權限的角色權可以為其他用戶的文件類型的權限。
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,配置主題
DocType: Company History,Company History,公司歷史
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,重啟
DocType: Workflow State,volume-up,容積式
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhook將API請求調用到Web應用程序中
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,顯示回溯
DocType: DocType,Default Print Format,預設列印格式
DocType: Workflow State,Tags,標籤
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,無：結束的工作流程
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values",{0}字段不能設置在{1}是獨一無二的，因為有非唯一存在的價值
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,文檔類型
DocType: Address,Jammu and Kashmir,查謨和克什米爾
DocType: Workflow,Workflow State Field,工作流程狀態字段
DocType: Language,Guest,客人
DocType: DocType,Title Field,標題字段
DocType: Error Log,Error Log,錯誤日誌
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,無效的網址
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,過去7天
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",重複像“ABCABCABC”只稍硬比“ABC”猜測
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.",如果你認為這是未經授權的，請更改管理員密碼。
DocType: Data Import Beta,Data Import Beta,數據導入Beta
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0}是強制性的
DocType: Assignment Rule,Assignment Rules,作業規則
DocType: Workflow State,eject,噴射
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,欄位{0}找不到。
DocType: Chat Room,Owner,業主
DocType: Assignment Rule,Rule,規則
DocType: Communication,Visit,訪問
DocType: Translation,Translation,翻譯
DocType: OAuth Authorization Code,Client,客戶
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,選擇列
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,這種形式已被修改，你已經裝好了之後，
DocType: Address,Himachal Pradesh,喜馬偕爾邦
DocType: System Settings,"If not set, the currency precision will depend on number format",如果未設置，則貨幣精度將取決於數字格式
DocType: System Settings,"If not set, the currency precision will depend on number format",如果未設置，則貨幣精度將取決於數字格式
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,打開Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.",看起來服務器的條帶配置存在問題。如果失敗，這筆款項將退還給您的賬戶。
DocType: Data Import,Import Log,導入日誌
DocType: User Permission,Apply To All Document Types,適用於所有文檔類型
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,嵌入圖像的幻燈片中的網頁。
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,發送
DocType: Workflow Action Master,Workflow Action Name,工作流程執行名稱
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType文檔類型不能合併
DocType: Web Form Field,Fieldtype,FIELDTYPE
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,沒有一個zip文件
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>",要添加動態主題，請使用jinja標籤<div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}",在表{0}需要強制字段，行{1}
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,資本沒有太大幫助。
DocType: Error Snapshot,Friendly Title,友情標題
DocType: Newsletter,Email Sent?,郵件發送？
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,切換圖表
apps/frappe/frappe/desk/form/save.py,Did not cancel,沒有取消
DocType: Social Login Key,Client Information,客戶信息
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,登錄為來賓或管理員
DocType: Email Account,UNSEEN,看不見
DocType: Website Settings,"HTML Header, Robots and Redirects",HTML標頭，機器人和重定向
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,此站點沒有待處理或當前作業
DocType: Braintree Settings,Braintree Settings,Braintree設置
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,已成功創建{0}條記錄。
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,保存過濾器
DocType: Print Format,Helvetica,黑體
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},無法刪除{0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,驗證鏈接
DocType: Address,Jharkhand,恰爾肯德邦
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,新聞已發送
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry",登錄會話過期，刷新頁面重試
DocType: Email Unsubscribe,Email Unsubscribe,電子郵件退訂
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,選擇約寬150像素的透明背景圖像以獲得最佳效果。
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,沒有活動
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,第三方應用
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,第一個用戶將成為系統管理器（你可以改變這個版本）。
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,你不能給自己提供評論點
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType必須為所選Doc事件提交
DocType: Workflow State,circle-arrow-up,圓圈箭頭向上
DocType: Email Domain,Email Domain,電子郵件域名
DocType: Workflow State,italic,斜體
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0} ：沒有建立則無法設定導入
DocType: SMS Settings,Enter url parameter for message,輸入url參數的訊息
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,為此文檔創建了自動重複
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,在瀏覽器中查看報告
apps/frappe/frappe/config/desk.py,Event and other calendars.,事件和其他日曆。
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,所有字段都必須提交評論。
DocType: Custom Script,Adds a client custom script to a DocType,將客戶端自定義腳本添加到DocType
DocType: Print Settings,Printer Name,打印機名稱
DocType: Webhook,Form URL-Encoded,表單URL編碼
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,寬度可以在像素或％設定。
apps/frappe/frappe/public/js/frappe/form/print.js,Start,開始
DocType: Contact,First Name,名字
DocType: LDAP Settings,LDAP Username Field,LDAP用戶名字段
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP未啟用。
DocType: Portal Settings,Standard Sidebar Menu,標準工具欄菜單
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,自動重複文檔創建失敗
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,無法刪除首頁和附件的文件夾
apps/frappe/frappe/config/desk.py,Files,檔
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,套用於用戶的權限設定是根據該用戶被指定的角色而定。
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,你不被允許發送與此相關的文檔的電子郵件
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,請選擇從{0}進行排序/組ATLEAST 1柱
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},不允許{0}：{1}。受限制的字段：{2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,檢查這個，如果你正在測試使用沙盒API付款
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,你不允許刪除標準的網站主題
DocType: Data Import,Log Details,日誌詳情
DocType: Workflow Transition,Example,例
DocType: Webhook Header,Webhook Header,Webhook標題
DocType: Access Log,Report Information,報告信息
DocType: Print Settings,Print Server,打印服務器
DocType: Workflow State,gift,禮物
DocType: Communication,Timeline Links,時間線鏈接
DocType: Workflow Action,Completed By,完成
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,無法刪除
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,您正在查找的資源不可用
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,標記為已讀
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,禁用報告
DocType: Translation,Contributed Translation Doctype Name,貢獻翻譯文檔類型名稱
DocType: Data Migration Mapping,Pull,拉
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript的格式：frappe.query_reports [&#39;REPORTNAME&#39;] = {}
DocType: Workflow State,chevron-up,人字形-上
DocType: DocType,Allow Guest to View,允許訪客查看
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0}不應與{1}相同
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,刪除{0}項目永久？
apps/frappe/frappe/utils/oauth.py,Not Allowed,不允許
DocType: DocShare,Internal record of document shares,文件股內部記錄
DocType: Energy Point Settings,Review Levels,評論級別
DocType: Workflow State,Comment,評論
DocType: Data Migration Plan,Postprocess Method,後處理方法
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",您可以通過取消他們，然後，對其進行修正更改已提交的文件。
DocType: Data Import,Update records,更新記錄
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,無效的模塊路徑
DocType: DocField,Display,顯示
DocType: Email Group,Total Subscribers,用戶總數
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,行號
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.",如果角色沒有訪問權限級別為0級，那麼更高的水平是沒有意義的。
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,另存為
DocType: Comment,Seen,可見
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,查看更多詳情
DocType: System Settings,Run scheduled jobs only if checked,僅執行勾選的排定工作
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,如果章節標題啟用才會顯示
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,檔案
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,上傳文件
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",輸入默認值字段（鍵）和值。如果你為一個字段中添加多個值，第一個將有所回升。這些默認值也用於設置“匹配”權限規則。要查看字段列表，進入“自定義窗體”。
DocType: Auto Repeat,Message,訊息
DocType: Communication,Rating,評分
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table",列印欄位的寬度，如果該字段是一個表中的列
DocType: Dropbox Settings,Dropbox Access Key,Dropbox Access Key
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,自定義腳本的add_fetch配置中的字段名為<b>{0}</b>
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,選擇要同步聯繫人的Google通訊錄。
DocType: Workflow State,headphones,頭戴耳機
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,需要密碼，或者選擇等待密碼
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,如replies@yourcomany.com。所有答复將得出這樣的收件箱。
DocType: Slack Webhook URL,Slack Webhook URL,Slack Webhook網址
DocType: Data Migration Run,Current Mapping,當前映射
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,需要有效的電子郵件和姓名
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,將所有附件設為私有
DocType: User,Send Notifications for documents followed by me,發送通知我接下來的文件
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,添加用戶權限
DocType: Session Default Settings,Session Default Settings,會話默認設置
DocType: Address,Current,當前
DocType: Address,Current,當前
apps/frappe/frappe/config/core.py,Groups of DocTypes,文檔類型的組
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,重置你的密碼
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,顯示週末
DocType: Workflow State,remove-circle,刪除圈
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,我的簡歷
DocType: Help Article,Beginner,初學者
DocType: Contact,Is Primary Contact,是主要聯絡人
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,Javascript附加到頁面的head區塊。
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,不允許打印文件草案
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,重置為預設值
DocType: Workflow,Transition Rules,過渡規則
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,在預覽中僅顯示前{0}行
DocType: Workflow,Defines workflow states and rules for a document.,定義文檔工作流狀態和規則。
DocType: Workflow State,Filter,過濾器
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},檢查錯誤日誌以獲取更多信息：{0}
apps/frappe/frappe/model/workflow.py,Applying: {0},申請：{0}
apps/frappe/frappe/public/js/frappe/request.js,Internal Server Error,內部服務器錯誤
apps/frappe/frappe/config/settings.py,Update many values at one time.,同時更新多個值。
apps/frappe/frappe/model/document.py,Error: Document has been modified after you have opened it,錯誤：你已經打開了它之後，文件已被修改
apps/frappe/frappe/core/doctype/activity_log/feed.py,{0} logged out: {1},{0}登出：{1}
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Assign Submit if not Submittable,{0} ：如果不可提交的話，便無法設為指定提交
DocType: Social Login Key,Facebook,Facebook
apps/frappe/frappe/www/list.py,"Filtered by ""{0}""",通過過濾“{0}”
DocType: Salutation,Administrator,管理員
DocType: LDAP Group Mapping,LDAP Group,LDAP組
DocType: Activity Log,Closed,關閉
DocType: Blog Settings,Blog Title,部落格標題
apps/frappe/frappe/core/doctype/role/role.py,Standard roles cannot be disabled,標準的角色不能被禁用
apps/frappe/frappe/public/js/frappe/chat.js,Chat Type,聊天類型
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Map Columns,地圖列
DocType: Newsletter,Newsletter,新聞
apps/frappe/frappe/model/db_query.py,Cannot use sub-query in order by,不能使用子查詢，以便
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Options must be a valid DocType for field {1} in row {2},{0}：選項必須是行{2}中字段{1}的有效DocType
DocType: Web Form,Button Help,按鈕幫助
DocType: About Us Settings,Team Members,團隊成員
DocType: Assignment Rule,System Manager,系統管理器
DocType: Custom DocPerm,Permissions,權限
apps/frappe/frappe/config/integrations.py,Slack Webhooks for internal integration,Slack Webhooks用於內部集成
DocType: Dropbox Settings,Allow Dropbox Access,讓Dropbox的訪問
apps/frappe/frappe/core/doctype/deleted_document/deleted_document.js,Restore,恢復
DocType: Auto Repeat,Auto Repeat,自動重複
DocType: Bulk Update,"SQL Conditions. Example: status=""Open""",SQL條件。例如：狀態=“打開”
DocType: User,Get your globally recognized avatar from Gravatar.com,讓您的全球公認的化身，從Gravatar.com
DocType: Workflow State,plus-sign,加號
apps/frappe/frappe/__init__.py,App {0} is not installed,未安裝應用程序{0}
DocType: Workflow State,Refresh,重新載入
DocType: Event,Public,公開
apps/frappe/frappe/public/js/frappe/list/base_list.js,Nothing to show,沒有顯示
DocType: System Settings,Enable Two Factor Auth,啟用雙因素認證
DocType: Post,Liked By,喜歡通過
DocType: DocField,Print Hide If No Value,打印隱藏如果沒有值
DocType: Kanban Board Column,yellow,黃色
apps/frappe/frappe/core/doctype/doctype/doctype.py,Is Published Field must be a valid fieldname,發布現場必須是有效的字段名
DocType: Block Module,Block Module,封鎖模組
apps/frappe/frappe/core/doctype/version/version_view.html,New Value,新價值
apps/frappe/frappe/www/contact.html,Your email address,您的電子郵件地址
DocType: Desktop Icon,Module,模組
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully updated {0} records out of {1}.,成功更新了{1}個記錄中的{0}個記錄。
DocType: Notification,Send Alert On,發送警示在
DocType: Customize Form,"Customize Label, Print Hide, Default etc.",自定義標籤，列印隱藏，預設值等。
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Unzipping files...,解壓縮文件...
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,{0} appreciated your work on {1} with {2} points,{0}讚賞您使用{2}積分在{1}上的工作
apps/frappe/frappe/core/doctype/communication/communication.py,Please make sure the Reference Communication Docs are not circularly linked.,請確保參考通信文檔不是循環鏈接的。
DocType: Assignment Rule,Assign Condition,分配條件
apps/frappe/frappe/website/doctype/personal_data_download_request/personal_data_download_request.py,Download Your Data,下載您的數據
DocType: Dashboard Chart,Value Based On,價值觀基於
DocType: List View Setting,Disable Sidebar Stats,禁用補充工具欄統計信息
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_start.html,Create a New Format,建立新格式
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.py,Unable to create bucket: {0}. Change it to a more unique name.,無法創建存儲桶：{0}。將其更改為更獨特的名稱。
DocType: Webhook,Request URL,請求URL
DocType: Customize Form,Is Table,為表
DocType: Email Account,Total number of emails to sync in initial sync process ,郵件的總數在初始同步過程同步
DocType: Website Settings,Set Banner from Image,從圖像設置橫幅
apps/frappe/frappe/templates/emails/new_user.html,A new account has been created for you at {0},已經在{0}為您創建一個新的帳戶
apps/frappe/frappe/templates/includes/login/login.js,Instructions Emailed,電子郵件說明
apps/frappe/frappe/templates/includes/login/login.js,Instructions Emailed,電子郵件說明
apps/frappe/frappe/public/js/frappe/views/communication.js,Enter Email Recipient(s),輸入電子郵件收件人
DocType: Print Format,Verdana,宋體
apps/frappe/frappe/core/doctype/success_action/success_action.js,Select atleast 2 actions,選擇至少2個動作
apps/frappe/frappe/public/js/frappe/barcode_scanner/quagga.js,Scan Barcode,掃描條形碼
DocType: Email Flag Queue,Email Flag Queue,電子郵件標誌隊列
apps/frappe/frappe/config/settings.py,Stylesheets for Print Formats,打印格式樣式表
apps/frappe/frappe/utils/bot.py,Can't identify open {0}. Try something else.,無法識別開{0}。嘗試別的東西。
apps/frappe/frappe/core/doctype/user/user.py,User {0} cannot be deleted,用戶{0}無法刪除
DocType: System Settings,Currency Precision,貨幣精確度
DocType: System Settings,Currency Precision,貨幣精確度
apps/frappe/frappe/public/js/frappe/request.js,Another transaction is blocking this one. Please try again in a few seconds.,另一個事務阻塞這一個。請稍後再試。
