apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,নিম্নলিখিত অ্যাপ্লিকেশনের জন্য নতুন {} রিলিজ পাওয়া যায়
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,স্থায়ীভাবে {0} পাঠাবেন?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,ফাইল ব্যাকআপ ডাউনলোড করুন
DocType: Address,County,বিভাগ
DocType: Workflow,If Checked workflow status will not override status in list view,পরিক্ষীত কর্মপ্রবাহ অবস্থা তালিকা দৃশ্যে অবস্থা ওভাররাইড করতে হবে
apps/frappe/frappe/client.py,Invalid file path: {0},অবৈধ ফাইল পাথ: {0}
DocType: Workflow State,eye-open,চোখের খোলা
DocType: Email Queue,Send After,পরে পাঠান
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,একটি ফাইল বা URL নির্বাচন করুন
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} বৃক্ষ
DocType: User,User Emails,ব্যবহারকারীর ই-মেইল
DocType: User,Username,ইউজারনেম
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,জিপ আমদানি করুন
apps/frappe/frappe/model/base_document.py,Value too big,মান অত্যন্ত বড়
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,চালান স্ক্রিপ্ট টেস্ট
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,কোন ইভেন্টের সাথে সিঙ্ক করা উচিত তা গুগল ক্যালেন্ডার নির্বাচন করুন।
DocType: Data Import,Total Rows,মোট সারি
DocType: Contact,Department,বিভাগ
DocType: DocField,Options,বিকল্প
apps/frappe/frappe/client.py,Cannot edit standard fields,স্ট্যান্ডার্ড ক্ষেত্র সম্পাদন করা যাবে না
DocType: Print Format,Print Format Builder,মুদ্রণ বিন্যাস নির্মাতা
DocType: GCalendar Account,Calendar Name,ক্যালেন্ডারের নাম
DocType: Report,Report Manager,গালাগাল প্রতিবেদন ম্যানেজার
DocType: Workflow,Document States,ডকুমেন্ট যুক্তরাষ্ট্র
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,দুঃখিত! আমি আপনার জন্য খুঁজছেন হয়েছে কি জানতে না পারে.
DocType: Data Migration Run,Logs,লগ
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,ফিল্টার সংরক্ষণে একটি ত্রুটি হয়েছিল
DocType: Custom DocPerm,This role update User Permissions for a user,একটি ব্যবহারকারীর জন্য এই ভূমিকা আপডেট ব্যবহারকারীর অনুমতি
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},পুনঃনামকরণ {0}
DocType: Workflow State,zoom-out,ছোট করা
DocType: Data Import Beta,Import Options,আমদানি বিকল্পসমূহ
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,এটি খোলা যাবে না {0} তার উদাহরণস্বরূপ খোলা থাকলে
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,ছক {0} খালি রাখা যাবে না
DocType: SMS Parameter,Parameter,স্থিতিমাপ
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,চিত্র
DocType: Activity Log,Reference Owner,রেফারেন্স মালিক
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,ক্ষুদ্রতম প্রচারক ভগ্নাংশ ইউনিট (মুদ্রা). এটা 0.01 হিসাবে প্রবেশ করা উচিত এবং ইউএসডি জন্য যেমন 1 শতাংশ
DocType: Social Login Key,GitHub,গিটহাব
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, সারি {1}"
DocType: DocField,Markdown Editor,মার্কডাউন সম্পাদক
apps/frappe/frappe/model/document.py,Beginning with,শুরু
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,ডেটা আমদানি টেমপ্লেট
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,সেশন ডিফল্ট সেট করার সময় একটি ত্রুটি ঘটেছে
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,মাতা
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},এর সাথে যুক্ত আপনার {0} ডেটা ডাউনলোড করার জন্য আমরা আপনার কাছ থেকে একটি অনুরোধ পেয়েছি: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","সক্রিয় করা হলে, পাসওয়ার্ড ক্ষমতা নূন্যতম পাসওয়ার্ড স্কোরের মান উপর ভিত্তি করে প্রয়োগ করা হবে। 2 এর একটি মান মাঝারি শক্তিশালী হচ্ছে এবং 4 খুব শক্তিশালী হচ্ছে।"
DocType: About Us Settings,"""Team Members"" or ""Management""",&quot;টিম সদস্য&quot; বা &quot;ম্যানেজমেন্ট&quot;
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',মাঠের &#39;চেক&#39; টাইপ-এর জন্য ডিফল্ট হয় &#39;0&#39; বা &#39;1&#39; হতে হবে
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,গতকাল
DocType: Contact,Designation,উপাধি
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,স্বয়ংক্রিয় সংযোগ কেবল একটি ইমেল অ্যাকাউন্টের জন্য সক্রিয় করা যেতে পারে।
DocType: Test Runner,Test Runner,টেস্ট রানার
DocType: Auto Repeat,Monthly,মাসিক
DocType: Address,Uttarakhand,উত্তরাখন্ডে
DocType: Email Account,Enable Incoming,ইনকামিং সক্রিয়
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,ঝুঁকি
DocType: Address,Email Address,ইমেল ঠিকানা
DocType: Workflow State,th-large,ম-বড়
DocType: Communication,Unread Notification Sent,প্রেরিত অপঠিত বিজ্ঞপ্তি
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,রপ্তানি অনুমোদিত নয়. আপনি এক্সপোর্ট করতে {0} ভূমিকা প্রয়োজন.
DocType: Assignment Rule,Automatically Assign Documents to Users,ব্যবহারকারীদের কাছে ডকুমেন্টগুলি স্বয়ংক্রিয়ভাবে বরাদ্দ করুন
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,আনপিন
DocType: System Settings,In seconds,সেকন্ডেই
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,{0} নথি বাতিল করবেন?
DocType: DocType,Is Published Field,প্রকাশিত ক্ষেত্র
DocType: GCalendar Settings,GCalendar Settings,GCalendar সেটিংস
DocType: Email Group,Email Group,ই-মেইল গ্রুপ
DocType: Event,Pulled from Google Calendar,গুগল ক্যালেন্ডার থেকে টানা
DocType: Note,Seen By,দ্বারা দেখা
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,একাধিক যোগ করুন
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,আপনি কিছু শক্তি পয়েন্ট অর্জন করেছেন
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,একটি বৈধ ব্যবহারকারী চিত্র নয়
DocType: Energy Point Log,Reverted,প্রত্যাবর্তিত
DocType: Success Action,First Success Message,প্রথম সফল বার্তা
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,এমন না
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},ভুল মান: {0} হতে হবে {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","পরিবর্তন ক্ষেত্রের বৈশিষ্ট্য (আড়াল, কেবলমাত্র অনুমতি ইত্যাদি)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,তারিফ করা
DocType: Workflow State,lock,তালা
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,আমাদের সাথে যোগাযোগ করুন পৃষ্ঠা জন্য সেটিংস.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,অ্যাডমিনিস্ট্রেটর লগ ইন
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","ইত্যাদি &quot;সেলস কোয়েরি, সাপোর্ট ক্যোয়ারী&quot; মত যোগাযোগ অপশন, একটি নতুন লাইন প্রতিটি বা কমা দ্বারা পৃথকীকৃত."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,একটি ট্যাগ সংযুক্তকর ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,প্রতিকৃতি
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,সন্নিবেশ
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,গুগল ড্রাইভে প্রবেশ করার অনুমতি প্রদান
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},নির্বাচন {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,দয়া করে ভিত্তি URL লিখুন
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","যদি সক্ষম করা থাকে, দস্তাবেজটি হিসাবে চিহ্নিত হিসাবে চিহ্নিত করা হবে, কোনও ব্যবহারকারী এটি প্রথমবার খুলবে"
DocType: Auto Repeat,Repeat on Day,দিন পুনরাবৃত্তি
DocType: DocField,Color,রঙ
DocType: Data Migration Run,Log,লগিন
DocType: Workflow State,indent-right,ইন্ডেন্ট-ডান
DocType: Has Role,Has Role,ভূমিকা আছে
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,সার্ভারে QR কোড ইমেজ রাখার জন্য সেকেন্ড ইন টাইম। ন্যূনতম: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: ফিল্ডটাইপ {1} এর জন্য {2} ইনডেক্স করা যায় না
DocType: Dashboard Chart,Timespan,Timespan
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,ওয়েব লিংক
DocType: Deleted Document,Restored,ফিরিয়ে আনা হয়েছে
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 মিনিট আগে
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","এছাড়া সিস্টেম ম্যানেজার থেকে, ব্যবহারকারীর অনুমতি সেট সঙ্গে ভূমিকা সঠিক যে ডকুমেন্ট টাইপ-এর জন্য অন্য ব্যবহারকারীদের জন্য অনুমতি সেট করতে পারেন."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,থিম কনফিগার করুন
DocType: Company History,Company History,সংস্থার ইতিহাস
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,রিসেট
DocType: Workflow State,volume-up,ভলিউম আপ
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks ওয়েব অ্যাপ্লিকেশনে API অনুরোধ আহ্বান
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,ট্রেসব্যাক প্রদর্শন করুন
DocType: DocType,Default Print Format,পূর্বনির্ধারিত মুদ্রণ বিন্যাস
DocType: Workflow State,Tags,ট্যাগ্স
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,কোনটি: কর্মপ্রবাহ শেষ
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","অ অনন্য বিদ্যমান মান আছে {0} ক্ষেত্র, {1} হিসাবে অনন্য সেট করা যাবে না"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,নথি ধরনের
DocType: Address,Jammu and Kashmir,জম্মু ও কাশ্মীর
DocType: Workflow,Workflow State Field,কর্মপ্রবাহ রাজ্য মাঠ
DocType: Language,Guest,অতিথি
DocType: DocType,Title Field,শিরোনাম মাঠ
DocType: Error Log,Error Log,ত্রুটি লগ
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,অবৈধ ইউআরএল
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,শেষ 7 দিন
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",&quot;Abcabcabc&quot; শুধুমাত্র সামান্য কঠিন &quot;ABC&quot; চেয়ে অনুমান করা হয় মত পুনরাবৃত্তি
DocType: Notification,Channel,চ্যানেল
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","আপনি এই অননুমোদিত যদি মনে করেন, অ্যাডমিনিস্ট্রেটর পাসওয়ার্ড পরিবর্তন করুন."
DocType: Data Import Beta,Data Import Beta,ডেটা আমদানি বিটা
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} বাধ্যতামূলক
DocType: Assignment Rule,Assignment Rules,নিয়োগের বিধি
DocType: Workflow State,eject,দূরীভূত করা
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,ফিল্ড {0} পাওয়া যায় নি।
DocType: Chat Room,Owner,মালিক
DocType: Assignment Rule,Rule,নিয়ম
DocType: Communication,Visit,দর্শন
DocType: LDAP Settings,LDAP Search String,দ্বারা LDAP অনুসন্ধান স্ট্রিং
DocType: Translation,Translation,অনুবাদ
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,জনাব
DocType: OAuth Authorization Code,Client,মক্কেল
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,কলাম নির্বাচন করুন
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,আপনি এটা লোড হওয়ার পরে এই ফর্ম পরিবর্তন করা হয়েছে
DocType: Address,Himachal Pradesh,হিমাচল প্রদেশ
DocType: System Settings,"If not set, the currency precision will depend on number format","যদি সেট না করা, মুদ্রা স্পষ্টতা নম্বর বিন্যাস উপর নির্ভর করবে"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,অসাধারণ বার খুলুন
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","মনে হচ্ছে যে সার্ভারের স্ট্রাপ কনফিগারেশনের সাথে একটি সমস্যা আছে ব্যর্থতার ক্ষেত্রে, এই পরিমাণটি আপনার অ্যাকাউন্টে ফেরত পাঠানো হবে।"
DocType: Data Import,Import Log,আমদানি লগ
DocType: User Permission,Apply To All Document Types,সমস্ত নথি প্রকারের জন্য প্রয়োগ করুন
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,ওয়েবসাইটের পেজ এম্বেড ইমেজ স্লাইডশো.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,পাঠান
DocType: Workflow Action Master,Workflow Action Name,কর্মপ্রবাহ কর্ম নাম
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DOCTYPE মার্জ করা যাবে না
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,না একটি জিপ ফাইল
DocType: Global Search DocType,Global Search DocType,গ্লোবাল অনুসন্ধান ডকটাইপ
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","ডাইনামিক বিষয় যোগ করতে, jinja ট্যাগ ব্যবহার করুন <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","আবশ্যিক টেবিল {0} এর মধ্যে প্রয়োজনীয় ক্ষেত্রগুলি, সারি {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,ক্যাপিটালাইজেশন খুব সাহায্য করে না.
DocType: Error Snapshot,Friendly Title,বন্ধুত্বপূর্ণ শিরোনাম
DocType: Newsletter,Email Sent?,ইমেইল পাঠানো?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,টগল করুন চার্ট
apps/frappe/frappe/desk/form/save.py,Did not cancel,বাতিল করা হয়নি
DocType: Social Login Key,Client Information,ক্লায়েন্ট তথ্য
DocType: Workflow State,plus,যোগ
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,গেস্ট অথবা অ্যাডমিনিস্ট্রেটর হিসেবে লগ ইন
DocType: Email Account,UNSEEN,অদৃশ্য
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,নথি ব্যবস্থাপক
DocType: Website Settings,"HTML Header, Robots and Redirects","এইচটিএমএল শিরোনাম, রোবট এবং পুনর্নির্দেশগুলি"
DocType: GCalendar Account,Refresh Token,সুদ্ধ করুন টোকেন
DocType: Address,Goa,গোয়া
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,এই সাইটের জন্য কোনও মুলতুবি বা বর্তমান কাজ নেই
DocType: Webhook,Doc Event,ডক ইভেন্ট
apps/frappe/frappe/public/js/frappe/utils/user.js,You,আপনি
DocType: Braintree Settings,Braintree Settings,ব্রেইনট্রি সেটিংস
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,সাফল্যের সাথে {0} রেকর্ড তৈরি করা হয়েছে।
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,ফিল্টার সংরক্ষণ করুন
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},{0} মুছে ফেলা যাবে না
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,যাচাইয়ের লিঙ্ক
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,না পূর্বপুরুষ এর
DocType: Address,Jharkhand,ঝাড়খণ্ড
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,নিউজলেটার ইতিমধ্যে পাঠানো হয়েছে
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","লগইন সেশন মেয়াদ উত্তীর্ণ, পুনরায় চেষ্টা করার জন্য পৃষ্ঠা রিফ্রেশ করুন"
DocType: Communication,BCC,বিসিসি
DocType: Unhandled Email,Reason,কারণ
DocType: Email Unsubscribe,Email Unsubscribe,ইমেইল আনসাবস্ক্রাইব
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,ভাল ফলাফলের জন্য একটি স্বচ্ছ পটভূমি সঙ্গে প্রায় প্রস্থ 150px এর একটি চিত্র নির্বাচন করুন.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,কোন কার্যকলাপ নেই
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,তৃতীয় পক্ষের অ্যাপস
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,সিস্টেম ম্যানেজার হয়ে যাবে প্রথম ব্যবহারকারী (আপনি পরে তা পরিবর্তন করতে পারবেন).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,আপনি নিজেকে পর্যালোচনা পয়েন্ট দিতে পারবেন না
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,নির্বাচিত ডক ইভেন্টের জন্য ডক টাইপ সাবমিট করা আবশ্যক
DocType: Workflow State,circle-arrow-up,বৃত্ত-তীর-আপ
DocType: Email Domain,Email Domain,ইমেল ডোমেন
DocType: Workflow State,italic,বাঁকা ছাঁদে গঠিত
DocType: LDAP Group Mapping,ERPNext Role,ERPNext ভূমিকা
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: তৈরি ছাড়া আমদানি সেট করা যায় না
DocType: SMS Settings,Enter url parameter for message,বার্তা জন্য URL প্যারামিটার লিখুন
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,এই দস্তাবেজের জন্য স্বতঃ পুনরাবৃত্তি তৈরি করা হয়েছে
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,আপনার ব্রাউজারে রিপোর্ট দেখুন
apps/frappe/frappe/config/desk.py,Event and other calendars.,ঘটনা এবং অন্যান্য ক্যালেন্ডার.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 সারি বাধ্যতামূলক)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,সমস্ত ক্ষেত্র মন্তব্য জমা দিতে প্রয়োজন।
DocType: Custom Script,Adds a client custom script to a DocType,একটি ডকটাইপটিতে একটি ক্লায়েন্ট কাস্টম স্ক্রিপ্ট যুক্ত করে
DocType: Print Settings,Printer Name,প্রিন্টারের নাম
DocType: Webhook,Form URL-Encoded,URL- এনকোডযুক্ত ফর্ম
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,প্রস্থ px এর বা% নির্ধারণ করা যাবে.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,শুরু
DocType: Contact,First Name,প্রথম নাম
DocType: LDAP Settings,LDAP Username Field,দ্বারা LDAP ব্যবহারকারীর নাম ক্ষেত্র
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,এলডিএপি সক্ষম নয়।
DocType: Portal Settings,Standard Sidebar Menu,স্ট্যান্ডার্ড সাইডবার মেনু
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,স্বতঃ পুনরাবৃত্তি নথি তৈরির ব্যর্থতা
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,বাড়ি ও সংযুক্তি ফোল্ডার মুছে ফেলা যায় না
apps/frappe/frappe/config/desk.py,Files,নথি পত্র
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,অনুমতি তারা নির্ধারিত হয় কি ভূমিকা উপর ভিত্তি করে ব্যবহারকারী উপর প্রয়োগ করা হয়.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,আপনি এই নথির সাথে সম্পর্কিত ইমেল পাঠাতে অনুমতি দেওয়া হয় না
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,দয়া করে {0} সাজাতে / গ্রুপ থেকে অন্তত 1 টি কলাম নির্বাচন
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},{0}: {1} এর জন্য অনুমোদিত নয়} সীমাবদ্ধ ক্ষেত্র: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,এই চেক আপনি আপনার পেমেন্ট স্যান্ডবক্স API ব্যবহার করে পরীক্ষা করা হয় যদি
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,আপনি একটি প্রমিত ওয়েবসাইট বিষয়বস্তু মুছে দিতে অনুমতি দেওয়া হয় না
DocType: Data Import,Log Details,লগ বিবরণ দেখুন
DocType: Workflow Transition,Example,উদাহরণ
DocType: Webhook Header,Webhook Header,ওয়েবহাইকার হেডার
DocType: Access Log,Report Information,রিপোর্ট তথ্য
DocType: Print Settings,Print Server,প্রিন্ট সার্ভার
DocType: Workflow State,gift,উপহার
DocType: Communication,Timeline Links,টাইমলাইন লিঙ্ক
DocType: Workflow Action,Completed By,দ্বারা সম্পন্ন
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},সংযুক্তি খুঁজে পেতে অসমর্থ {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,মুছে ফেলা যায়নি
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,রিসোর্স খুঁজছ উপলব্ধ নয়
DocType: Chat Profile,Chat Background,চ্যাট ব্যাকগ্রাউন্ড
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,পঠিত হিসেবে চিহ্নিত করুন
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},আপডেট হচ্ছে {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,নিষ্ক্রিয় প্রতিবেদন
DocType: Translation,Contributed Translation Doctype Name,অবদানযুক্ত অনুবাদ ডক্টাইপের নাম
DocType: PayPal Settings,Redirect To,পুনর্নির্দেশ
DocType: Data Migration Mapping,Pull,টান
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},জাভাস্ক্রিপ্ট বিন্যাস: frappe.query_reports [&#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,প্রচুর আপডেট
DocType: Workflow State,chevron-up,শেভ্রন-আপ
DocType: DocType,Allow Guest to View,দেখার জন্য অতিথি অনুমতি দিন
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} {1} এর মতো হওয়া উচিত নয়
DocType: Webhook,on_change,পরিবর্তন বিষয়ক
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,স্থায়ীভাবে {0} আইটেমগুলি মুছবেন?
apps/frappe/frappe/utils/oauth.py,Not Allowed,অনুমতি নেই
DocType: DocShare,Internal record of document shares,ডকুমেন্ট শেয়ারের অভ্যন্তরীণ রেকর্ড
DocType: Energy Point Settings,Review Levels,পর্যালোচনা স্তর
DocType: Workflow State,Comment,মন্তব্য
DocType: Data Migration Plan,Postprocess Method,পোস্টপ্রসেস পদ্ধতি
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,ছবি তোল
DocType: Assignment Rule,Round Robin,রাউন্ড রবিন
