apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Ir pieejamas jaunas {} izlaidumi šādām lietotnēm
DocType: Custom DocPerm,This role update User Permissions for a user,Šī loma atjaunina lietotāja atļaujas lietotājs
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},Pārdēvēt {0}
DocType: Workflow State,zoom-out,zoom-out
DocType: Data Import Beta,Import Options,Importēšanas opcijas
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,"Nevar atvērt {0}, kad tā instance ir atvērts"
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabula {0} nevar būt tukša
DocType: SMS Parameter,Parameter,Parametrs
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,Images
DocType: Activity Log,Reference Owner,atsauce Īpašnieks
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Mazākais cirkulējošo frakciju bloks (monētas). Attiecībā uz, piemēram 1 centu par USD, un tā būtu jāreģistrē kā 0,01"
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Row {1}"
DocType: DocField,Markdown Editor,Atzīmju redaktors
apps/frappe/frappe/model/document.py,Beginning with,Sākot ar
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Data Import Template
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,"Iestatot sesijas noklusējumus, radās kļūda"
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Vecāks
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},"Mēs esam saņēmuši no jums pieprasījumu lejupielādēt jūsu {0} datus, kas saistīti ar: {1}"
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Ja ir iespējots, parole spēks tiks īstenoti, pamatojoties uz minimālo Paroles Score vērtību. Vērtība 2 ir vidēja stipra un 4 ir ļoti spēcīga."
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Ja ir iespējots, parole spēks tiks īstenoti, pamatojoties uz minimālo Paroles Score vērtību. Vērtība 2 ir vidēja stipra un 4 ir ļoti spēcīga."
DocType: About Us Settings,"""Team Members"" or ""Management""","""Team Members"" vai ""Management"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',"Noklusējuma ""Check"" veida laukā jābūt vai nu ""0"" vai ""1"""
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Vakar
DocType: Contact,Designation,Apzīmējums
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Automātisko sasaisti var aktivizēt tikai vienam e-pasta kontam.
DocType: Test Runner,Test Runner,Test Runner
DocType: Auto Repeat,Monthly,Ikmēneša
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Ieslēgt Ienākošie
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Briesmas
DocType: Address,Email Address,E-pasta adrese
DocType: Workflow State,th-large,th-liela
DocType: Communication,Unread Notification Sent,Nelasītu adresējis
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,"Eksporta nav atļauta. Jums ir nepieciešams, {0} lomu eksportu."
DocType: Assignment Rule,Automatically Assign Documents to Users,Automātiski piešķirt dokumentus lietotājiem
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Atspraust
DocType: System Settings,In seconds,Pēc dažām sekundēm
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Atcelt {0} dokumentus?
DocType: DocType,Is Published Field,Vai Publicēts lauks
DocType: GCalendar Settings,GCalendar Settings,GCalendar iestatījumi
DocType: Email Group,Email Group,Email Group
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google kalendārs - nevarēja izdzēst notikumu {0} no Google kalendāra, kļūdas kods {1}."
DocType: Event,Pulled from Google Calendar,Tiek noņemts no Google kalendāra
DocType: Note,Seen By,redzams
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Vairāku pievienošana
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Jūs ieguvāt dažus enerģijas punktus
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Nav derīgs lietotāja attēls.
DocType: Energy Point Log,Reverted,Atgriezts
DocType: Success Action,First Success Message,Pirmā veiksmes ziņa
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Nepatīk
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Nepareiza vērtība: {0} ir {1}{2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Mainīt lauka īpašības (slēpt, tikai lasāms, atļauja uc)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Novērtē
DocType: Workflow State,lock,atslēga
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Iestatījumi kontaktu lapu.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrators Pieteicies
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Kontaktlēcas iespējas, piemēram, ""Pārdošanas vaicājumu, Support vaicājumu"" uc katra jaunā rindā vai atdalīti ar komatiem."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Pievienojiet tagu ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portrets
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Ievietot
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Atļaut Google Drive Access
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Izvēlieties {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,"Lūdzu, ievadiet pamata URL"
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Ja tā ir iespējota, dokuments tiek atzīmēts kā redzams, kad lietotājs to pirmo reizi atver"
DocType: Auto Repeat,Repeat on Day,Atkārtojiet dienu
DocType: DocField,Color,Krāsa
DocType: Data Migration Run,Log,log
DocType: Workflow State,indent-right,ievilkums labajā
DocType: Has Role,Has Role,ir lomas
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,"Laiks sekundēs, lai saglabātu QR koda attēlu serverī. Min: <strong>240</strong>"
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: {2} lauka tips {1} nevar tikt indeksēts
DocType: Dashboard Chart,Timespan,Laika sprīdis
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Saite
DocType: Deleted Document,Restored,atjaunota
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 stunda pirms
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Neatkarīgi no System Manager, lomas ar noteikt lietotāja atļauju tiesības var noteikt atļaujas citiem lietotājiem šim dokumenta veidu."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Konfigurēt motīvu
DocType: Company History,Company History,Uzņēmuma vēsture
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Reset
DocType: Workflow State,volume-up,tilpums-up
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,"Webhooks, kas izsauc API pieprasījumus tīmekļa lietotnēs"
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Rādīt izsekošanu
DocType: DocType,Default Print Format,Default Print Format
DocType: Workflow State,Tags,Tags
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Neviens: End of Workflow
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} lauks nevar iestatīt kā unikāla {1}, jo ir neunikālu esošās vērtības"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Dokumentu veidi
DocType: Address,Jammu and Kashmir,Džammu un Kašmira
DocType: Workflow,Workflow State Field,Workflow Valsts Field
DocType: Language,Guest,Viesis
DocType: DocType,Title Field,Nosaukums Field
DocType: Error Log,Error Log,kļūda Log
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,Nederīgs URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Pēdējās 7 dienas
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""","Atkārtojas, piemēram, &quot;abcabcabc&quot; ir tikai nedaudz grūtāk uzminēt kā &quot;ABC&quot;"
DocType: Notification,Channel,Kanāls
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Ja jūs domājat, ka tas ir nesankcionēta, lūdzu mainītu administratora paroli."
DocType: Data Import Beta,Data Import Beta,Datu importēšanas beta versija
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} ir obligāta
DocType: Assignment Rule,Assignment Rules,Piešķiršanas noteikumi
DocType: Workflow State,eject,izgrūst
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Field {0} nav atrasts.
DocType: Chat Room,Owner,Īpašnieks
DocType: Assignment Rule,Rule,Noteikums
DocType: Communication,Visit,Vizīte
DocType: LDAP Settings,LDAP Search String,LDAP Search String
DocType: Translation,Translation,tulkojums
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Mr
DocType: OAuth Authorization Code,Client,Klients
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Atlasiet kolonnu
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,"Šī forma ir mainīta, kad esat iekrauj to"
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Ja nav noteikts, valūtas precizitāte būs atkarīga no numura formātu"
DocType: System Settings,"If not set, the currency precision will depend on number format","Ja nav noteikts, valūtas precizitāte būs atkarīga no numura formātu"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Atveriet lielisko joslu
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Šķiet, ka pastāv servera joslas konfigurācijas problēma. Neveiksmes gadījumā summa tiks atmaksāta jūsu kontā."
DocType: Data Import,Import Log,Import Log
DocType: User Permission,Apply To All Document Types,Piemērot visiem dokumentu veidiem
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Iegult attēlu slīdrādes mājas lapām.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Sūtīt
DocType: Workflow Action Master,Workflow Action Name,Workflow Action Name
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DOCTYPE nevar tikt apvienots
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Nav zip fails
DocType: Global Search DocType,Global Search DocType,Globālā meklēšana DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Lai pievienotu dinamisko tēmu, izmantojiet jinja tagus, piemēram, <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Obligātie lauki tabulā {0}, rinda {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Kapitalizācija nepalīdz ļoti daudz.
DocType: Error Snapshot,Friendly Title,Friendly Nosaukums
DocType: Newsletter,Email Sent?,Nosūtīts e-pasts?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Pārslēgt diagrammu
apps/frappe/frappe/desk/form/save.py,Did not cancel,Nebija atcelt
DocType: Social Login Key,Client Information,Klienta informācija
DocType: Workflow State,plus,pluss
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Pieteicies kā viesim vai administrators
DocType: Email Account,UNSEEN,neredzēts
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Failu pārvaldnieks
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML galvene, roboti un novirzīšana"
DocType: GCalendar Account,Refresh Token,Atsvaidzināt Token
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Šajā vietnē nav neapstiprinātu vai pašreizējo darbu
DocType: Webhook,Doc Event,Doc notikums
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Tu
DocType: Braintree Settings,Braintree Settings,Braintree iestatījumi
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Veiksmīgi izveidoti {0} ieraksti.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Saglabāt filtru
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Nevar izdzēst {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Verifikācijas saite
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Nav senči no
DocType: Address,Jharkhand,Jarkhanda
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Biļetens jau ir nosūtīts
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Pieteikšanās sesija ir beidzies, atsvaidziniet lapu, lai mēģinātu vēlreiz"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Iemesls
DocType: Email Unsubscribe,Email Unsubscribe,E-pasta Atteikties
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Izvēlieties attēlu aptuveni platums 150 pikseļiem ar caurspīdīgu fonu labākos rezultātus.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Nav aktivitātes
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Trešo pušu lietotnes
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Pirmais lietotājs kļūs System Manager (jūs varat mainīt šo vēlāk).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Jūs nevarat dot pārskatīšanas punktus sev
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType jābūt iesniedzamajam atlasītajam Doc notikumam
DocType: Workflow State,circle-arrow-up,aplis-arrow-up
DocType: Email Domain,Email Domain,Email Domain
DocType: Workflow State,italic,kursīvs
DocType: LDAP Group Mapping,ERPNext Role,ERPNext loma
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: Nevar iestatīt Import bez Izveidot
DocType: SMS Settings,Enter url parameter for message,Ievadiet url parametrs ziņu
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Automātiska atkārtošana izveidota šim dokumentam
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Apskatiet pārskatu savā pārlūkprogrammā
apps/frappe/frappe/config/desk.py,Event and other calendars.,Pasākumu un citi kalendāri.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 rinda obligāta)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Visi lauki ir jāiesniedz komentāru.
DocType: Custom Script,Adds a client custom script to a DocType,Dokumenta tipam pievieno klienta pielāgotu skriptu
DocType: Print Settings,Printer Name,Printera nosaukums
DocType: Webhook,Form URL-Encoded,Veidlapas URL kodēts
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Platumu var iestatīt px vai%.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Sākums
DocType: Contact,First Name,Vārds
DocType: LDAP Settings,LDAP Username Field,LDAP Lietotāja Field
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP nav iespējots.
DocType: Portal Settings,Standard Sidebar Menu,Standard Sidebar Menu
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Automātiska dokumentu atkārtošanas kļūme
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Nevar izdzēst Mājai un pielikumus mapes
apps/frappe/frappe/config/desk.py,Files,faili
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,"Atļaujas saņemt piemērots lietotājiem, pamatojoties uz to, ko Lomas tās ir piešķirtas."
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,"Jums nav atļauts sūtīt e-pastus, kas saistīti ar šā dokumenta"
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,"Atlasiet atleast 1 kolonnu no {0}, lai sakārtotu / grupu"
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Nav atļauts {0}: {1}. Ierobežots lauks: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,"Atzīmējiet šo, ja esat testēšana jūsu maksājumu, izmantojot Sandbox API"
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Jums nav atļauts dzēst standarta mājas lapas tēmu
DocType: Data Import,Log Details,Žurnāla detaļas
DocType: Workflow Transition,Example,Piemērs
DocType: Webhook Header,Webhook Header,Webhook virsraksts
DocType: Access Log,Report Information,Ziņojuma informācija
DocType: Print Settings,Print Server,Drukas serveris
DocType: Workflow State,gift,dāvana
DocType: Communication,Timeline Links,Laika līnijas saites
DocType: Workflow Action,Completed By,Pabeigts ar
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Nevar atrast aresta {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Nevar noņemt
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Resursu jūs meklējat nav pieejams
DocType: Chat Profile,Chat Background,Tērzēšanas fons
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Atzīmēt kā lasītu
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},{0} atjaunināšana
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Atslēgt pārskats
DocType: Translation,Contributed Translation Doctype Name,Iegādātais tulkojums Doctype Name
DocType: PayPal Settings,Redirect To,novirzīt Lai
DocType: Data Migration Mapping,Pull,Izvelciet
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Formāts: frappe.query_reports ['REPORTNAME'] = {}
DocType: Bulk Update,Bulk Update,Bulk Update
DocType: Workflow State,chevron-up,Chevron-up
DocType: DocType,Allow Guest to View,Ļauj Guest View
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} nedrīkst būt tāds pats kā {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Dzēst {0} priekšmetus pastāvīgi?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Nav atļauts
DocType: DocShare,Internal record of document shares,Iekšējā ieraksts dokumentu akciju
DocType: Energy Point Settings,Review Levels,Pārskata līmeņi
DocType: Workflow State,Comment,Komentēt
DocType: Data Migration Plan,Postprocess Method,Pēcapstrādes metode
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Uzņemt bildi
DocType: Assignment Rule,Round Robin,Apaļais Robins
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Jūs varat mainīt iesniegtie dokumenti, ko tās anulējot, un pēc tam, tos groza."
DocType: Data Import,Update records,Atjaunināt ierakstus
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Nederīgs moduļa ceļš
DocType: DocField,Display,Displejs
DocType: Email Group,Total Subscribers,Kopā Reģistrētiem
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Populārākais {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Rindas numurs
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Ja loma nav piekļuves pie 0 līmenī, tad augstāks līmenis ir bezjēdzīgas."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Saglabāt kā
DocType: Comment,Seen,Seen
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Parādiet sīkāku informāciju
DocType: System Settings,Run scheduled jobs only if checked,"Izmantot plānots darbavietas tikai tad, ja pārbauda"
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,"Tiks parādīts tikai tad, ja ir aktivizēta sadaļu virsraksti"
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Arhīvs
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Faila augšupielāde
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Ievadiet noklusējuma vērtības laukus (taustiņi) un vērtības. Ja jūs pievienot vairākus vērtības laukā, pirmais būs palielinājies. Šie noklusējuma tiek izmantoti arī, lai noteiktu &quot;Match&quot; atļauju noteikumus. Lai redzētu sarakstu laukiem, dodieties uz &quot;Pielāgot formā&quot;."
DocType: Auto Repeat,Message,Ziņa
DocType: Communication,Rating,novērtējums
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Print platums no lauka, ja lauks ir kolonna tabulā"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox Access Key
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Nepareizs lauka nosaukums <b>{0}</b> pielāgotā skripta konfigurācijā add_fetch
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,"Atlasiet Google kontaktpersonas, ar kurām sinhronizēt kontaktpersonu."
DocType: Web Page,Main Section (HTML),Galvenā sadaļa (HTML)
DocType: Workflow State,headphones,austiņas
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Parole ir nepieciešama vai izvēlēties Gaida paroli
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,piemēram replies@yourcomany.com. Visas atbildes nāks uz šo inbox.
DocType: Slack Webhook URL,Slack Webhook URL,Viegla Webhokas URL
DocType: Data Migration Run,Current Mapping,Pašreizējā kartēšana
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Derīga e-pasta un nosaukums nepieciešams
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Padariet visus pielikumus privātus
DocType: User,Send Notifications for documents followed by me,"Sūtīt paziņojumus par dokumentiem, kurus sekoju man"
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Pievienojiet lietotāja atļaujas
DocType: Session Default Settings,Session Default Settings,Sesijas noklusējuma iestatījumi
DocType: Address,Current,strāva
DocType: Address,Current,strāva
apps/frappe/frappe/config/core.py,Groups of DocTypes,Grupas DocTypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Atiestatīt savu paroli
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Rādīt nedēļas nogales
DocType: Workflow State,remove-circle,noņemt-apli
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Mans profils
DocType: Help Article,Beginner,iesācējs
DocType: Contact,Is Primary Contact,Vai Primārā Contact
