apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,可以使用以下应用程序的新{}版本
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",如果启用，密码强度将根据最低密码分数值执行。值2为中等强度，4为非常强。
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",如果启用，密码强度将根据最低密码分数值执行。值2为中等强度，4为非常强。
DocType: About Us Settings,"""Team Members"" or ""Management""",“团队成员”或“管理”
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',“勾选”字段类型的默认值必须是'0'或'1'
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,昨天
DocType: Contact,Designation,职位
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,只能为一个电子邮件帐户激活自动链接。
DocType: Test Runner,Test Runner,测试运行
DocType: Auto Repeat,Monthly,每月
DocType: Address,Uttarakhand,北阿坎德邦
DocType: Email Account,Enable Incoming,通过该邮箱接收邮件
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,危险
DocType: Address,Email Address,电子邮件地址
DocType: Workflow State,th-large,th-large
DocType: Communication,Unread Notification Sent,未读发送通知
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,不允许导出，您没有{0}的角色。
DocType: Assignment Rule,Automatically Assign Documents to Users,自动为用户分配文档
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,取消固定
DocType: System Settings,In seconds,很快
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,取消{0}文件？
DocType: DocType,Is Published Field,发布现场
DocType: GCalendar Settings,GCalendar Settings,GCalendar设置
DocType: Email Group,Email Group,电子邮件组
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.",Google日历 - 无法从Google日历中删除事件{0}，错误代码为{1}。
DocType: Event,Pulled from Google Calendar,从Google日历中拉出
DocType: Note,Seen By,看到通过
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,添加多个
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,你获得了一些能量点
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,不是有效的用户映像。
DocType: Energy Point Log,Reverted,回复
DocType: Success Action,First Success Message,第一个成功消息
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,不类似
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},值有错误，{0}必须是{1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)",更改字段属性（隐藏，只读，权限等）
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,欣赏
DocType: Workflow State,lock,锁定
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,联系我们页面的设置。
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,已登录管理员
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",联系人选项，如“销售查询，支持查询”等每个新行或以逗号分隔。
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,添加标签...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,肖像
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,插入
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,允许访问谷歌云端硬盘
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},选择{0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,请输入基本网址
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it",如果启用，则在用户第一次打开文档时将文档标记为已显示
DocType: Auto Repeat,Repeat on Day,一天重复
DocType: DocField,Color,颜色
DocType: Data Migration Run,Log,日志
DocType: Workflow State,indent-right,靠右缩进
DocType: Has Role,Has Role,有角色
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,在服务器上保留QR码图像的秒数。最小： <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}：无法为{2}的字段类型{1}编制索引
DocType: Dashboard Chart,Timespan,时间跨度
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,网站链接
DocType: Deleted Document,Restored,恢复
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1分钟前
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",除了系统管理员，有“设置用户权限”的角色可以为其他用户设置某文档类型的权限。
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,配置主题
DocType: Company History,Company History,公司历史
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,重启
DocType: Workflow State,volume-up,提升音量
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhook将API请求调用到Web应用程序中
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,显示回溯
DocType: DocType,Default Print Format,默认打印格式
DocType: Workflow State,Tags,标签
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,无：结束的工作流程
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values",{0}字段不能在{1}中设置为唯一，因为这里存在非唯一的数值
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,文档类型
DocType: Address,Jammu and Kashmir,查谟和克什米尔
DocType: Workflow,Workflow State Field,工作流状态字段
DocType: Language,Guest,访客
DocType: DocType,Title Field,标题字段
DocType: Error Log,Error Log,错误日志
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,无效的网址
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,过去7天
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",重复像“ABCABCABC”只比“ABC”较难猜测一点
DocType: Notification,Channel,渠道
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.",如果你认为这是未经授权的，请更改管理员密码。
DocType: Data Import Beta,Data Import Beta,数据导入Beta
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0}是必填项
DocType: Assignment Rule,Assignment Rules,作业规则
DocType: Workflow State,eject,退出
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,找不到字段{0}。
DocType: Chat Room,Owner,业主
DocType: Assignment Rule,Rule,规则
DocType: Communication,Visit,访问
DocType: LDAP Settings,LDAP Search String,LDAP搜索字符串
DocType: Translation,Translation,翻译
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,先生
DocType: OAuth Authorization Code,Client,客户
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,选择列
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,这个表单在你加载后已被修改
DocType: Address,Himachal Pradesh,喜马偕尔邦
DocType: System Settings,"If not set, the currency precision will depend on number format",如果未设置，则货币精度将取决于数字格式
DocType: System Settings,"If not set, the currency precision will depend on number format",如果未设置，则货币精度将取决于数字格式
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,打开Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.",看起来服务器的条带配置存在问题。如果失败，这笔款项将退还给您的账户。
DocType: Data Import,Import Log,导入日志
DocType: User Permission,Apply To All Document Types,适用于所有文档类型
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,将图片幻灯片嵌入网站页面。
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,发送
DocType: Workflow Action Master,Workflow Action Name,工作流操作名称
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,文档类型不能合并
DocType: Web Form Field,Fieldtype,字段类型
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,没有一个zip文件
DocType: Global Search DocType,Global Search DocType,全局搜索DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>",要添加动态主题，请使用jinja标签<div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}",在表{0}需要强制字段，行{1}
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,资本没有太大帮助。
DocType: Error Snapshot,Friendly Title,友情标题
DocType: Newsletter,Email Sent?,邮件已发送？
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,切换图表
apps/frappe/frappe/desk/form/save.py,Did not cancel,没有取消
DocType: Social Login Key,Client Information,客户信息
DocType: Workflow State,plus,加
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,登录为来宾或管理员
DocType: Email Account,UNSEEN,反转已查看
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,文件管理器
DocType: Website Settings,"HTML Header, Robots and Redirects",HTML标头，机器人和重定向
DocType: GCalendar Account,Refresh Token,刷新令牌
DocType: Address,Goa,果阿
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,此站点没有待处理或当前作业
DocType: Webhook,Doc Event,文件事件
apps/frappe/frappe/public/js/frappe/utils/user.js,You,你
DocType: Braintree Settings,Braintree Settings,Braintree设置
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,已成功创建{0}条记录。
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,保存过滤器
DocType: Print Format,Helvetica,黑体
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},无法删除{0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,验证链接
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,不是祖先
DocType: Address,Jharkhand,恰尔肯德邦
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,通讯已发送过
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry",登录会话过期，刷新页面重试
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,原因
DocType: Email Unsubscribe,Email Unsubscribe,电子邮件退订
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,为了最佳效果，请选择一个宽度约150像素，背景透明的图片。
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,没有活动
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,第三方应用
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,第一个用户将成为系统管理员，您以后可以更改。
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,你不能给自己提供评论点
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType必须为所选Doc事件提交
DocType: Workflow State,circle-arrow-up,圆圈箭头向上
DocType: Email Domain,Email Domain,电子邮件域名
DocType: Workflow State,italic,斜体
DocType: LDAP Group Mapping,ERPNext Role,ERPNext角色
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0} ：没有“创建”的情况下不能分配“导入”
DocType: SMS Settings,Enter url parameter for message,请输入消息的URL参数
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,为此文档创建了自动重复
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,在浏览器中查看报告
apps/frappe/frappe/config/desk.py,Event and other calendars.,事件和其他日历。
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0}（必填1行）
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,所有字段都必须提交评论。
DocType: Custom Script,Adds a client custom script to a DocType,将客户端自定义脚本添加到DocType
DocType: Print Settings,Printer Name,打印机名称
DocType: Webhook,Form URL-Encoded,表单URL编码
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,宽度可以设置为px像素或%百分比。
apps/frappe/frappe/public/js/frappe/form/print.js,Start,开始
DocType: Contact,First Name,名
DocType: LDAP Settings,LDAP Username Field,LDAP用户名字段
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP未启用。
DocType: Portal Settings,Standard Sidebar Menu,标准工具栏菜单
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,自动重复文档创建失败
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,无法删除主和附件文件夹
apps/frappe/frappe/config/desk.py,Files,档
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,权限基于角色的分配
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,你不允许发送与此文档相关的电子邮件
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,请从{0}到排序/组选择至少 1列
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},不允许{0}：{1}。受限制的字段：{2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,检查这个，如果你正在测试使用沙盒API付款
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,你不允许删除标准的网站主题
DocType: Data Import,Log Details,日志详情
DocType: Workflow Transition,Example,例如
DocType: Webhook Header,Webhook Header,Webhook标题
DocType: Access Log,Report Information,报告信息
DocType: Print Settings,Print Server,打印服务器
DocType: Workflow State,gift,礼物
DocType: Communication,Timeline Links,时间线链接
DocType: Workflow Action,Completed By,由...完成
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},找不到附件{0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,无法删除
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,您正在查找的资源不可用
DocType: Chat Profile,Chat Background,聊天背景
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,标记为已读
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},更新{0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,禁用报告
DocType: Translation,Contributed Translation Doctype Name,贡献翻译文档类型名称
DocType: PayPal Settings,Redirect To,重定向到
DocType: Data Migration Mapping,Pull,下拉
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript格式：frappe.query_reports ['REPORTNAME'] = {}
DocType: Bulk Update,Bulk Update,批量更新
DocType: Workflow State,chevron-up,V形向上
DocType: DocType,Allow Guest to View,允许访客查看
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0}不应与{1}相同
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,删除{0}项目永久？
apps/frappe/frappe/utils/oauth.py,Not Allowed,不允许
DocType: DocShare,Internal record of document shares,文件分享的内部记录
DocType: Energy Point Settings,Review Levels,评论级别
DocType: Workflow State,Comment,评论
DocType: Data Migration Plan,Postprocess Method,后处理方法
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,拍照
DocType: Assignment Rule,Round Robin,Round Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.",您可以通过撤销已提交的文件，然后来修改文档。
DocType: Data Import,Update records,更新记录
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,无效的模块路径
DocType: DocField,Display,显示
DocType: Email Group,Total Subscribers,用户总数
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},最高{0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,行号
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.",如果角色没有0级的访问权限，那么无需设置更高级权限
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,另存为
DocType: Comment,Seen,可见
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,显示更多详情
DocType: System Settings,Run scheduled jobs only if checked,只有勾选后，才会运行计划任务
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,如果章节标题启用才会显示
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,档案
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,上传文件
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",输入默认值字段（键）和值。如果你为一个字段中添加多个值，第一个将有所回升。这些默认值也用于设置“匹配”权限规则。要查看字段列表，进入“自定义窗体”。
DocType: Auto Repeat,Message,信息
DocType: Communication,Rating,评分
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table",打印领域的宽度，如果该字段是一个表中的列
DocType: Dropbox Settings,Dropbox Access Key,Dropbox的Key
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,自定义脚本的add_fetch配置中的字段名为<b>{0}</b>
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,选择要同步联系人的Google通讯录。
DocType: Web Page,Main Section (HTML),主要部分（HTML）
DocType: Workflow State,headphones,头戴耳机
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,需要密码，或者选择等待密码
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,例如如replies@yourcomany.com。所有的回复将被发送到这个收件箱。
DocType: Slack Webhook URL,Slack Webhook URL,Slack Webhook网址
DocType: Data Migration Run,Current Mapping,当前映射
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,需要有效的电子邮件和姓名
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,将所有附件设为私有
DocType: User,Send Notifications for documents followed by me,发送通知我接下来的文件
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,添加用户权限
DocType: Session Default Settings,Session Default Settings,会话默认设置
DocType: Address,Current,当前
DocType: Address,Current,当前
apps/frappe/frappe/config/core.py,Groups of DocTypes,文档类型的组
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,重置你的密码
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,显示周末
DocType: Workflow State,remove-circle,删除圈
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,我的简历
DocType: Help Article,Beginner,初学者
DocType: Contact,Is Primary Contact,是否主要联络人
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,附加到页面头部的Javascript。
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,添加/更新
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,不允许打印文件草案
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,重置为默认值
DocType: Workflow,Transition Rules,迁移规则
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,在预览中仅显示前{0}行
apps/frappe/frappe/core/doctype/report/report.js,Example:,例如：
DocType: Workflow,Defines workflow states and rules for a document.,定义文档工作流状态和规则。
DocType: Workflow State,Filter,过滤器
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},检查错误日志以获取更多信息：{0}
apps/frappe/frappe/database/schema.py,Fieldname {0} cannot have special characters like {1},字段名{0}不能有特殊字符，如{1}
apps/frappe/frappe/model/workflow.py,Applying: {0},申请：{0}
apps/frappe/frappe/public/js/frappe/request.js,Internal Server Error,内部服务器错误
apps/frappe/frappe/config/settings.py,Update many values at one time.,同时更新多个值。
apps/frappe/frappe/model/document.py,Error: Document has been modified after you have opened it,错误：文档在你打开后已被修改
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Job,工作
apps/frappe/frappe/core/doctype/activity_log/feed.py,{0} logged out: {1},{0} 登出: {1}
DocType: Address,West Bengal,西孟加拉邦
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Assign Submit if not Submittable,{0} ：没有“提交”的情况下不能分配“提交”
DocType: Transaction Log,Row Index,行索引
DocType: Social Login Key,Facebook,脸书
apps/frappe/frappe/www/list.py,"Filtered by ""{0}""",通过过滤“{0}”
DocType: Salutation,Administrator,管理员
DocType: LDAP Group Mapping,LDAP Group,LDAP组
DocType: Activity Log,Closed,已关闭
DocType: Blog Settings,Blog Title,博客标题
apps/frappe/frappe/core/doctype/role/role.py,Standard roles cannot be disabled,标准的角色不能被禁用
apps/frappe/frappe/public/js/frappe/chat.js,Chat Type,聊天类型
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Map Columns,地图列
DocType: Address,Mizoram,米佐拉姆
DocType: Newsletter,Newsletter,通讯
apps/frappe/frappe/model/db_query.py,Cannot use sub-query in order by,不能按。。。次序使用子查询
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Options must be a valid DocType for field {1} in row {2},{0}：选项必须是行{2}中字段{1}的有效DocType
DocType: Web Form,Button Help,按钮帮助
DocType: Kanban Board Column,purple,紫色
DocType: About Us Settings,Team Members,团队成员
DocType: Assignment Rule,System Manager,系统管理员
DocType: Custom DocPerm,Permissions,权限
apps/frappe/frappe/config/integrations.py,Slack Webhooks for internal integration,Slack Webhooks用于内部集成
DocType: Dropbox Settings,Allow Dropbox Access,允许访问Dropbox
DocType: Print Format,Raw Commands,原始命令
apps/frappe/frappe/core/doctype/deleted_document/deleted_document.js,Restore,恢复
DocType: Auto Repeat,Auto Repeat,自动重复
DocType: Auto Email Report,To Date Field,到日期字段
DocType: Bulk Update,"SQL Conditions. Example: status=""Open""",SQL条件。例如：状态=“打开”
DocType: User,Get your globally recognized avatar from Gravatar.com,从Gravatar.com获取您的全球公认的化身
DocType: Workflow State,plus-sign,加号
apps/frappe/frappe/__init__.py,App {0} is not installed,未安装应用程序{0}
DocType: Data Migration Plan,Mappings,映射
DocType: Notification Recipient,Notification Recipient,通知收件人
DocType: Workflow State,Refresh,刷新
DocType: Event,Public,公
apps/frappe/frappe/public/js/frappe/list/base_list.js,Nothing to show,没有显示
DocType: System Settings,Enable Two Factor Auth,启用双因素认证
DocType: Post,Liked By,谁喜欢
DocType: DocField,Print Hide If No Value,打印隐藏如果没有值
DocType: Kanban Board Column,yellow,黄色
apps/frappe/frappe/core/doctype/doctype/doctype.py,Is Published Field must be a valid fieldname,发布现场必须是有效的字段名
DocType: Block Module,Block Module,封锁模块
apps/frappe/frappe/core/doctype/version/version_view.html,New Value,新价值
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_board.html,Add a column,添加列
apps/frappe/frappe/www/contact.html,Your email address,您的电子邮件地址
DocType: Desktop Icon,Module,模块
