Birth Date,Ngày sinh
Blog Category,Blog mục
Blog Intro,Blog Giới thiệu
Blog Introduction,Blog Giới thiệu
Blog Post,Bài Blog
Blog Settings,Thiết lập Blog
Blog Title,Blog Title
Blogger,Blogger
Bookmarks,Đánh dấu
Both login and password required,Cả hai tên đăng nhập và mật khẩu cần thiết
Brand HTML,Thương hiệu HTML
Bulk Email,Số lượng lớn Email
Bulk email limit {0} crossed,Giới hạn số lượng lớn email {0} vượt qua
Button,Nút
By,Bài viết của
Calculate,Tính toán
Calendar,Lịch
Cancel,Hủy bỏ
Cancelled,Hủy
"Cannot Edit {0} directly: To edit {0} properties, create / update {1}, {2} and {3}","Không thể Chỉnh sửa {0} trực tiếp: Để chỉnh sửa {0} tài sản, tạo / cập nhật {1}, {2} và {3}"
Cannot Update: Incorrect / Expired Link.,Không thể Cập nhật: Không đúng / hết hạn liên kết.
Cannot Update: Incorrect Password,Không thể Cập nhật: Mật khẩu không chính xác
Cannot add more than 50 comments,Không thể thêm hơn 50 ý kiến
Cannot cancel before submitting. See Transition {0},Không thể hủy bỏ trước khi trình. Xem chuyển {0}
Cannot change picture,Không thể thay đổi hình ảnh
Cannot change state of Cancelled Document. Transition row {0},Không thể thay đổi trạng thái của tài liệu bị hủy. Hàng chuyển {0}
Cannot change {0},Không thể thay đổi {0}
Cannot delete or cancel because {0} {1} is linked with {2} {3},Không thể xóa hoặc hủy bỏ vì {0} {1} được liên kết với {2} {3}
Cannot delete {0} as it has child nodes,Không thể xóa {0} vì nó có các nút con
Cannot edit standard fields,Không thể chỉnh sửa các lĩnh vực tiêu chuẩn
Cannot map because following condition fails: ,Cannot map because following condition fails: 
Cannot open instance when its {0} is open,Không thể mở ví dụ khi nó {0} là mở
Cannot open {0} when its instance is open,Không thể mở {0} khi cá thể của nó là mở
Cannot print cancelled documents,Không thể in tài liệu bị hủy bỏ
Cannot remove permission for DocType: {0} and Name: {1},Không thể loại bỏ sự cho phép cho DocType: {0} và Tên: {1}
Cannot reply to a reply,Không có quyền trả lời bài trả lời
Cannot set Email Alert on Document Type {0},Không thể thiết lập thông báo email trên Document Type {0}
Cannot set permission for DocType: {0} and Name: {1},Không thể thiết lập quyền cho DocType: {0} và Tên: {1}
Categorize blog posts.,Phân loại các bài viết blog.
Category,Thể loại
Category Name,Category Name
Center,Trung tâm
"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.","Một số tài liệu, giống như một hóa đơn, nên không thể thay đổi một lần thức. Trạng thái cuối cùng cho các tài liệu như vậy được gọi là Đăng. Bạn có thể hạn chế những vai trò có thể Submit."
"Change field properties (hide, readonly, permission etc.)","Tính chất thay đổi lĩnh vực (ẩn, chỉ đọc, cho phép vv)"
Chat,Trò chuyện
Check,Kiểm tra
Check / Uncheck roles assigned to the User. Click on the Role to find out what permissions that Role has.,Kiểm tra / Bỏ chọn vai trò được gán cho người dùng. Click vào vai trò để tìm ra những độ cấp phép đó có vai trò.
Check this if you want to send emails as this id only (in case of restriction by your email provider).,Kiểm tra này nếu bạn muốn gửi email như id này chỉ (trong trường hợp hạn chế bởi nhà cung cấp email của bạn).
Check this to make this the default letter head in all prints,Kiểm tra này để làm cho đầu thư mặc định trong tất cả các bản in
Check which Documents are readable by a User,Kiểm tra các tài liệu có thể được đọc bởi một người dùng
Checked items shown on desktop,Mục kiểm tra hiển thị trên máy tính để bàn
Child Tables are shown as a Grid in other DocTypes.,Bàn trẻ em được thể hiện như một lưới trong doctypes khác.
City,Thành phố
Classic,Cổ điển
Clear Cache,Clear Cache
Clear all roles,Xóa tất cả các vai trò
Click on a link to get options,Nhấp chuột vào một liên kết để có được lựa chọn
Click on row to view / edit.,Bấm vào hàng để xem / chỉnh sửa.
Client,Khách hàng
Client-side formats are now deprecated,Định dạng phía khách hàng hiện đang bị phản đối
Close,Đóng
Close: {0},Đóng cửa: {0}
Closed,Đã đóng
Code,Code
Collapse,Sụp đổ
Column Break,Cột lao
Comment,Bình luận
Comment By,Bình luận bởi
Comment By Fullname,Bình luận bởi Họ tên
Comment Date,Bình luận ngày
Comment Docname,Bình luận Docname
Comment Doctype,Bình luận DOCTYPE
Comment Time,Thời gian bình luận
Comments,Thẻ chú thích
Communication,Liên lạc
Communication Medium,Thông tin liên lạc trung
Company History,Lịch sử công ty
Company Introduction,Giới thiệu công ty
Complaint,Khiếu nại
Complete By,Hoàn chỉnh bởi
Condition,Điều kiện
Contact Us Settings,Thiết lập Liên hệ
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Tùy chọn liên lạc, như ""Bán hàng truy vấn, hỗ trợ truy vấn"", vv mỗi ngày một dòng mới hoặc cách nhau bằng dấu phẩy."
Content,Lọc nội dung
Content Hash,Nội dung Hash
Content in markdown format that appears on the main side of your page,Nội dung ở định dạng markdown xuất hiện trên mặt chính của trang web của bạn
Content web page.,Trang web nội dung.
Controller,Controller
Copy,Sao chép
Copyright,Bản quyền
Core,Nh
Could not connect to outgoing email server,Không thể kết nối đến máy chủ email gửi đi
Could not find {0},Không thể tìm thấy {0}
Count,Cỡ
Country,Tại
Create,Tạo
Create a new {0},Tạo ra một mới {0}
Created Custom Field {0} in {1},Tạo Trường Tuỳ chỉnh {0} trong {1}
Created Customer Issue,Tạo hành khách hàng
Created Opportunity,Cơ hội tạo ra
Created Support Ticket,Tạo Hỗ trợ vé
Creation / Modified By,Tạo / sửa đổi theo
Currency,Tiền tệ
Current status,Tình trạng hiện tại
Custom CSS,CSS Tuỳ chỉnh
Custom Field,Trường Tuỳ chỉnh
Custom Javascript,Tùy chỉnh Javascript
Custom Reports,Báo cáo tùy chỉnh
Custom Script,Tùy chỉnh Script
Custom?,Tùy chỉnh?
Customize,Tuỳ chỉnh
Customize Form,Tùy chỉnh mẫu
Customize Form Field,Tùy chỉnh Field
"Customize Label, Print Hide, Default etc.","Tùy chỉnh Label, In Ẩn, Default, vv"
Customized HTML Templates for printing transctions.,Tùy chỉnh mẫu HTML cho transctions in ấn.
Daily Event Digest is sent for Calendar Events where reminders are set.,Hàng ngày tổ chức sự kiện Digest được gửi cho Lịch sự kiện mà nhắc nhở được thiết lập.
Danger,Nguy hiểm
Data,Dữ liệu
Data Import / Export Tool,Công cụ dữ liệu nhập / xuất
Data Import Tool,Công cụ dữ liệu nhập khẩu
Data missing in table,Dữ liệu bị mất trong bảng
Date,Năm
Date Change,Thay đổi ngày
Date Changed,Thay đổi ngày
Date Format,Định dạng ngày
Date and Number Format,Ngày và định dạng số
Date must be in format: {0},Ngày phải có định dạng: {0}
Datetime,Datetime
Days in Advance,Ngày trước
Dear,Thân
Default,Mặc định
Default Print Format,Mặc định In Định dạng
Default Value,Giá trị mặc định
Default is system timezone,Mặc định là hệ thống múi giờ
"Default: ""Contact Us""","Mặc định: ""Liên hệ"""
DefaultValue,DefaultValue
Defaults,Mặc định
"Define read, write, admin permissions for a Website Page.","Xác định đọc, viết, cho phép quản trị cho một Website Trang."
Define workflows for forms.,Xác định quy trình công việc cho các hình thức.
Delete,Xóa
Delete Row,Xóa Row
Depends On,Phụ thuộc Bật
Descending,Giảm dần
Description,Mô tả
Description and Status,Mô tả và trạng
"Description for listing page, in plain text, only a couple of lines. (max 140 characters)","Mô tả cho trang danh sách, trong văn bản đơn giản, chỉ có một vài dòng. (Tối đa 140 ký tự)"
Description for page header.,Mô tả cho trang tiêu đề.
Desktop,Máy tính để bàn
Details,Chi tiết
Did not add,Không thêm
Did not cancel,Không hủy bỏ
Did not find {0} for {0} ({1}),Không tìm thấy {0} {0} ({1})
Did not load,Không tải
Did not remove,Không loại bỏ
Did not save,Không lưu
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","Khác nhau ""Hoa"" tài liệu này có thể tồn tại in Như ""Open"", ""Đang xem xét"", vv"
Disable Customer Signup link in Login page,Vô hiệu hóa liên kết Đăng ký khách hàng trong trang đăng nhập
Disable Signup,Vô hiệu hóa đăng ký
Disabled,Đã tắt
Display,Hiển thị
Display Settings,Thiết lập hiển thị
Display in the sidebar of this Website Route node,Màn hình hiển thị trong thanh bên của Website nút Route này
Do not allow user to change after set the first time,Không cho phép người dùng thay đổi sau khi thiết lập lần đầu tiên
Doc Status,Doc Trạng thái
DocField,DocField
DocPerm,DocPerm
DocType,DocType
DocType Details,DocType chi tiết
DocType can not be merged,DocType không thể được sáp nhập
DocType on which this Workflow is applicable.,DocType mà Workflow này được áp dụng.
DocType or Field,DocType hoặc Dòng
Doclist JSON,Doclist JSON
Docname,Docname
Document,Tài liệu
Document Status transition from ,Document Status transition from 
Document Status transition from {0} to {1} is not allowed,Tình trạng tài liệu chuyển đổi từ {0} đến {1} không được phép
Document Type,Loại tài liệu
Document is only editable by users of role,Tài liệu chỉ có thể sửa bằng cách sử dụng của vai trò
Documentation,Tài liệu
Documents,Tài liệu
Download,Đã tải xuống
Download Backup,Tải về sao lưu
Download link for your backup will be emailed on the following email address:,Tải về liên kết cho sao lưu của bạn sẽ được gửi vào địa chỉ email sau đây:
Drafts,Dự thảo
Drag to sort columns,Kéo để sắp xếp cột
Due Date,Ngày đáo hạn
Duplicate name {0} {1},Trùng lặp tên {0} {1}
Dynamic Link,Liên kết động
ERPNext Demo,ERPNext Demo
Edit,Sửa
Edit Permissions,Sửa Quyền
Editable,Có thể chỉnh sửa
Email,Email
Email Alert,Thông báo email
Email Alert Recipient,Email người nhận báo
Email Alert Recipients,Người nhận thông báo email
Email By Document Field,Email của tài liệu Dòng
Email Footer,Email Footer
Email Host,Email chủ
Email Id,Email Id
Email Login,Email đăng nhập
Email Password,Email Mật khẩu
Email Sent,Email gửi
Email Settings,Thiết lập email
Email Signature,Chữ ký email
Email Use SSL,Email Sử dụng SSL
Email address,email
"Email addresses, separted by commas","Địa chỉ email, separted bằng dấu phẩy"
Email not verified with {1},Email không xác minh với {1}
Email sent to {0},Email gửi đến {0}
Email...,Email ...
Emails are muted,Email là tắt tiếng
Embed image slideshows in website pages.,Trình chiếu hình ảnh nhúng trong các trang web.
Enable,K.hoạt
Enable Comments,Cho phép nhận xét
Enable Scheduled Jobs,Việc cho phép theo lịch trình
Enabled,Đã bật
Ends on,Kết thúc vào ngày
Enter Form Type,Nhập Loại Mẫu
Enter Value,Giá trị nhập
Enter at least one permission row,Nhập ít nhất một dòng phép
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to <a href=""#Form/Customize Form/Customize Form"">Customize Form</a>.","Nhập lĩnh vực giá trị mặc định (phím) và giá trị. Nếu bạn thêm nhiều giá trị cho một lĩnh vực, một trong những đầu tiên sẽ được chọn. Các giá trị mặc định cũng được sử dụng để thiết lập ""phù hợp"" quy định cho phép. Để xem danh sách các lĩnh vực, đi đến <a href=""#Form/Customize Form/Customize Form""> Tùy chỉnh các mẫu </ a>."
"Enter keys to enable login via Facebook, Google, GitHub.","Nhập phím để cho phép đăng nhập thông qua Facebook, Google, GitHub."
Equals,Bình đẳng
Error,Lỗi
"Error generating PDF, attachment sent as HTML","Lỗi tạo PDF, tập tin đính kèm được gửi như HTML"
Error: Document has been modified after you have opened it,Lỗi: tài liệu đã được sửa đổi sau khi bạn đã mở nó
Event,Sự Kiện
Event Datetime,Sự kiện kiểu ngày giờ
Event Individuals,Cá nhân tổ chức sự kiện
Event Role,Vai trò tổ chức sự kiện
Event Roles,Vai trò tổ chức sự kiện
Event Type,Loại sự kiện
Event User,Sự kiện tài
Event end must be after start,Kết thúc sự kiện phải sau bắt đầu
Events,Sự kiện
Events In Today's Calendar,Sự kiện Trong Hôm nay của Lịch
Every Day,Mỗi ngày
Every Month,Mỗi tháng
Every Week,Mỗi tuần
Every Year,Mỗi năm
Everyone,Tất cả mọi người
Example:,Ví dụ:
Expand,Mở rộng
Export,Xuất
Export not allowed. You need {0} role to export.,Xuất khẩu không được phép. Bạn cần {0} vai trò xuất khẩu.
Exported,Xuất khẩu
"Expression, Optional","Biểu hiện, Tùy chọn"
Facebook,Fac
Facebook Client ID,Facebook Khách hàng ID
Facebook Client Secret,Facebook Khách hàng bí mật
Facebook Share,Facebook Chia sẻ
Facebook User ID,Facebook User ID
Facebook Username,Facebook Tên
FavIcon,Favicon
Female,Nữ
Field Description,Dòng Mô tả
Field Name,Tên trường
Field Type,Loại lĩnh vực
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Lĩnh vực đại diện cho Nhà nước Quy trình làm việc của giao dịch (nếu trường không có mặt, một ẩn mới Trường Tuỳ chỉnh sẽ được tạo ra)"
Field {0} in row {1} cannot be hidden and mandatory without default,Lĩnh vực {0} trong hàng {1} có thể không được ẩn và bắt buộc mà không mặc định
Field {0} is not selectable.,Lĩnh vực {0} không phải là lựa chọn.
Field {0} of type {1} cannot be mandatory,Lĩnh vực {0} kiểu {1} có thể không được bắt buộc
Fieldname,Fieldname
Fieldname is required in row {0},Fieldname là cần thiết trong hàng {0}
Fieldname not set for Custom Field,Fieldname không được thiết lập cho Trường Tuỳ chỉnh
Fieldname which will be the DocType for this link field.,Fieldname đó sẽ là DOCTYPE cho trường liên kết này.
Fieldname {0} appears multiple times in rows {1},Fieldname {0} xuất hiện nhiều lần trong hàng {1}
"Fieldname {0} cannot contain letters, numbers or spaces","Fieldname {0} không thể chứa chữ cái, số hoặc không gian"
Fields,Các trường
"Fields separated by comma (,) will be included in the<br /><b>Search By</b> list of Search dialog box","Các lĩnh vực được phân cách bằng dấu phẩy (,) sẽ được bao gồm trong <br /> Tìm theo </ b> danh sách các hộp thoại tìm kiếm"
Fieldtype cannot be changed from {0} to {1} in row {2},Fieldtype không thể thay đổi từ {0} đến {1} trong hàng {2}
File,Tập tin
File Data,Tập tin dữ liệu
File Name,File Name
File Size,Dung lượng
File URL,URL tập tin
File not attached,Nộp không đính kèm
File size exceeded the maximum allowed size of {0} MB,Kích thước tập tin vượt quá kích thước tối đa cho phép của {0} MB
Fill Screen,Điền vào màn hình
Filter,Bộ lọc
Filter records based on User Permissions defined for a user,Hồ sơ bộ lọc dựa trên Quyền người dùng định nghĩa cho một người dùng
Filters,Bộ lọc
Find {0} in {1},Tìm {0} trong {1}
First Name,Họ
Float,Phao
Float Precision,Nổi chính xác
Font (Heading),Phông chữ (nhóm)
Font (Text),Phông chữ (Text)
Font Size,Kích thước văn bản
Font Size (Text),Cỡ chữ (Text)
Fonts,Phông chữ
Footer,Chân
Footer Background,Bối cảnh chân
Footer Items,Chân mục
Footer Text,Tiêu đề chân trang
For DocType,Cho DocType
"For Links, enter the DocType as rangeFor Select, enter list of Options separated by comma","Đối với Liên kết, nhập DocType như phạm vi  Đối Chọn, nhập danh sách các tùy chọn phân cách bằng dấu phẩy"
"For comparative filters, start with","Cho các bộ lọc so sánh, bắt đầu với"
For example if you cancel and amend 'INV004' it will become a new document 'INV004-1'. This helps you to keep track of each amendment.,"Ví dụ, nếu bạn hủy bỏ, sửa đổi 'INV004' nó sẽ trở thành một tài liệu mới 'INV004-1'. Điều này giúp bạn theo dõi từng sửa đổi."
For ranges,Cho các phạm vi
For top bar,Cho thanh hàng đầu
For {0} at level {1} in {2} in row {3},Cho {0} ở mức {1} trong {2} trong hàng {3}
Forgot Password,Quên mật khẩu
Forgot Password?,Quên mật khẩu?
Form,Biểu mẫu
Forum,Forum
Forums,Diễn đàn
Forward To Email Address,Chuyển tiếp Để Địa chỉ Email
Frappe Framework,Khung sinh tố
Friday,Thứ sáu
From Date must be before To Date,Từ ngày phải trước Đến ngày
Full Name,Tên đầy đủ
Gantt Chart,Biểu đồ Gantt
Gender,Giới Tính
Generator,Máy phát điện
Georgia,Georgia
Get,Được
Get From ,Get From 
"Get your globally recognized avatar from <a href=""https://gravatar.com/"">Gravatar.com</a>","Nhận avatar nhận trên toàn cầu của bạn từ <a href=""https://gravatar.com/""> Gravatar.com </ a>"
GitHub,GitHub
GitHub Client ID,GitHub Khách hàng ID
GitHub Client Secret,GitHub Khách hàng bí mật
Github User ID,Github User ID
Github Username,Github Tên
Google,Google
Google Analytics ID,Google Analytics ID
Google Client ID,Google Khách hàng ID
Google Client Secret,Google Khách hàng bí mật
Google Plus One,Google Plus One
Google User ID,Google ID của người dùng
Google Web Font (Heading),Google Font Web (nhóm)
Google Web Font (Text),Google Font Web (Text)
Greater or equals,Lớn hơn hoặc ngang hàng
Greater than,Lớn hơn
"Group Added, refreshing...","Nhóm tăng, làm mới ..."
Group Description,Nhóm Mô tả
Group Name,Tên nhóm
Group Title,Nhóm Tiêu đề
Group Type,Loại nhóm
Groups,Nhóm
HTML for header section. Optional,HTML cho phần tiêu đề. Tùy chọn
Have an account? Login,Có tài khoản? Đăng nhập
Header,Phần đầu
Heading,Nhóm
Heading Text As,Nhóm Tiêu Như
Help,Trợ giúp
Help on Search,Giúp đỡ về Tìm kiếm
Helvetica Neue,Helvetica Neue
Hidden,Ẩn
Hide Actions,Ẩn Actions
Hide Copy,Sao chép ẩn
Hide Heading,Hiện nhóm
Hide Toolbar,Thanh công cụ ẩn
Hide the sidebar,Ẩn bên
High,Cao
Highlight,Điểm nổi bật
History,Các phiên bản
Home Page,Trang chủ
Home Page is Products,Trang chủ là sản phẩm
ID (name) of the entity whose property is to be set,ID (tên) của đơn vị có tài sản phải được thiết lập
Icon,Biểu tượng
Icon will appear on the button,Biểu tượng sẽ xuất hiện trên nút
"If a Role does not have access at Level 0, then higher levels are meaningless.","Nếu một vai trò không có quyền truy cập ở cấp độ 0, sau đó cấp độ cao hơn là vô nghĩa."
"If checked, all other workflows become inactive.","Nếu được chọn, tất cả các công việc khác trở nên không hoạt động."
"If checked, the Home page will be the default Item Group for the website.","Nếu được chọn, trang chủ sẽ là mục Nhóm mặc định cho trang web."
"If image is selected, color will be ignored (attach first)","Nếu hình ảnh được lựa chọn, màu sắc sẽ bị bỏ qua (đính kèm đầu tiên)"
If non standard port (e.g. 587),Nếu cổng phi tiêu chuẩn (ví dụ 587)
"If these instructions where not helpful, please add in your suggestions on GitHub Issues.","Nếu những hướng dẫn mà không hữu ích, hãy thêm vào đề xuất của bạn về các vấn đề GitHub."
"If you set this, this Item will come in a drop-down under the selected parent.","Nếu bạn thiết lập này, khoản này sẽ đến trong một thả xuống dưới phụ huynh lựa chọn."
Ignore User Permissions,Bỏ qua tài Quyền
"Ignoring Item {0}, because a group exists with the same name!","Bỏ qua mục {0}, bởi vì một nhóm tồn tại có cùng tên!"
Image,Hình
Image Link,Liên kết hình ảnh
Import,Nhập khẩu
Import / Export Data,Nhập khẩu / xuất khẩu dữ liệu
Import / Export Data from .csv files.,Nhập khẩu / xuất khẩu dữ liệu từ. Csv.
In,Ở
In Dialog,Trong Dialog
In Filter,Bộ lọc trong
In List View,Trong Danh sách Xem
In Report Filter,Trong Báo cáo Lọc
In points. Default is 9.,Trong điểm. Mặc định là 9.
In response to,"Để đáp ứng với điều này,"
Incorrect value in row {0}: {1} must be {2} {3},Giá trị không chính xác trong hàng {0}: {1} phải {2} {3}
Incorrect value: {0} must be {1} {2},Giá trị không đúng: {0} phải {1} {2}
Index,I
Individuals,Cá nhân
Info,Thông tin
Insert After,Sau khi chèn
"Insert After field '{0}' mentioned in Custom Field '{1}', does not exist","Sau khi chèn trường '{0}' được đề cập trong Trường Tuỳ chỉnh '{1}', không tồn tại"
Insert Below,Dưới đây chèn
Insert Code,Chèn Mã
Insert Row,Chèn Row
Insert Style,Chèn phong cách
Install Applications.,Cài đặt ứng dụng.
Installed,Đã cài
Installer,Cài đặt
Int,Int
Integrations,Tích hợp
